model,exp,cntr,year,hdd_calendar,hdd_octmar,cdd_jja
HadGEM3-GC31-LL,u03,RS,1991,3768.34,2781.88,91.21
HadGEM3-GC31-LL,u03,RS,1992,3431.81,2932.15,172.08
HadGEM3-GC31-LL,u03,RS,1993,3664.78,2999.39,170.53
HadGEM3-GC31-LL,u03,RS,1994,3205.48,2618.21,167.47
HadGEM3-GC31-LL,u03,RS,1995,3571.78,2757.64,111.17
HadGEM3-GC31-LL,u03,RS,1996,3758.4,3214.4,118.88
HadGEM3-GC31-LL,u03,RS,1997,3674.67,2763,80.69
HadGEM3-GC31-LL,u03,RS,1998,3508.93,2748.25,172.16
HadGEM3-GC31-LL,u03,RS,1999,3370.57,2934.03,105.31
HadGEM3-GC31-LL,u03,RS,2000,3113.16,2882.66,242.04
HadGEM3-GC31-LL,u03,RS,2001,3332.98,2287.08,144.18
HadGEM3-GC31-LL,u03,RS,2002,3114,2728.86,141.46
HadGEM3-GC31-LL,u03,RS,2003,3530.46,2935.2,230.62
HadGEM3-GC31-LL,u03,RS,2004,3432.6,2860.88,123.13
HadGEM3-GC31-LL,u03,RS,2005,3638.63,2849.54,91.38
HadGEM3-GC31-LL,u03,RS,2006,3416.79,2909.95,141.83
HadGEM3-GC31-LL,u03,RS,2007,3135.45,2328.07,239.89
HadGEM3-GC31-LL,u03,RS,2008,3143.89,2774.75,179.88
HadGEM3-GC31-LL,u03,RS,2009,3192.06,2663.42,152.49
HadGEM3-GC31-LL,u03,RS,2010,3316.69,2660.05,153.4
HadGEM3-GC31-LL,u03,RS,2011,3470.59,2808.73,171.12
HadGEM3-GC31-LL,u03,RS,2012,3353.16,3004.12,266.69
HadGEM3-GC31-LL,u03,RS,2013,3162.7,2629.66,194.91
HadGEM3-GC31-LL,u03,RS,2014,2951.65,2345.6,105.87
HadGEM3-GC31-LL,u03,RS,2015,3117.32,2540.78,241.62
HadGEM3-GC31-LL,u03,RS,2016,3254.64,2509.11,136.19
HadGEM3-GC31-LL,u03,RS,2017,3264.28,2867.16,254.04
HadGEM3-GC31-LL,u03,RS,2018,2942.89,2626.49,144.7
HadGEM3-GC31-LL,u03,RS,2019,2880.14,2509.8,206.27
HadGEM3-GC31-LL,u03,RS,2020,3018.11,2315.99,137.52
HadGEM3-GC31-LL,u03,RS,2021,3293.05,2505.38,235.46
HadGEM3-GC31-LL,u03,RS,2022,2918.19,2617.06,238.66
HadGEM3-GC31-LL,u03,RS,2023,2706.91,2201.01,182.5
HadGEM3-GC31-LL,u03,RS,2024,2648.05,2054.55,333.24
HadGEM3-GC31-LL,u03,SE,1990,4520.81,3156.66,2.97
HadGEM3-GC31-LL,u03,SE,1991,4913.68,3442.17,10.4
HadGEM3-GC31-LL,u03,SE,1992,4757.97,3230.78,8.7
HadGEM3-GC31-LL,u03,SE,1993,5082.12,3471.28,0.32
HadGEM3-GC31-LL,u03,SE,1994,4984.97,3736.43,33.5
HadGEM3-GC31-LL,u03,SE,1995,5062.25,3357.53,14.32
HadGEM3-GC31-LL,u03,SE,1996,5422.5,3930.82,4.35
HadGEM3-GC31-LL,u03,SE,1997,4920.76,3505.83,19.14
HadGEM3-GC31-LL,u03,SE,1998,5076.54,3460.12,0.33
HadGEM3-GC31-LL,u03,SE,1999,4795.42,3636.67,15.03
HadGEM3-GC31-LL,u03,SE,2000,4549.26,3356.43,1.63
HadGEM3-GC31-LL,u03,SE,2001,4982.58,3307.15,13.11
HadGEM3-GC31-LL,u03,SE,2002,4800.09,3312.9,16.38
HadGEM3-GC31-LL,u03,SE,2003,4893.91,3839.48,12.81
HadGEM3-GC31-LL,u03,SE,2004,4922.2,3556.04,7.37
HadGEM3-GC31-LL,u03,SE,2005,4803.84,3485.98,10.64
HadGEM3-GC31-LL,u03,SE,2006,4665.94,3651.27,25.43
HadGEM3-GC31-LL,u03,SE,2007,4641.51,3059.28,8.68
HadGEM3-GC31-LL,u03,SE,2008,4588.01,3234.21,16.09
HadGEM3-GC31-LL,u03,SE,2009,4876.35,3470.16,10
HadGEM3-GC31-LL,u03,SE,2010,5560.71,3882.24,15.57
HadGEM3-GC31-LL,u03,SE,2011,4604.72,3955.2,6.39
HadGEM3-GC31-LL,u03,SE,2012,5007.62,3264.66,1.67
HadGEM3-GC31-LL,u03,SE,2013,4856.01,3774.83,5.84
HadGEM3-GC31-LL,u03,SE,2014,4425.3,3110.16,24.36
HadGEM3-GC31-LL,u03,SE,2015,4510.94,3126.87,5.13
HadGEM3-GC31-LL,u03,SE,2016,4708.46,3308.4,7.38
HadGEM3-GC31-LL,u03,SE,2017,4708.27,3329.85,0.27
HadGEM3-GC31-LL,u03,SE,2018,4601.14,3526.03,48.06
HadGEM3-GC31-LL,u03,SE,2019,4555.38,3264.51,16.53
HadGEM3-GC31-LL,u03,SE,2020,4202.08,3067.5,19.54
HadGEM3-GC31-LL,u03,SE,2021,4782.76,3206.58,17.99
HadGEM3-GC31-LL,u03,SE,2022,4517.94,3268.43,21.03
HadGEM3-GC31-LL,u03,SE,2023,4697.6,3259.37,7.69
HadGEM3-GC31-LL,u03,SE,2024,4491.75,3549.38,5.55
HadGEM3-GC31-LL,u03,SI,1990,3821.34,2797.45,39.42
HadGEM3-GC31-LL,u03,SI,1991,4171.37,3032.6,45.56
HadGEM3-GC31-LL,u03,SI,1992,3771.45,3069.89,84.04
HadGEM3-GC31-LL,u03,SI,1993,3931.95,3013.13,64.38
HadGEM3-GC31-LL,u03,SI,1994,3535.29,2795.88,78.35
HadGEM3-GC31-LL,u03,SI,1995,3932.65,2895.43,38.57
HadGEM3-GC31-LL,u03,SI,1996,4255.26,3226.05,29.34
HadGEM3-GC31-LL,u03,SI,1997,3924.12,2943.7,20.37
HadGEM3-GC31-LL,u03,SI,1998,3851.87,2850.16,72.5
HadGEM3-GC31-LL,u03,SI,1999,3786.4,3096.45,35
HadGEM3-GC31-LL,u03,SI,2000,3485.34,3026.11,80.95
HadGEM3-GC31-LL,u03,SI,2001,3742.99,2513.69,71.95
HadGEM3-GC31-LL,u03,SI,2002,3515.89,2867.96,54.05
HadGEM3-GC31-LL,u03,SI,2003,3836.56,2950.23,155.15
HadGEM3-GC31-LL,u03,SI,2004,3971.79,3055.04,46.25
HadGEM3-GC31-LL,u03,SI,2005,4057.25,3026.03,42.72
HadGEM3-GC31-LL,u03,SI,2006,3791.4,3193.32,86.67
HadGEM3-GC31-LL,u03,SI,2007,3543.56,2447.18,81.77
HadGEM3-GC31-LL,u03,SI,2008,3624.06,2926.62,61.29
HadGEM3-GC31-LL,u03,SI,2009,3659.66,2924.36,65.73
HadGEM3-GC31-LL,u03,SI,2010,3986.33,2998.16,78.15
HadGEM3-GC31-LL,u03,SI,2011,3685,2982.11,74.33
HadGEM3-GC31-LL,u03,SI,2012,3664.72,2994.51,122.94
HadGEM3-GC31-LL,u03,SI,2013,3753.84,2962.97,119.94
HadGEM3-GC31-LL,u03,SI,2014,3276.26,2526.09,43.67
HadGEM3-GC31-LL,u03,SI,2015,3527.46,2636.2,121.07
HadGEM3-GC31-LL,u03,SI,2016,3624.47,2731.15,66.16
HadGEM3-GC31-LL,u03,SI,2017,3671.35,2922.55,123.36
HadGEM3-GC31-LL,u03,SI,2018,3453.81,2942.25,80.86
HadGEM3-GC31-LL,u03,SI,2019,3416.75,2671.71,107.21
HadGEM3-GC31-LL,u03,SI,2020,3532.65,2569.73,63.54
HadGEM3-GC31-LL,u03,SI,2021,3809.44,2814.63,104.73
HadGEM3-GC31-LL,u03,SI,2022,3409.94,2894.78,126.33
HadGEM3-GC31-LL,u03,SI,2023,3292.24,2558.71,88.03
HadGEM3-GC31-LL,u03,SI,2024,3099.12,2345.01,144.05
HadGEM3-GC31-LL,u03,SK,1990,4210.92,3069.82,52.92
HadGEM3-GC31-LL,u03,SK,1991,4547.37,3271.33,49.41
HadGEM3-GC31-LL,u03,SK,1992,4265.05,3336.7,107.78
HadGEM3-GC31-LL,u03,SK,1993,4434.98,3439.72,56.19
HadGEM3-GC31-LL,u03,SK,1994,4027.67,3065.62,102.69
HadGEM3-GC31-LL,u03,SK,1995,4352.67,3182.62,59.18
HadGEM3-GC31-LL,u03,SK,1996,4682.26,3623.09,36.04
HadGEM3-GC31-LL,u03,SK,1997,4483.9,3319.55,33.29
HadGEM3-GC31-LL,u03,SK,1998,4272.15,3135.44,72.83
HadGEM3-GC31-LL,u03,SK,1999,4173.15,3381.25,36.23
HadGEM3-GC31-LL,u03,SK,2000,3963.82,3342.2,80.17
HadGEM3-GC31-LL,u03,SK,2001,4288.34,2867.34,59.17
HadGEM3-GC31-LL,u03,SK,2002,4070.13,3228.11,71.75
HadGEM3-GC31-LL,u03,SK,2003,4346.22,3445.02,100.43
HadGEM3-GC31-LL,u03,SK,2004,4358.92,3369.29,38.62
HadGEM3-GC31-LL,u03,SK,2005,4453.2,3337.88,40.3
HadGEM3-GC31-LL,u03,SK,2006,4268.52,3540.57,80.87
HadGEM3-GC31-LL,u03,SK,2007,3961.49,2725.33,97.8
HadGEM3-GC31-LL,u03,SK,2008,3925.57,3209.04,54.92
HadGEM3-GC31-LL,u03,SK,2009,4075.24,3123.05,63.99
HadGEM3-GC31-LL,u03,SK,2010,4372.92,3257.06,73.12
HadGEM3-GC31-LL,u03,SK,2011,4141.44,3317.39,57.12
HadGEM3-GC31-LL,u03,SK,2012,4144.58,3332.05,111.09
HadGEM3-GC31-LL,u03,SK,2013,4134.71,3271.02,104.16
HadGEM3-GC31-LL,u03,SK,2014,3619.9,2754.63,52.45
HadGEM3-GC31-LL,u03,SK,2015,3885.58,2902.19,141.93
HadGEM3-GC31-LL,u03,SK,2016,4044.52,2964.6,63.56
HadGEM3-GC31-LL,u03,SK,2017,4119.54,3303.65,106.97
HadGEM3-GC31-LL,u03,SK,2018,3753.9,3177.95,94.63
HadGEM3-GC31-LL,u03,SK,2019,3726.14,2944.59,106.39
HadGEM3-GC31-LL,u03,SK,2020,3875.3,2815.68,64
HadGEM3-GC31-LL,u03,SK,2021,4187.36,3035.97,89.87
HadGEM3-GC31-LL,u03,SK,2022,3828.8,3054.7,112.25
HadGEM3-GC31-LL,u03,SK,2023,3651.71,2799.81,78.11
HadGEM3-GC31-LL,u03,SK,2024,3424.78,2630.82,127.51
HadGEM3-GC31-LL,u03,UK,1990,4269.2,2655.22,0
HadGEM3-GC31-LL,u03,UK,1991,4407.75,2827.16,0
HadGEM3-GC31-LL,u03,UK,1992,4460.81,2704.5,0
HadGEM3-GC31-LL,u03,UK,1993,4513.68,2777.56,0
HadGEM3-GC31-LL,u03,UK,1994,4410.09,2892.23,0
HadGEM3-GC31-LL,u03,UK,1995,4210.74,2657.19,1.93
HadGEM3-GC31-LL,u03,UK,1996,4527.84,2766.51,0
HadGEM3-GC31-LL,u03,UK,1997,4099.28,2715.9,0
HadGEM3-GC31-LL,u03,UK,1998,4208.69,2500.85,0
HadGEM3-GC31-LL,u03,UK,1999,4207.17,2674.79,0.02
HadGEM3-GC31-LL,u03,UK,2000,4325.85,2663.12,0
HadGEM3-GC31-LL,u03,UK,2001,4366.74,2899.08,0
HadGEM3-GC31-LL,u03,UK,2002,4255.05,2558.08,0
HadGEM3-GC31-LL,u03,UK,2003,4209.02,2735.67,0.09
HadGEM3-GC31-LL,u03,UK,2004,4204.15,2755.09,0
HadGEM3-GC31-LL,u03,UK,2005,4135.21,2615.11,0.38
HadGEM3-GC31-LL,u03,UK,2006,4102.86,2715.32,1.81
HadGEM3-GC31-LL,u03,UK,2007,4072.04,2592.86,0
HadGEM3-GC31-LL,u03,UK,2008,4374.02,2592.82,0
HadGEM3-GC31-LL,u03,UK,2009,4330.72,2826.7,0
HadGEM3-GC31-LL,u03,UK,2010,4702.14,2946.8,0
HadGEM3-GC31-LL,u03,UK,2011,4173.55,2976.63,0
HadGEM3-GC31-LL,u03,UK,2012,4323.53,2427.68,0
HadGEM3-GC31-LL,u03,UK,2013,4319.08,2904.69,0.7
HadGEM3-GC31-LL,u03,UK,2014,4149.5,2641.05,0
HadGEM3-GC31-LL,u03,UK,2015,4415.71,2745.2,0
HadGEM3-GC31-LL,u03,UK,2016,4237.6,2618.84,0
HadGEM3-GC31-LL,u03,UK,2017,4091.33,2606.29,0
HadGEM3-GC31-LL,u03,UK,2018,4237.94,2754.78,1.63
HadGEM3-GC31-LL,u03,UK,2019,4175.47,2543.62,0
HadGEM3-GC31-LL,u03,UK,2020,4233.91,2733.29,0
HadGEM3-GC31-LL,u03,UK,2021,4118.96,2711.04,2.14
HadGEM3-GC31-LL,u03,UK,2022,4045.72,2490.96,1.51
HadGEM3-GC31-LL,u03,UK,2023,3917.46,2595.61,0
HadGEM3-GC31-LL,u03,UK,2024,4107.3,2554.93,0
HadGEM3-GC31-MM,g01,AL,1990,2564.96,2078.27,147.2
HadGEM3-GC31-MM,g01,AL,1991,2932.71,2056.14,117.4
HadGEM3-GC31-MM,g01,AL,1992,2816.64,2377.74,154.52
HadGEM3-GC31-MM,g01,AL,1993,2797.54,2242.49,177.95
HadGEM3-GC31-MM,g01,AL,1994,2522.25,1956.21,187.38
HadGEM3-GC31-MM,g01,AL,1995,2799.75,2122.79,126.26
HadGEM3-GC31-MM,g01,AL,1996,2768.67,2226.46,151.43
HadGEM3-GC31-MM,g01,AL,1997,2696.15,2026.4,136.09
HadGEM3-GC31-MM,g01,AL,1998,2584.68,2073.99,266.24
HadGEM3-GC31-MM,g01,AL,1999,2482.18,2234.95,233.13
HadGEM3-GC31-MM,g01,AL,2000,2551.28,2168.15,249.08
HadGEM3-GC31-MM,g01,AL,2001,2449.13,1798.84,256.65
HadGEM3-GC31-MM,g01,AL,2002,2393.86,2067.87,194.17
HadGEM3-GC31-MM,g01,AL,2003,2517.84,2097.01,294.46
HadGEM3-GC31-MM,g01,AL,2004,2535.87,2071.81,194.97
HadGEM3-GC31-MM,g01,AL,2005,2628.06,2094.04,135.68
HadGEM3-GC31-MM,g01,AL,2006,2641.81,2189.03,166.77
HadGEM3-GC31-MM,g01,AL,2007,2428.21,1956.82,241.35
HadGEM3-GC31-MM,g01,AL,2008,2416.84,2072.37,220.04
HadGEM3-GC31-MM,g01,AL,2009,2393.25,2039.1,147.92
HadGEM3-GC31-MM,g01,AL,2010,2338.77,1932.38,176.95
HadGEM3-GC31-MM,g01,AL,2011,2651.05,1890.82,185.02
HadGEM3-GC31-MM,g01,AL,2012,2718.38,2445.51,318.9
HadGEM3-GC31-MM,g01,AL,2013,2467.09,2032.99,221.19
HadGEM3-GC31-MM,g01,AL,2014,2529.19,1910.53,167.12
HadGEM3-GC31-MM,g01,AL,2015,2710.61,2185.28,208.25
HadGEM3-GC31-MM,g01,AL,2016,2573.91,2022.76,198.52
HadGEM3-GC31-MM,g01,AL,2017,2737.51,2243.91,273.41
HadGEM3-GC31-MM,g01,AL,2018,2431.44,2137.83,152.59
HadGEM3-GC31-MM,g01,AL,2019,2513.9,2097.14,264.45
HadGEM3-GC31-MM,g01,AL,2020,2611.7,1996.21,194.41
HadGEM3-GC31-MM,g01,AL,2021,2576.15,2021.99,306.01
HadGEM3-GC31-MM,g01,AL,2022,2578.28,2218.05,260.54
HadGEM3-GC31-MM,g01,AL,2023,2468.18,1946.31,229.25
HadGEM3-GC31-MM,g01,AL,2024,2305.53,1801.66,357.19
HadGEM3-GC31-MM,g01,AT,1990,4013.82,2863.94,45.31
HadGEM3-GC31-MM,g01,AT,1991,4384.87,3134.79,34.45
HadGEM3-GC31-MM,g01,AT,1992,3982.67,3128.96,93.39
HadGEM3-GC31-MM,g01,AT,1993,4197.81,3179.42,47.4
HadGEM3-GC31-MM,g01,AT,1994,3778.22,2959.68,89.65
HadGEM3-GC31-MM,g01,AT,1995,4172.65,2973.59,52.43
HadGEM3-GC31-MM,g01,AT,1996,4574.79,3425.01,27.17
HadGEM3-GC31-MM,g01,AT,1997,4153.82,3086.99,25.18
HadGEM3-GC31-MM,g01,AT,1998,4043.21,2960.88,64.14
HadGEM3-GC31-MM,g01,AT,1999,4015.74,3168.29,30.95
HadGEM3-GC31-MM,g01,AT,2000,3772.85,3109.07,66.05
HadGEM3-GC31-MM,g01,AT,2001,4080.41,2805.63,56.6
HadGEM3-GC31-MM,g01,AT,2002,3815.22,2939.12,59.38
HadGEM3-GC31-MM,g01,AT,2003,4068.48,3145.36,117.06
HadGEM3-GC31-MM,g01,AT,2004,4161.96,3201.46,41.46
HadGEM3-GC31-MM,g01,AT,2005,4266.3,3160.71,38.8
HadGEM3-GC31-MM,g01,AT,2006,4061.08,3378.08,71.95
HadGEM3-GC31-MM,g01,AT,2007,3793.4,2579.58,75.55
HadGEM3-GC31-MM,g01,AT,2008,3855.72,3046.81,47.96
HadGEM3-GC31-MM,g01,AT,2009,3958.19,3100.11,49.8
HadGEM3-GC31-MM,g01,AT,2010,4333.48,3173.87,66.07
HadGEM3-GC31-MM,g01,AT,2011,3868.09,3169.4,56.91
HadGEM3-GC31-MM,g01,AT,2012,3970.47,3064.54,86
HadGEM3-GC31-MM,g01,AT,2013,4070.97,3160.59,94.62
HadGEM3-GC31-MM,g01,AT,2014,3561.12,2738.41,44.72
HadGEM3-GC31-MM,g01,AT,2015,3706.96,2765.63,128.71
HadGEM3-GC31-MM,g01,AT,2016,3846.3,2768.63,54.5
HadGEM3-GC31-MM,g01,AT,2017,3900.89,3041.83,100.05
HadGEM3-GC31-MM,g01,AT,2018,3615.1,3042.72,98
HadGEM3-GC31-MM,g01,AT,2019,3632.94,2771.11,108.94
HadGEM3-GC31-MM,g01,AT,2020,3717,2714.82,60.32
HadGEM3-GC31-MM,g01,AT,2021,4023.75,2947.19,76.56
HadGEM3-GC31-MM,g01,AT,2022,3623.99,2890.76,96.01
HadGEM3-GC31-MM,g01,AT,2023,3547.03,2692.85,91.29
HadGEM3-GC31-MM,g01,AT,2024,3392.89,2535.25,119.35
HadGEM3-GC31-MM,g01,BE,1990,3485.6,2334.33,37.78
HadGEM3-GC31-MM,g01,BE,1991,3876.76,2635.11,18.61
HadGEM3-GC31-MM,g01,BE,1992,3616.48,2677.19,18.39
HadGEM3-GC31-MM,g01,BE,1993,3742.05,2666.05,7.95
HadGEM3-GC31-MM,g01,BE,1994,3444.49,2688.25,49.27
HadGEM3-GC31-MM,g01,BE,1995,3547.53,2401.75,62.79
HadGEM3-GC31-MM,g01,BE,1996,4143.89,2845.7,20.83
HadGEM3-GC31-MM,g01,BE,1997,3591.42,2718.46,33.56
HadGEM3-GC31-MM,g01,BE,1998,3602.04,2479.89,17.98
HadGEM3-GC31-MM,g01,BE,1999,3316.07,2623.45,23.14
HadGEM3-GC31-MM,g01,BE,2000,3355.91,2519.45,14.55
HadGEM3-GC31-MM,g01,BE,2001,3550.72,2472.44,33.45
HadGEM3-GC31-MM,g01,BE,2002,3321.8,2374.74,24.4
HadGEM3-GC31-MM,g01,BE,2003,3517.52,2565.75,57.15
HadGEM3-GC31-MM,g01,BE,2004,3487.67,2620.79,23.15
HadGEM3-GC31-MM,g01,BE,2005,3390.41,2561.67,32.85
HadGEM3-GC31-MM,g01,BE,2006,3314.05,2633.79,63.95
HadGEM3-GC31-MM,g01,BE,2007,3165.16,2098.58,10.58
HadGEM3-GC31-MM,g01,BE,2008,3514.4,2481.59,14.03
HadGEM3-GC31-MM,g01,BE,2009,3511.05,2777.07,25.71
HadGEM3-GC31-MM,g01,BE,2010,3963.86,2701.8,37.32
HadGEM3-GC31-MM,g01,BE,2011,3235.99,2703.34,14.28
HadGEM3-GC31-MM,g01,BE,2012,3610.91,2462.2,23.87
HadGEM3-GC31-MM,g01,BE,2013,3813.46,2776.97,35.48
HadGEM3-GC31-MM,g01,BE,2014,3134.39,2291.52,20.82
HadGEM3-GC31-MM,g01,BE,2015,3393.14,2457.2,47.44
HadGEM3-GC31-MM,g01,BE,2016,3475.8,2313.04,28.5
HadGEM3-GC31-MM,g01,BE,2017,3357.64,2548.5,37
HadGEM3-GC31-MM,g01,BE,2018,3291.09,2537.5,76.83
HadGEM3-GC31-MM,g01,BE,2019,3326.64,2367.13,63.76
HadGEM3-GC31-MM,g01,BE,2020,3121.98,2318.88,62.89
HadGEM3-GC31-MM,g01,BE,2021,3534.22,2397.34,22.54
HadGEM3-GC31-MM,g01,BE,2022,3154.56,2374.91,78.35
HadGEM3-GC31-MM,g01,BE,2023,3107.65,2283.29,51.66
HadGEM3-GC31-MM,g01,BE,2024,3120.04,2186.1,41.52
HadGEM3-GC31-MM,g01,BG,1990,3380.3,2779.51,119.88
HadGEM3-GC31-MM,g01,BG,1991,3826.79,2809.06,83.39
HadGEM3-GC31-MM,g01,BG,1992,3590.06,2971.11,115.83
HadGEM3-GC31-MM,g01,BG,1993,3663.86,2931.86,145.71
HadGEM3-GC31-MM,g01,BG,1994,3242.83,2664.99,138.44
HadGEM3-GC31-MM,g01,BG,1995,3636.87,2757.41,86.24
HadGEM3-GC31-MM,g01,BG,1996,3802,3248.33,132.81
HadGEM3-GC31-MM,g01,BG,1997,3806.28,2785.45,78.77
HadGEM3-GC31-MM,g01,BG,1998,3538.47,2861.04,154.82
HadGEM3-GC31-MM,g01,BG,1999,3317.1,2907.96,132
HadGEM3-GC31-MM,g01,BG,2000,3366.05,2857.62,195.47
HadGEM3-GC31-MM,g01,BG,2001,3414.58,2435.04,152.31
HadGEM3-GC31-MM,g01,BG,2002,3353.1,2793.43,116.44
HadGEM3-GC31-MM,g01,BG,2003,3678.13,2999.45,172.27
HadGEM3-GC31-MM,g01,BG,2004,3448.38,2855.47,90.56
HadGEM3-GC31-MM,g01,BG,2005,3600.41,2740.53,81.42
HadGEM3-GC31-MM,g01,BG,2006,3544.82,2947.3,124.88
HadGEM3-GC31-MM,g01,BG,2007,3243.09,2464.97,224.39
HadGEM3-GC31-MM,g01,BG,2008,3319.77,2843.78,166.71
HadGEM3-GC31-MM,g01,BG,2009,3307.43,2694.59,138.16
HadGEM3-GC31-MM,g01,BG,2010,3338.43,2680.69,145.6
HadGEM3-GC31-MM,g01,BG,2011,3618.67,2740.69,132.46
HadGEM3-GC31-MM,g01,BG,2012,3420.14,3094.31,239.71
HadGEM3-GC31-MM,g01,BG,2013,3228.92,2605.38,147.45
HadGEM3-GC31-MM,g01,BG,2014,3175.78,2475.95,104.36
HadGEM3-GC31-MM,g01,BG,2015,3183.53,2685.33,165.45
HadGEM3-GC31-MM,g01,BG,2016,3235.03,2438.17,168.83
HadGEM3-GC31-MM,g01,BG,2017,3339.89,2852.61,190.29
HadGEM3-GC31-MM,g01,BG,2018,3123.06,2611.55,121.93
HadGEM3-GC31-MM,g01,BG,2019,2967.69,2595.4,165.32
HadGEM3-GC31-MM,g01,BG,2020,3049.89,2310.6,148.87
HadGEM3-GC31-MM,g01,BG,2021,3302.25,2493.21,193.6
HadGEM3-GC31-MM,g01,BG,2022,3062.24,2687.7,183.03
HadGEM3-GC31-MM,g01,BG,2023,2828.9,2245.11,203.7
HadGEM3-GC31-MM,g01,BG,2024,2707.42,2136.24,285.66
HadGEM3-GC31-MM,g01,CH,1990,4097.51,2827.84,32.45
HadGEM3-GC31-MM,g01,CH,1991,4405.9,3066.92,31.8
HadGEM3-GC31-MM,g01,CH,1992,4186.86,3179.45,42.24
HadGEM3-GC31-MM,g01,CH,1993,4281.36,3049.04,22.6
HadGEM3-GC31-MM,g01,CH,1994,3869.71,2941.67,53.58
HadGEM3-GC31-MM,g01,CH,1995,4261.12,2893.59,32.87
HadGEM3-GC31-MM,g01,CH,1996,4552.71,3128.87,15.06
HadGEM3-GC31-MM,g01,CH,1997,4106.42,2995.75,17.02
HadGEM3-GC31-MM,g01,CH,1998,4219.92,2930.22,39.72
HadGEM3-GC31-MM,g01,CH,1999,4183.5,3169.96,15.24
HadGEM3-GC31-MM,g01,CH,2000,3975.07,3078.6,28.2
HadGEM3-GC31-MM,g01,CH,2001,4186.34,2803.69,29.77
HadGEM3-GC31-MM,g01,CH,2002,3969.74,2910.34,31.78
HadGEM3-GC31-MM,g01,CH,2003,4094.9,2981.09,116.06
HadGEM3-GC31-MM,g01,CH,2004,4243.35,3148.22,24.85
HadGEM3-GC31-MM,g01,CH,2005,4338.87,3131.82,34.92
HadGEM3-GC31-MM,g01,CH,2006,4099.03,3274.17,55.24
HadGEM3-GC31-MM,g01,CH,2007,3992.84,2645.57,18.74
HadGEM3-GC31-MM,g01,CH,2008,4176.52,3041.89,24.6
HadGEM3-GC31-MM,g01,CH,2009,4091.48,3216.35,30.75
HadGEM3-GC31-MM,g01,CH,2010,4471.2,3139.23,40.41
HadGEM3-GC31-MM,g01,CH,2011,3850.73,3055.53,30.11
HadGEM3-GC31-MM,g01,CH,2012,4144.32,3003.52,34.79
HadGEM3-GC31-MM,g01,CH,2013,4352.55,3152.96,45.88
HadGEM3-GC31-MM,g01,CH,2014,3784.4,2818.07,20.56
HadGEM3-GC31-MM,g01,CH,2015,3910.73,2825.34,86.39
HadGEM3-GC31-MM,g01,CH,2016,4074.15,2816.02,36.89
HadGEM3-GC31-MM,g01,CH,2017,4045.67,2998.46,55.69
HadGEM3-GC31-MM,g01,CH,2018,3759.43,3037.4,63.66
HadGEM3-GC31-MM,g01,CH,2019,3924.6,2830.56,68.68
HadGEM3-GC31-MM,g01,CH,2020,3799.53,2718.89,45.6
HadGEM3-GC31-MM,g01,CH,2021,4186.54,2930.72,24.84
HadGEM3-GC31-MM,g01,CH,2022,3628.31,2917.52,80.55
HadGEM3-GC31-MM,g01,CH,2023,3671.38,2659.17,69.74
HadGEM3-GC31-MM,g01,CH,2024,3714.72,2595.58,50.47
HadGEM3-GC31-MM,g01,CY,1990,1392.92,1272.25,337.56
HadGEM3-GC31-MM,g01,CY,1991,1414.46,1092.88,308.22
HadGEM3-GC31-MM,g01,CY,1992,1810.2,1540.07,295.44
HadGEM3-GC31-MM,g01,CY,1993,1529.83,1450.74,362.11
HadGEM3-GC31-MM,g01,CY,1994,1335.43,1088.23,359.23
HadGEM3-GC31-MM,g01,CY,1995,1459.26,1212.74,372.72
HadGEM3-GC31-MM,g01,CY,1996,1335.66,1320.67,386.09
HadGEM3-GC31-MM,g01,CY,1997,1448.75,1176.47,339.13
HadGEM3-GC31-MM,g01,CY,1998,1288.93,1192.6,431.31
HadGEM3-GC31-MM,g01,CY,1999,1146.72,1023.57,383.99
HadGEM3-GC31-MM,g01,CY,2000,1409.24,1198.48,443.99
HadGEM3-GC31-MM,g01,CY,2001,1195.45,1021.95,406.76
HadGEM3-GC31-MM,g01,CY,2002,1296.68,1153.29,412.63
HadGEM3-GC31-MM,g01,CY,2003,1372.22,1213.56,395.43
HadGEM3-GC31-MM,g01,CY,2004,1334.95,1150.98,373.13
HadGEM3-GC31-MM,g01,CY,2005,1340.99,1151.95,357.92
HadGEM3-GC31-MM,g01,CY,2006,1354.97,1179.47,384.39
HadGEM3-GC31-MM,g01,CY,2007,1192.51,1165.72,498.18
HadGEM3-GC31-MM,g01,CY,2008,1131.87,1041.24,515.76
HadGEM3-GC31-MM,g01,CY,2009,1106.13,985.55,483.39
HadGEM3-GC31-MM,g01,CY,2010,887.21,837.98,487.79
HadGEM3-GC31-MM,g01,CY,2011,1217.19,863.18,455.38
HadGEM3-GC31-MM,g01,CY,2012,1168.46,1208.02,557.97
HadGEM3-GC31-MM,g01,CY,2013,1036.24,851.35,477.63
HadGEM3-GC31-MM,g01,CY,2014,748.66,800.06,413.22
HadGEM3-GC31-MM,g01,CY,2015,944,820.05,411.47
HadGEM3-GC31-MM,g01,CY,2016,998.49,820.36,437.95
HadGEM3-GC31-MM,g01,CY,2017,951.98,1011.02,479.66
HadGEM3-GC31-MM,g01,CY,2018,738.26,656.43,422.61
HadGEM3-GC31-MM,g01,CY,2019,922.6,862.52,451.14
HadGEM3-GC31-MM,g01,CY,2020,818.43,807.37,431.11
