IDCROP;IDREGION;YEAR;AREA
41;NL412;2020;0
41;NL412;2021;0
41;NL412;2022;0
41;NL413;2000;0
41;NL413;2001;0
41;NL413;2002;0
41;NL413;2003;0
41;NL413;2004;0
41;NL413;2005;0
41;NL413;2006;0
41;NL413;2007;0
41;NL413;2008;0
41;NL413;2009;0
41;NL413;2010;0
41;NL413;2011;0
41;NL413;2012;0
41;NL413;2013;0
41;NL413;2014;0
41;NL413;2015;0
41;NL413;2016;0
41;NL413;2017;0
41;NL413;2018;0
41;NL413;2019;0
41;NL413;2020;0
41;NL413;2021;0
41;NL413;2022;0
41;NL414;2000;0
41;NL414;2001;0
41;NL414;2002;0
41;NL414;2003;0
41;NL414;2004;0
41;NL414;2005;0
41;NL414;2006;0
41;NL414;2007;0
41;NL414;2008;0
41;NL414;2009;0
41;NL414;2010;0
41;NL414;2011;0
41;NL414;2012;0
41;NL414;2013;0
41;NL414;2014;0
41;NL414;2015;0
41;NL414;2016;0
41;NL414;2017;0
41;NL414;2018;0
41;NL414;2019;0
41;NL414;2020;0
41;NL414;2021;0
41;NL414;2022;0
41;NL42;2000;0
41;NL42;2001;0
41;NL42;2002;0
41;NL42;2003;0
41;NL42;2004;0
41;NL42;2005;0
41;NL42;2006;0
41;NL42;2007;0
41;NL42;2008;0
41;NL42;2009;0
41;NL42;2010;0
41;NL42;2011;0
41;NL42;2012;0
41;NL42;2013;0
41;NL42;2014;0
41;NL42;2015;0
41;NL42;2016;0
41;NL42;2017;0
41;NL42;2018;0
41;NL42;2019;0
41;NL42;2020;0
41;NL42;2021;0
41;NL42;2022;0
41;NL421;2000;0
41;NL421;2001;0
41;NL421;2002;0
41;NL421;2003;0
41;NL421;2004;0
41;NL421;2005;0
41;NL421;2006;0
41;NL421;2007;0
41;NL421;2008;0
41;NL421;2009;0
41;NL421;2010;0
41;NL421;2011;0
41;NL421;2012;0
41;NL421;2013;0
41;NL421;2014;0
41;NL421;2015;0
41;NL421;2016;0
41;NL421;2017;0
41;NL421;2018;0
41;NL421;2019;0
41;NL421;2020;0
41;NL421;2021;0
41;NL421;2022;0
41;NL422;2000;0
41;NL422;2001;0
41;NL422;2002;0
41;NL422;2003;0
41;NL422;2004;0
41;NL422;2005;0
41;NL422;2006;0
41;NL422;2007;0
41;NL422;2008;0
41;NL422;2009;0
41;NL422;2010;0
41;NL422;2011;0
41;NL422;2012;0
41;NL422;2013;0
41;NL422;2014;0
41;NL422;2015;0
41;NL422;2016;0
41;NL422;2017;0
41;NL422;2018;0
41;NL422;2019;0
41;NL422;2020;0
41;NL422;2021;0
41;NL422;2022;0
41;NL423;2000;0
41;NL423;2001;0
41;NL423;2002;0
41;NL423;2003;0
41;NL423;2004;0
41;NL423;2005;0
41;NL423;2006;0
41;NL423;2007;0
41;NL423;2008;0
41;NL423;2009;0
41;NL423;2010;0
41;NL423;2011;0
41;NL423;2012;0
41;NL423;2013;0
41;NL423;2014;0
41;NL423;2015;0
41;NL423;2016;0
41;NL423;2017;0
41;NL423;2018;0
41;NL423;2019;0
41;NL423;2020;0
41;NL423;2021;0
41;NL423;2022;0
41;PL2;2000;0
41;PL2;2001;0
41;PL2;2002;0
41;PL2;2003;0
41;PL2;2004;0
41;PL2;2005;0
41;PL2;2006;0
41;PL2;2007;0
41;PL2;2008;0
41;PL2;2009;0
41;PL2;2010;0
41;PL2;2011;0
41;PL2;2012;0
41;PL2;2013;0
41;PL2;2014;0
41;PL2;2015;0
41;PL2;2016;0
41;PL2;2017;0
41;PL2;2018;0
41;PL2;2019;0
41;PL2;2020;0
41;PL2;2021;0
41;PL2;2022;0
41;PL21;2000;0
41;PL21;2001;0
41;PL21;2002;0
41;PL21;2003;0
41;PL21;2004;0
41;PL21;2005;0
41;PL21;2006;0
41;PL21;2007;0
41;PL21;2008;0
41;PL21;2009;0
41;PL21;2010;0
41;PL21;2011;0
41;PL21;2012;0
41;PL21;2013;0
41;PL21;2014;0
41;PL21;2015;0
41;PL21;2016;0
41;PL21;2017;0
41;PL21;2018;0
41;PL21;2019;0
41;PL21;2020;0
41;PL21;2021;0
41;PL21;2022;0
41;PL213;2000;0
41;PL213;2001;0
41;PL213;2002;0
41;PL213;2003;0
41;PL213;2004;0
41;PL213;2005;0
41;PL213;2006;0
41;PL213;2007;0
41;PL213;2008;0
41;PL213;2009;0
41;PL213;2010;0
41;PL213;2011;0
41;PL213;2012;0
41;PL213;2013;0
41;PL213;2014;0
41;PL213;2015;0
41;PL213;2016;0
41;PL213;2017;0
41;PL213;2018;0
41;PL213;2019;0
41;PL213;2020;0
41;PL213;2021;0
41;PL213;2022;0
41;PL214;2000;0
41;PL214;2001;0
41;PL214;2002;0
41;PL214;2003;0
41;PL214;2004;0
41;PL214;2005;0
41;PL214;2006;0
41;PL214;2007;0
41;PL214;2008;0
41;PL214;2009;0
41;PL214;2010;0
41;PL214;2011;0
41;PL214;2012;0
41;PL214;2013;0
41;PL214;2014;0
41;PL214;2015;0
41;PL214;2016;0
41;PL214;2017;0
41;PL214;2018;0
41;PL214;2019;0
41;PL214;2020;0
41;PL214;2021;0
41;PL214;2022;0
41;PL217;2000;0
41;PL217;2001;0
41;PL217;2002;0
41;PL217;2003;0
41;PL217;2004;0
41;PL217;2005;0
41;PL217;2006;0
41;PL217;2007;0
41;PL217;2008;0
41;PL217;2009;0
41;PL217;2010;0
41;PL217;2011;0
41;PL217;2012;0
41;PL217;2013;0
41;PL217;2014;0
41;PL217;2015;0
41;PL217;2016;0
41;PL217;2017;0
41;PL217;2018;0
41;PL217;2019;0
41;PL217;2020;0
41;PL217;2021;0
41;PL217;2022;0
41;PL218;2000;0
41;PL218;2001;0
41;PL218;2002;0
41;PL218;2003;0
41;PL218;2004;0
41;PL218;2005;0
41;PL218;2006;0
41;PL218;2007;0
41;PL218;2008;0
41;PL218;2009;0
41;PL218;2010;0
41;PL218;2011;0
41;PL218;2012;0
41;PL218;2013;0
41;PL218;2014;0
41;PL218;2015;0
41;PL218;2016;0
41;PL218;2017;0
41;PL218;2018;0
41;PL218;2019;0
41;PL218;2020;0
41;PL218;2021;0
41;PL218;2022;0
41;PL219;2000;0
41;PL219;2001;0
41;PL219;2002;0
41;PL219;2003;0
41;PL219;2004;0
41;PL219;2005;0
41;PL219;2006;0
41;PL219;2007;0
41;PL219;2008;0
41;PL219;2009;0
41;PL219;2010;0
41;PL219;2011;0
41;PL219;2012;0
41;PL219;2013;0
41;PL219;2014;0
41;PL219;2015;0
41;PL219;2016;0
41;PL219;2017;0
41;PL219;2018;0
41;PL219;2019;0
41;PL219;2020;0
41;PL219;2021;0
41;PL219;2022;0
41;PL21A;2000;0
41;PL21A;2001;0
41;PL21A;2002;0
41;PL21A;2003;0
41;PL21A;2004;0
41;PL21A;2005;0
41;PL21A;2006;0
41;PL21A;2007;0
41;PL21A;2008;0
41;PL21A;2009;0
41;PL21A;2010;0
41;PL21A;2011;0
41;PL21A;2012;0
41;PL21A;2013;0
41;PL21A;2014;0
41;PL21A;2015;0
41;PL21A;2016;0
41;PL21A;2017;0
41;PL21A;2018;0
41;PL21A;2019;0
41;PL21A;2020;0
41;PL21A;2021;0
41;PL21A;2022;0
41;PL22;2000;0
41;PL22;2001;0
41;PL22;2002;0
41;PL22;2003;0
41;PL22;2004;0
41;PL22;2005;0
41;PL22;2006;0
41;PL22;2007;0
41;PL22;2008;0
41;PL22;2009;0
41;PL22;2010;0
41;PL22;2011;0
41;PL22;2012;0
41;PL22;2013;0
41;PL22;2014;0
41;PL22;2015;0
41;PL22;2016;0
41;PL22;2017;0
41;PL22;2018;0
41;PL22;2019;0
41;PL22;2020;0
41;PL22;2021;0
41;PL22;2022;0
41;PL224;2000;0
41;PL224;2001;0
41;PL224;2002;0
41;PL224;2003;0
41;PL224;2004;0
41;PL224;2005;0
41;PL224;2006;0
41;PL224;2007;0
41;PL224;2008;0
41;PL224;2009;0
41;PL224;2010;0
41;PL224;2011;0
41;PL224;2012;0
41;PL224;2013;0
41;PL224;2014;0
41;PL224;2015;0
41;PL224;2016;0
41;PL224;2017;0
41;PL224;2018;0
41;PL224;2019;0
41;PL224;2020;0
41;PL224;2021;0
41;PL224;2022;0
41;PL225;2000;0
41;PL225;2001;0
41;PL225;2002;0
41;PL225;2003;0
41;PL225;2004;0
41;PL225;2005;0
41;PL225;2006;0
41;PL225;2007;0
41;PL225;2008;0
41;PL225;2009;0
41;PL225;2010;0
41;PL225;2011;0
41;PL225;2012;0
41;PL225;2013;0
41;PL225;2014;0
41;PL225;2015;0
41;PL225;2016;0
41;PL225;2017;0
41;PL225;2018;0
41;PL225;2019;0
41;PL225;2020;0
41;PL225;2021;0
41;PL225;2022;0
41;PL227;2000;0
41;PL227;2001;0
41;PL227;2002;0
41;PL227;2003;0
41;PL227;2004;0
41;PL227;2005;0
41;PL227;2006;0
41;PL227;2007;0
41;PL227;2008;0
41;PL227;2009;0
41;PL227;2010;0
41;PL227;2011;0
41;PL227;2012;0
41;PL227;2013;0
41;PL227;2014;0
41;PL227;2015;0
41;PL227;2016;0
41;PL227;2017;0
41;PL227;2018;0
41;PL227;2019;0
41;PL227;2020;0
41;PL227;2021;0
41;PL227;2022;0
41;PL228;2000;0
41;PL228;2001;0
41;PL228;2002;0
41;PL228;2003;0
41;PL228;2004;0
41;PL228;2005;0
41;PL228;2006;0
41;PL228;2007;0
41;PL228;2008;0
41;PL228;2009;0
41;PL228;2010;0
41;PL228;2011;0
41;PL228;2012;0
41;PL228;2013;0
41;PL228;2014;0
41;PL228;2015;0
41;PL228;2016;0
41;PL228;2017;0
41;PL228;2018;0
41;PL228;2019;0
41;PL228;2020;0
41;PL228;2021;0
41;PL228;2022;0
41;PL229;2000;0
41;PL229;2001;0
41;PL229;2002;0
41;PL229;2003;0
41;PL229;2004;0
41;PL229;2005;0
41;PL229;2006;0
41;PL229;2007;0
41;PL229;2008;0
41;PL229;2009;0
41;PL229;2010;0
41;PL229;2011;0
41;PL229;2012;0
41;PL229;2013;0
41;PL229;2014;0
41;PL229;2015;0
41;PL229;2016;0
41;PL229;2017;0
41;PL229;2018;0
41;PL229;2019;0
41;PL229;2020;0
41;PL229;2021;0
41;PL229;2022;0
41;PL22A;2000;0
41;PL22A;2001;0
41;PL22A;2002;0
41;PL22A;2003;0
41;PL22A;2004;0
41;PL22A;2005;0
41;PL22A;2006;0
41;PL22A;2007;0
41;PL22A;2008;0
41;PL22A;2009;0
41;PL22A;2010;0
41;PL22A;2011;0
41;PL22A;2012;0
41;PL22A;2013;0
41;PL22A;2014;0
41;PL22A;2015;0
41;PL22A;2016;0
41;PL22A;2017;0
41;PL22A;2018;0
41;PL22A;2019;0
41;PL22A;2020;0
41;PL22A;2021;0
41;PL22A;2022;0
41;PL22B;2000;0
41;PL22B;2001;0
41;PL22B;2002;0
41;PL22B;2003;0
41;PL22B;2004;0
41;PL22B;2005;0
41;PL22B;2006;0
41;PL22B;2007;0
41;PL22B;2008;0
41;PL22B;2009;0
41;PL22B;2010;0
41;PL22B;2011;0
41;PL22B;2012;0
41;PL22B;2013;0
41;PL22B;2014;0
41;PL22B;2015;0
41;PL22B;2016;0
41;PL22B;2017;0
41;PL22B;2018;0
41;PL22B;2019;0
41;PL22B;2020;0
41;PL22B;2021;0
41;PL22B;2022;0
41;PL22C;2000;0
41;PL22C;2001;0
41;PL22C;2002;0
41;PL22C;2003;0
41;PL22C;2004;0
41;PL22C;2005;0
41;PL22C;2006;0
41;PL22C;2007;0
41;PL22C;2008;0
41;PL22C;2009;0
41;PL22C;2010;0
41;PL22C;2011;0
41;PL22C;2012;0
41;PL22C;2013;0
41;PL22C;2014;0
41;PL22C;2015;0
41;PL22C;2016;0
41;PL22C;2017;0
41;PL22C;2018;0
41;PL22C;2019;0
41;PL22C;2020;0
41;PL22C;2021;0
41;PL22C;2022;0
41;PL4;2000;0
41;PL4;2001;0
41;PL4;2002;0
41;PL4;2003;0
41;PL4;2004;0
41;PL4;2005;0
41;PL4;2006;0
41;PL4;2007;0
41;PL4;2008;0
41;PL4;2009;0
41;PL4;2010;0
41;PL4;2011;0
41;PL4;2012;0
41;PL4;2013;0
41;PL4;2014;0
41;PL4;2015;0
41;PL4;2016;0
41;PL4;2017;0
41;PL4;2018;0
41;PL4;2019;0
41;PL4;2020;0
41;PL4;2021;0
41;PL4;2022;0
41;PL41;2000;0
41;PL41;2001;0
41;PL41;2002;0
41;PL41;2003;0
41;PL41;2004;0
41;PL41;2005;0
41;PL41;2006;0
41;PL41;2007;0
41;PL41;2008;0
41;PL41;2009;0
41;PL41;2010;0
41;PL41;2011;0
41;PL41;2012;0
41;PL41;2013;0
41;PL41;2014;0
41;PL41;2015;0
41;PL41;2016;0
41;PL41;2017;0
41;PL41;2018;0
41;PL41;2019;0
41;PL41;2020;0
41;PL41;2021;0
41;PL41;2022;0
41;PL411;2000;0
41;PL411;2001;0
41;PL411;2002;0
41;PL411;2003;0
41;PL411;2004;0
41;PL411;2005;0
41;PL411;2006;0
41;PL411;2007;0
41;PL411;2008;0
41;PL411;2009;0
41;PL411;2010;0
41;PL411;2011;0
41;PL411;2012;0
41;PL411;2013;0
41;PL411;2014;0
41;PL411;2015;0
41;PL411;2016;0
41;PL411;2017;0
41;PL411;2018;0
41;PL411;2019;0
41;PL411;2020;0
41;PL411;2021;0
41;PL411;2022;0
41;PL414;2000;0
41;PL414;2001;0
41;PL414;2002;0
41;PL414;2003;0
41;PL414;2004;0
41;PL414;2005;0
41;PL414;2006;0
41;PL414;2007;0
41;PL414;2008;0
41;PL414;2009;0
41;PL414;2010;0
41;PL414;2011;0
41;PL414;2012;0
41;PL414;2013;0
41;PL414;2014;0
41;PL414;2015;0
41;PL414;2016;0
41;PL414;2017;0
41;PL414;2018;0
41;PL414;2019;0
41;PL414;2020;0
41;PL414;2021;0
41;PL414;2022;0
41;PL415;2000;0
41;PL415;2001;0
41;PL415;2002;0
41;PL415;2003;0
41;PL415;2004;0
41;PL415;2005;0
41;PL415;2006;0
41;PL415;2007;0
41;PL415;2008;0
41;PL415;2009;0
41;PL415;2010;0
41;PL415;2011;0
41;PL415;2012;0
41;PL415;2013;0
41;PL415;2014;0
41;PL415;2015;0
41;PL415;2016;0
41;PL415;2017;0
41;PL415;2018;0
41;PL415;2019;0
41;PL415;2020;0
41;PL415;2021;0
41;PL415;2022;0
41;PL416;2000;0
41;PL416;2001;0
41;PL416;2002;0
41;PL416;2003;0
41;PL416;2004;0
41;PL416;2005;0
41;PL416;2006;0
41;PL416;2007;0
41;PL416;2008;0
41;PL416;2009;0
41;PL416;2010;0
41;PL416;2011;0
41;PL416;2012;0
41;PL416;2013;0
41;PL416;2014;0
41;PL416;2015;0
41;PL416;2016;0
41;PL416;2017;0
41;PL416;2018;0
41;PL416;2019;0
41;PL416;2020;0
41;PL416;2021;0
41;PL416;2022;0
41;PL417;2000;0
41;PL417;2001;0
41;PL417;2002;0
41;PL417;2003;0
41;PL417;2004;0
41;PL417;2005;0
41;PL417;2006;0
41;PL417;2007;0
41;PL417;2008;0
41;PL417;2009;0
41;PL417;2010;0
41;PL417;2011;0
41;PL417;2012;0
41;PL417;2013;0
41;PL417;2014;0
41;PL417;2015;0
41;PL417;2016;0
41;PL417;2017;0
41;PL417;2018;0
41;PL417;2019;0
41;PL417;2020;0
41;PL417;2021;0
41;PL417;2022;0
41;PL418;2000;0
41;PL418;2001;0
41;PL418;2002;0
41;PL418;2003;0
41;PL418;2004;0
41;PL418;2005;0
41;PL418;2006;0
41;PL418;2007;0
41;PL418;2008;0
41;PL418;2009;0
41;PL418;2010;0
41;PL418;2011;0
41;PL418;2012;0
41;PL418;2013;0
41;PL418;2014;0
41;PL418;2015;0
41;PL418;2016;0
41;PL418;2017;0
41;PL418;2018;0
41;PL418;2019;0
41;PL418;2020;0
41;PL418;2021;0
41;PL418;2022;0
41;PL42;2000;0
41;PL42;2001;0
41;PL42;2002;0
41;PL42;2003;0
41;PL42;2004;0
41;PL42;2005;0
41;PL42;2006;0
41;PL42;2007;0
41;PL42;2008;0
41;PL42;2009;0
41;PL42;2010;0
41;PL42;2011;0
41;PL42;2012;0
41;PL42;2013;0
41;PL42;2014;0
41;PL42;2015;0
41;PL42;2016;0
41;PL42;2017;0
41;PL42;2018;0
41;PL42;2019;0
41;PL42;2020;0
41;PL42;2021;0
41;PL42;2022;0
41;PL424;2000;0
41;PL424;2001;0
41;PL424;2002;0
41;PL424;2003;0
41;PL424;2004;0
41;PL424;2005;0
41;PL424;2006;0
41;PL424;2007;0
41;PL424;2008;0
41;PL424;2009;0
41;PL424;2010;0
41;PL424;2011;0
41;PL424;2012;0
41;PL424;2013;0
41;PL424;2014;0
41;PL424;2015;0
41;PL424;2016;0
41;PL424;2017;0
41;PL424;2018;0
41;PL424;2019;0
41;PL424;2020;0
41;PL424;2021;0
41;PL424;2022;0
41;PL426;2000;0
41;PL426;2001;0
41;PL426;2002;0
41;PL426;2003;0
41;PL426;2004;0
41;PL426;2005;0
41;PL426;2006;0
41;PL426;2007;0
41;PL426;2008;0
41;PL426;2009;0
41;PL426;2010;0
41;PL426;2011;0
41;PL426;2012;0
41;PL426;2013;0
41;PL426;2014;0
41;PL426;2015;0
41;PL426;2016;0
41;PL426;2017;0
41;PL426;2018;0
41;PL426;2019;0
41;PL426;2020;0
41;PL426;2021;0
41;PL426;2022;0
41;PL427;2000;0
41;PL427;2001;0
41;PL427;2002;0
41;PL427;2003;0
41;PL427;2004;0
41;PL427;2005;0
41;PL427;2006;0
41;PL427;2007;0
41;PL427;2008;0
41;PL427;2009;0
41;PL427;2010;0
41;PL427;2011;0
41;PL427;2012;0
41;PL427;2013;0
41;PL427;2014;0
41;PL427;2015;0
41;PL427;2016;0
41;PL427;2017;0
41;PL427;2018;0
41;PL427;2019;0
41;PL427;2020;0
41;PL427;2021;0
41;PL427;2022;0
41;PL428;2000;0
41;PL428;2001;0
41;PL428;2002;0
41;PL428;2003;0
41;PL428;2004;0
41;PL428;2005;0
41;PL428;2006;0
41;PL428;2007;0
41;PL428;2008;0
41;PL428;2009;0
41;PL428;2010;0
41;PL428;2011;0
41;PL428;2012;0
41;PL428;2013;0
41;PL428;2014;0
41;PL428;2015;0
41;PL428;2016;0
41;PL428;2017;0
41;PL428;2018;0
41;PL428;2019;0
41;PL428;2020;0
41;PL428;2021;0
41;PL428;2022;0
41;PL43;2000;0
41;PL43;2001;0
41;PL43;2002;0
41;PL43;2003;0
41;PL43;2004;0
41;PL43;2005;0
41;PL43;2006;0
41;PL43;2007;0
41;PL43;2008;0
41;PL43;2009;0
41;PL43;2010;0
41;PL43;2011;0
41;PL43;2012;0
41;PL43;2013;0
41;PL43;2014;0
41;PL43;2015;0
41;PL43;2016;0
41;PL43;2017;0
41;PL43;2018;0
41;PL43;2019;0
41;PL43;2020;0
41;PL43;2021;0
41;PL43;2022;0
41;PL431;2000;0
41;PL431;2001;0
41;PL431;2002;0
41;PL431;2003;0
41;PL431;2004;0
41;PL431;2005;0
41;PL431;2006;0
41;PL431;2007;0
41;PL431;2008;0
41;PL431;2009;0
41;PL431;2010;0
41;PL431;2011;0
41;PL431;2012;0
41;PL431;2013;0
41;PL431;2014;0
41;PL431;2015;0
41;PL431;2016;0
41;PL431;2017;0
41;PL431;2018;0
41;PL431;2019;0
41;PL431;2020;0
41;PL431;2021;0
41;PL431;2022;0
41;PL432;2000;0
41;PL432;2001;0
41;PL432;2002;0
41;PL432;2003;0
41;PL432;2004;0
41;PL432;2005;0
41;PL432;2006;0
41;PL432;2007;0
41;PL432;2008;0
41;PL432;2009;0
41;PL432;2010;0
41;PL432;2011;0
41;PL432;2012;0
41;PL432;2013;0
41;PL432;2014;0
41;PL432;2015;0
41;PL432;2016;0
41;PL432;2017;0
41;PL432;2018;0
41;PL432;2019;0
41;PL432;2020;0
41;PL432;2021;0
41;PL432;2022;0
41;PL5;2000;0
41;PL5;2001;0
41;PL5;2002;0
41;PL5;2003;0
41;PL5;2004;0
41;PL5;2005;0
41;PL5;2006;0
41;PL5;2007;0
41;PL5;2008;0
41;PL5;2009;0
41;PL5;2010;0
41;PL5;2011;0
41;PL5;2012;0
41;PL5;2013;0
41;PL5;2014;0
41;PL5;2015;0
41;PL5;2016;0
41;PL5;2017;0
41;PL5;2018;0
41;PL5;2019;0
41;PL5;2020;0
41;PL5;2021;0
41;PL5;2022;0
41;PL51;2000;0
41;PL51;2001;0
41;PL51;2002;0
41;PL51;2003;0
41;PL51;2004;0
41;PL51;2005;0
41;PL51;2006;0
41;PL51;2007;0
41;PL51;2008;0
41;PL51;2009;0
41;PL51;2010;0
41;PL51;2011;0
41;PL51;2012;0
41;PL51;2013;0
41;PL51;2014;0
41;PL51;2015;0
41;PL51;2016;0
41;PL51;2017;0
41;PL51;2018;0
41;PL51;2019;0
41;PL51;2020;0
41;PL51;2021;0
41;PL51;2022;0
41;PL514;2000;0
41;PL514;2001;0
41;PL514;2002;0
41;PL514;2003;0
41;PL514;2004;0
41;PL514;2005;0
41;PL514;2006;0
41;PL514;2007;0
41;PL514;2008;0
41;PL514;2009;0
41;PL514;2010;0
41;PL514;2011;0
41;PL514;2012;0
41;PL514;2013;0
41;PL514;2014;0
41;PL514;2015;0
41;PL514;2016;0
41;PL514;2017;0
41;PL514;2018;0
41;PL514;2019;0
41;PL514;2020;0
41;PL514;2021;0
41;PL514;2022;0
41;PL515;2000;0
41;PL515;2001;0
41;PL515;2002;0
41;PL515;2003;0
41;PL515;2004;0
41;PL515;2005;0
41;PL515;2006;0
41;PL515;2007;0
41;PL515;2008;0
41;PL515;2009;0
41;PL515;2010;0
41;PL515;2011;0
41;PL515;2012;0
41;PL515;2013;0
41;PL515;2014;0
41;PL515;2015;0
41;PL515;2016;0
41;PL515;2017;0
41;PL515;2018;0
41;PL515;2019;0
41;PL515;2020;0
41;PL515;2021;0
41;PL515;2022;0
41;PL516;2000;0
41;PL516;2001;0
41;PL516;2002;0
41;PL516;2003;0
41;PL516;2004;0
41;PL516;2005;0
41;PL516;2006;0
41;PL516;2007;0
41;PL516;2008;0
41;PL516;2009;0
41;PL516;2010;0
41;PL516;2011;0
41;PL516;2012;0
41;PL516;2013;0
41;PL516;2014;0
41;PL516;2015;0
41;PL516;2016;0
41;PL516;2017;0
41;PL516;2018;0
41;PL516;2019;0
41;PL516;2020;0
41;PL516;2021;0
41;PL516;2022;0
41;PL517;2000;0
41;PL517;2001;0
41;PL517;2002;0
41;PL517;2003;0
41;PL517;2004;0
41;PL517;2005;0
41;PL517;2006;0
41;PL517;2007;0
41;PL517;2008;0
41;PL517;2009;0
41;PL517;2010;0
41;PL517;2011;0
41;PL517;2012;0
41;PL517;2013;0
41;PL517;2014;0
41;PL517;2015;0
41;PL517;2016;0
41;PL517;2017;0
41;PL517;2018;0
41;PL517;2019;0
41;PL517;2020;0
41;PL517;2021;0
41;PL517;2022;0
41;PL518;2000;0
41;PL518;2001;0
41;PL518;2002;0
41;PL518;2003;0
41;PL518;2004;0
41;PL518;2005;0
41;PL518;2006;0
41;PL518;2007;0
41;PL518;2008;0
41;PL518;2009;0
41;PL518;2010;0
41;PL518;2011;0
41;PL518;2012;0
41;PL518;2013;0
41;PL518;2014;0
41;PL518;2015;0
41;PL518;2016;0
41;PL518;2017;0
41;PL518;2018;0
41;PL518;2019;0
41;PL518;2020;0
41;PL518;2021;0
41;PL518;2022;0
41;PL52;2000;0
41;PL52;2001;0
41;PL52;2002;0
41;PL52;2003;0
41;PL52;2004;0
41;PL52;2005;0
41;PL52;2006;0
41;PL52;2007;0
41;PL52;2008;0
41;PL52;2009;0
41;PL52;2010;0
41;PL52;2011;0
41;PL52;2012;0
41;PL52;2013;0
41;PL52;2014;0
41;PL52;2015;0
41;PL52;2016;0
41;PL52;2017;0
41;PL52;2018;0
41;PL52;2019;0
41;PL52;2020;0
41;PL52;2021;0
41;PL52;2022;0
41;PL523;2000;0
41;PL523;2001;0
41;PL523;2002;0
41;PL523;2003;0
41;PL523;2004;0
41;PL523;2005;0
41;PL523;2006;0
41;PL523;2007;0
41;PL523;2008;0
41;PL523;2009;0
41;PL523;2010;0
41;PL523;2011;0
41;PL523;2012;0
41;PL523;2013;0
41;PL523;2014;0
41;PL523;2015;0
41;PL523;2016;0
41;PL523;2017;0
41;PL523;2018;0
41;PL523;2019;0
41;PL523;2020;0
41;PL523;2021;0
41;PL523;2022;0
41;PL524;2000;0
41;PL524;2001;0
41;PL524;2002;0
41;PL524;2003;0
41;PL524;2004;0
41;PL524;2005;0
41;PL524;2006;0
41;PL524;2007;0
41;PL524;2008;0
41;PL524;2009;0
41;PL524;2010;0
41;PL524;2011;0
41;PL524;2012;0
41;PL524;2013;0
41;PL524;2014;0
41;PL524;2015;0
41;PL524;2016;0
41;PL524;2017;0
41;PL524;2018;0
41;PL524;2019;0
41;PL524;2020;0
41;PL524;2021;0
41;PL524;2022;0
41;PL6;2000;0
41;PL6;2001;0
41;PL6;2002;0
41;PL6;2003;0
41;PL6;2004;0
41;PL6;2005;0
41;PL6;2006;0
41;PL6;2007;0
41;PL6;2008;0
41;PL6;2009;0
41;PL6;2010;0
41;PL6;2011;0
41;PL6;2012;0
41;PL6;2013;0
41;PL6;2014;0
41;PL6;2015;0
41;PL6;2016;0
41;PL6;2017;0
41;PL6;2018;0
41;PL6;2019;0
41;PL6;2020;0
41;PL6;2021;0
41;PL6;2022;0
41;PL61;2000;0
41;PL61;2001;0
41;PL61;2002;0
41;PL61;2003;0
41;PL61;2004;0
41;PL61;2005;0
41;PL61;2006;0
41;PL61;2007;0
41;PL61;2008;0
41;PL61;2009;0
41;PL61;2010;0
41;PL61;2011;0
41;PL61;2012;0
41;PL61;2013;0
41;PL61;2014;0
41;PL61;2015;0
41;PL61;2016;0
41;PL61;2017;0
41;PL61;2018;0
41;PL61;2019;0
41;PL61;2020;0
41;PL61;2021;0
41;PL61;2022;0
41;PL613;2000;0
41;PL613;2001;0
41;PL613;2002;0
41;PL613;2003;0
41;PL613;2004;0
41;PL613;2005;0
41;PL613;2006;0
41;PL613;2007;0
41;PL613;2008;0
41;PL613;2009;0
41;PL613;2010;0
41;PL613;2011;0
41;PL613;2012;0
41;PL613;2013;0
41;PL613;2014;0
41;PL613;2015;0
41;PL613;2016;0
41;PL613;2017;0
41;PL613;2018;0
41;PL613;2019;0
41;PL613;2020;0
41;PL613;2021;0
41;PL613;2022;0
41;PL616;2000;0
41;PL616;2001;0
41;PL616;2002;0
41;PL616;2003;0
41;PL616;2004;0
41;PL616;2005;0
41;PL616;2006;0
41;PL616;2007;0
41;PL616;2008;0
41;PL616;2009;0
41;PL616;2010;0
41;PL616;2011;0
41;PL616;2012;0
41;PL616;2013;0
41;PL616;2014;0
41;PL616;2015;0
41;PL616;2016;0
41;PL616;2017;0
41;PL616;2018;0
41;PL616;2019;0
41;PL616;2020;0
41;PL616;2021;0
41;PL616;2022;0
41;PL617;2000;0
41;PL617;2001;0
41;PL617;2002;0
41;PL617;2003;0
41;PL617;2004;0
41;PL617;2005;0
41;PL617;2006;0
41;PL617;2007;0
41;PL617;2008;0
41;PL617;2009;0
41;PL617;2010;0
41;PL617;2011;0
41;PL617;2012;0
41;PL617;2013;0
41;PL617;2014;0
41;PL617;2015;0
41;PL617;2016;0
41;PL617;2017;0
41;PL617;2018;0
41;PL617;2019;0
41;PL617;2020;0
41;PL617;2021;0
41;PL617;2022;0
41;PL618;2000;0
41;PL618;2001;0
41;PL618;2002;0
41;PL618;2003;0
41;PL618;2004;0
41;PL618;2005;0
41;PL618;2006;0
41;PL618;2007;0
41;PL618;2008;0
41;PL618;2009;0
41;PL618;2010;0
41;PL618;2011;0
41;PL618;2012;0
41;PL618;2013;0
41;PL618;2014;0
41;PL618;2015;0
41;PL618;2016;0
