model,cntr,year,hdd_calendar,hdd_octmar,cdd_jja
ec-earth3,AL,1990,1751.02,1560.98,306.28
ec-earth3,AL,1991,2077.4,1553.4,264.01
ec-earth3,AL,1992,2028.37,1863.31,311.61
ec-earth3,AL,1993,1997.11,1750.08,346.5
ec-earth3,AL,1994,1764.17,1459.09,351.7
ec-earth3,AL,1995,1966.81,1617.11,285.26
ec-earth3,AL,1996,1928.64,1711.35,317.33
ec-earth3,AL,1997,1874.89,1497.95,298.41
ec-earth3,AL,1998,1826.31,1550.74,461.95
ec-earth3,AL,1999,1759.41,1726.16,424.08
ec-earth3,AL,2000,1803.79,1663.11,438.69
ec-earth3,AL,2001,1728.47,1288.08,448.57
ec-earth3,AL,2002,1620.64,1573.59,376.4
ec-earth3,AL,2003,1796.27,1586.44,507
ec-earth3,AL,2004,1761.82,1551.94,370.82
ec-earth3,AL,2005,1880.16,1598.31,311.07
ec-earth3,AL,2006,1881.36,1667.71,333.36
ec-earth3,AL,2007,1676.04,1443.5,439.18
ec-earth3,AL,2008,1664.9,1554.62,410.31
ec-earth3,AL,2009,1657.59,1529.57,321.52
ec-earth3,AL,2010,1578.97,1415.83,357.37
ec-earth3,AL,2011,1883.89,1375.12,364.86
ec-earth3,AL,2012,1971.66,1918.35,519.81
ec-earth3,AL,2013,1730.08,1531.96,397.78
ec-earth3,AL,2014,1696.71,1417.03,325.61
ec-earth3,AL,2015,1956.8,1666.7,383.48
ec-earth3,AL,2016,1804.5,1515.02,376.17
ec-earth3,AL,2017,1962.03,1736.89,461.76
ec-earth3,AL,2018,1692.99,1627.93,312.66
ec-earth3,AL,2019,1754.75,1605.13,448.1
ec-earth3,AL,2020,1855.8,1486.88,361.17
ec-earth3,AL,2021,1824.61,1519.65,496.93
ec-earth3,AL,2022,1843.3,1706.12,445.03
ec-earth3,AL,2023,1705.06,1446.42,407.36
ec-earth3,AL,2024,1606.72,1309.83,569.14
ec-earth3,AT,1990,2875.33,2223.25,138.28
ec-earth3,AT,1991,3266.28,2495.7,127.74
ec-earth3,AT,1992,2911.8,2482.72,224.9
ec-earth3,AT,1993,3085.45,2535.15,134.45
ec-earth3,AT,1994,2712.1,2321.97,216.32
ec-earth3,AT,1995,3053.22,2328.11,149.76
ec-earth3,AT,1996,3409.79,2783.13,101.42
ec-earth3,AT,1997,3038.82,2438.13,110.82
ec-earth3,AT,1998,2929.82,2319.89,169.47
ec-earth3,AT,1999,2914.37,2521.8,115.06
ec-earth3,AT,2000,2683.86,2459.34,168.55
ec-earth3,AT,2001,2976.2,2163.72,159.74
ec-earth3,AT,2002,2726.19,2304.57,171.84
ec-earth3,AT,2003,3044.35,2502.38,272.42
ec-earth3,AT,2004,3039.02,2556.41,133.87
ec-earth3,AT,2005,3155.3,2520.77,122.09
ec-earth3,AT,2006,2988.45,2735.19,174.52
ec-earth3,AT,2007,2704.64,1942.81,190.03
ec-earth3,AT,2008,2759.84,2398.05,154.27
ec-earth3,AT,2009,2907.77,2459.1,157.78
ec-earth3,AT,2010,3215.25,2534.75,175.26
ec-earth3,AT,2011,2806.36,2522.61,157.94
ec-earth3,AT,2012,2914.74,2425.73,209.21
ec-earth3,AT,2013,2987.21,2520.06,217.29
ec-earth3,AT,2014,2461.72,2097.87,134.78
ec-earth3,AT,2015,2645.11,2128.61,273.9
ec-earth3,AT,2016,2771.93,2117.25,169.09
ec-earth3,AT,2017,2836.62,2397.3,240.3
ec-earth3,AT,2018,2620.25,2404.38,238.29
ec-earth3,AT,2019,2598.41,2136.7,259.91
ec-earth3,AT,2020,2646.73,2074.83,174.77
ec-earth3,AT,2021,2938.74,2307.53,195.04
ec-earth3,AT,2022,2578.44,2248.21,235.3
ec-earth3,AT,2023,2515.81,2054.69,217.18
ec-earth3,AT,2024,2388.08,1903.63,278.87
ec-earth3,BE,1990,2316.83,1692.46,131.74
ec-earth3,BE,1991,2705.89,2004.26,99.86
ec-earth3,BE,1992,2463.12,2035.76,100.91
ec-earth3,BE,1993,2538.27,2021.8,59.84
ec-earth3,BE,1994,2302.53,2046.68,166.62
ec-earth3,BE,1995,2442.27,1754.22,195.89
ec-earth3,BE,1996,2926.48,2221.89,95.62
ec-earth3,BE,1997,2466.34,2066.3,138.18
ec-earth3,BE,1998,2413.93,1846.37,73.42
ec-earth3,BE,1999,2202.47,1976.76,119.69
ec-earth3,BE,2000,2169.63,1865.66,76.72
ec-earth3,BE,2001,2407.99,1822.17,130.77
ec-earth3,BE,2002,2171.07,1746.36,99.99
ec-earth3,BE,2003,2433.42,1920.55,197.66
ec-earth3,BE,2004,2353.94,1968.67,112.4
ec-earth3,BE,2005,2287.5,1922.78,118.51
ec-earth3,BE,2006,2251.33,2012.07,180.01
ec-earth3,BE,2007,2021.17,1465.87,74.53
ec-earth3,BE,2008,2346.22,1836.87,75.57
ec-earth3,BE,2009,2374.54,2136.29,127.33
ec-earth3,BE,2010,2826.22,2054.51,136.69
ec-earth3,BE,2011,2092.55,2066.87,68.09
ec-earth3,BE,2012,2455.73,1827.7,104.81
ec-earth3,BE,2013,2675.84,2139.94,143.36
ec-earth3,BE,2014,2009.07,1664.97,96.92
ec-earth3,BE,2015,2229.13,1825.19,161.25
ec-earth3,BE,2016,2363.99,1657.48,125.17
ec-earth3,BE,2017,2237.8,1900.16,149.79
ec-earth3,BE,2018,2247.05,1899.66,220.81
ec-earth3,BE,2019,2215.83,1744.98,190.63
ec-earth3,BE,2020,2030.6,1669.35,180.77
ec-earth3,BE,2021,2389.98,1752.65,108.84
ec-earth3,BE,2022,2094.74,1729.7,232.73
ec-earth3,BE,2023,2035.67,1660.84,170.68
ec-earth3,BE,2024,2016.65,1554.44,157.91
ec-earth3,BG,1990,2386,2148.33,272.78
ec-earth3,BG,1991,2819.12,2181.9,221
ec-earth3,BG,1992,2611.07,2339.19,268.1
ec-earth3,BG,1993,2683.25,2311.53,301.24
ec-earth3,BG,1994,2317.64,2041.67,299.51
ec-earth3,BG,1995,2644.27,2123.88,235.03
ec-earth3,BG,1996,2798.96,2608.78,294.43
ec-earth3,BG,1997,2791.47,2139.3,205.84
ec-earth3,BG,1998,2558.23,2225.17,329.1
ec-earth3,BG,1999,2361.57,2273.91,301.89
ec-earth3,BG,2000,2406.59,2219.72,372.02
ec-earth3,BG,2001,2473.63,1804.31,323.27
ec-earth3,BG,2002,2372.13,2176.16,273.34
ec-earth3,BG,2003,2735.32,2359.25,359.39
ec-earth3,BG,2004,2454.17,2223.83,229.06
ec-earth3,BG,2005,2595.37,2114.4,215.38
ec-earth3,BG,2006,2564.92,2310.97,276.79
ec-earth3,BG,2007,2295.05,1828.99,416.5
ec-earth3,BG,2008,2356.41,2203.86,339.67
ec-earth3,BG,2009,2345.72,2067.17,305.78
ec-earth3,BG,2010,2384.64,2045.67,321.24
ec-earth3,BG,2011,2660.51,2102.7,296.09
ec-earth3,BG,2012,2528.51,2457.22,451.16
ec-earth3,BG,2013,2296.04,1990.45,318.15
ec-earth3,BG,2014,2198.29,1847.15,260.6
ec-earth3,BG,2015,2239.44,2051.39,337.82
ec-earth3,BG,2016,2295.82,1797.52,349.79
ec-earth3,BG,2017,2395.35,2215.87,372.11
ec-earth3,BG,2018,2224.08,1978.31,293.91
ec-earth3,BG,2019,2051.04,1970.68,348.76
ec-earth3,BG,2020,2120.56,1691.47,319.82
ec-earth3,BG,2021,2344.71,1865.64,379.12
ec-earth3,BG,2022,2163.03,2044.15,375.77
ec-earth3,BG,2023,1934.89,1626.22,400.42
ec-earth3,BG,2024,1852.43,1531.09,521.76
ec-earth3,CH,1990,2929.39,2170.91,117.22
ec-earth3,CH,1991,3262.39,2416.16,131.4
ec-earth3,CH,1992,3039.4,2518.44,135.02
ec-earth3,CH,1993,3094.91,2389.5,93.61
ec-earth3,CH,1994,2738.9,2283.06,164.67
ec-earth3,CH,1995,3088.48,2235.82,116.81
ec-earth3,CH,1996,3337.63,2476.34,77.16
ec-earth3,CH,1997,2945.96,2334.5,93.14
ec-earth3,CH,1998,3061.13,2283.63,123.29
ec-earth3,CH,1999,3027.03,2511.62,79.76
ec-earth3,CH,2000,2806.47,2414.85,104.54
ec-earth3,CH,2001,3020.65,2139.11,113.26
ec-earth3,CH,2002,2792.6,2262.69,106.93
ec-earth3,CH,2003,3030.21,2323.29,271.71
ec-earth3,CH,2004,3086.31,2487.68,98.46
ec-earth3,CH,2005,3179.82,2481.69,105.34
ec-earth3,CH,2006,2964.64,2618.49,148.66
ec-earth3,CH,2007,2838.79,1989.23,83.9
ec-earth3,CH,2008,3007.08,2385.65,103.1
ec-earth3,CH,2009,2978.07,2562.35,121.59
ec-earth3,CH,2010,3306.36,2485.41,124.06
ec-earth3,CH,2011,2730.93,2398.96,103.58
ec-earth3,CH,2012,3003.16,2348.81,125.28
ec-earth3,CH,2013,3205.91,2500.13,143.32
ec-earth3,CH,2014,2616.24,2161.22,76.11
ec-earth3,CH,2015,2796.5,2176.38,207.42
ec-earth3,CH,2016,2930.42,2151.37,127.18
ec-earth3,CH,2017,2931.74,2339.9,170.01
ec-earth3,CH,2018,2693.58,2389.27,186.14
ec-earth3,CH,2019,2807.57,2182.86,183.09
ec-earth3,CH,2020,2679.93,2056.79,146.32
ec-earth3,CH,2021,3024.17,2270.73,92.91
ec-earth3,CH,2022,2548.71,2261.84,213.72
ec-earth3,CH,2023,2597.29,2011.67,192.27
ec-earth3,CH,2024,2602.4,1948.76,164.57
ec-earth3,CY,1990,898.28,850.76,513.86
ec-earth3,CY,1991,895.37,702.52,485.16
ec-earth3,CY,1992,1258.75,1111.3,467.62
ec-earth3,CY,1993,1011.67,1027.34,544.06
ec-earth3,CY,1994,840.8,684.1,546.96
ec-earth3,CY,1995,937.25,798.74,564.23
ec-earth3,CY,1996,826.81,875.86,580.04
ec-earth3,CY,1997,927.47,766.92,524.16
ec-earth3,CY,1998,805.17,774.93,635.61
ec-earth3,CY,1999,690.4,625.4,588.26
ec-earth3,CY,2000,909.14,803.74,653.81
ec-earth3,CY,2001,716.83,634.79,608.99
ec-earth3,CY,2002,809.86,738.5,616.25
ec-earth3,CY,2003,879,806.12,590.15
ec-earth3,CY,2004,845.87,749.95,564.42
ec-earth3,CY,2005,842.75,757.76,548.26
ec-earth3,CY,2006,857.87,767.98,586.3
ec-earth3,CY,2007,743.87,760.73,719.26
ec-earth3,CY,2008,703.05,672.77,749.3
ec-earth3,CY,2009,650.59,606.97,703.49
ec-earth3,CY,2010,500.93,491.43,705.73
ec-earth3,CY,2011,730.86,520.56,673.35
ec-earth3,CY,2012,729.57,790.91,797.41
ec-earth3,CY,2013,617.62,507.22,697.55
ec-earth3,CY,2014,361.11,434.26,657.53
ec-earth3,CY,2015,542.81,471.93,647.97
ec-earth3,CY,2016,597.76,481.6,691.52
ec-earth3,CY,2017,545.02,646.02,720.33
ec-earth3,CY,2018,369.15,329.64,674.86
ec-earth3,CY,2019,508.96,485.75,694.57
ec-earth3,CY,2020,444.07,466.71,673.34
ec-earth3,CY,2021,371.01,300.52,794.6
ec-earth3,CY,2022,478.3,499.91,770.68
ec-earth3,CY,2023,310.45,289.12,785.62
ec-earth3,CY,2024,256.64,197.2,855.94
ec-earth3,CZ,1990,2919.76,2288.03,141.38
ec-earth3,CZ,1991,3355.88,2538.95,123.87
ec-earth3,CZ,1992,3035.23,2557.88,227.61
ec-earth3,CZ,1993,3226.68,2684.12,116.28
ec-earth3,CZ,1994,2893.49,2426.5,230.37
ec-earth3,CZ,1995,3173.39,2425.71,169.94
ec-earth3,CZ,1996,3656.14,2983.86,99.72
ec-earth3,CZ,1997,3266.36,2632.32,127.4
ec-earth3,CZ,1998,3037.34,2438.31,147.45
ec-earth3,CZ,1999,2978,2608.4,123.2
ec-earth3,CZ,2000,2764.55,2502.78,154.05
ec-earth3,CZ,2001,3151.81,2306.77,134.06
ec-earth3,CZ,2002,2932.25,2421.64,171.36
ec-earth3,CZ,2003,3181.64,2713.21,244.28
ec-earth3,CZ,2004,3140.15,2645.26,135.3
ec-earth3,CZ,2005,3201.52,2591.24,120.47
ec-earth3,CZ,2006,3107.51,2848.12,191.75
ec-earth3,CZ,2007,2787.84,1999.62,180.46
ec-earth3,CZ,2008,2837.06,2454.15,154.58
ec-earth3,CZ,2009,2994.28,2507.6,144.32
ec-earth3,CZ,2010,3393.97,2645.88,179.37
ec-earth3,CZ,2011,2930.06,2663.38,131.47
ec-earth3,CZ,2012,3066.29,2516.07,182.96
ec-earth3,CZ,2013,3138.7,2668.1,193.77
ec-earth3,CZ,2014,2552.81,2160.05,147.04
ec-earth3,CZ,2015,2706.8,2166.18,279.43
ec-earth3,CZ,2016,2909.65,2203.23,157.64
ec-earth3,CZ,2017,2923.03,2529.32,206.7
ec-earth3,CZ,2018,2713.59,2443.25,264.09
ec-earth3,CZ,2019,2637.3,2220.99,250.56
ec-earth3,CZ,2020,2710.25,2099.41,161.47
ec-earth3,CZ,2021,3085.11,2397.33,160.98
ec-earth3,CZ,2022,2728.11,2292.85,218.37
ec-earth3,CZ,2023,2594.93,2163.58,208.86
ec-earth3,CZ,2024,2472.5,1988.68,242.29
ec-earth3,DE,1990,2554.22,1964.73,130.59
ec-earth3,DE,1991,2981.5,2248.4,137.16
ec-earth3,DE,1992,2720.32,2270.85,170.61
ec-earth3,DE,1993,2873.68,2314.82,86.61
ec-earth3,DE,1994,2560.79,2255.2,206.53
ec-earth3,DE,1995,2830.88,2085.63,183.49
ec-earth3,DE,1996,3325.93,2614.37,97.98
ec-earth3,DE,1997,2828.3,2332.26,144.32
ec-earth3,DE,1998,2687.03,2123.96,107.1
ec-earth3,DE,1999,2598.8,2278.81,127.77
ec-earth3,DE,2000,2435.01,2150.02,109.86
ec-earth3,DE,2001,2740.88,2051.1,147.62
ec-earth3,DE,2002,2562.18,2057.41,136.08
ec-earth3,DE,2003,2796.27,2314.45,256.58
ec-earth3,DE,2004,2780.67,2284.98,120.05
ec-earth3,DE,2005,2759.16,2280.37,119.73
ec-earth3,DE,2006,2670.79,2434.41,193.87
ec-earth3,DE,2007,2456.21,1721.83,112.66
ec-earth3,DE,2008,2640.28,2150.88,128.78
ec-earth3,DE,2009,2739.98,2367.57,138.01
ec-earth3,DE,2010,3199.55,2392.93,167.97
ec-earth3,DE,2011,2548.96,2394.14,107.92
ec-earth3,DE,2012,2767.04,2169.74,129.84
ec-earth3,DE,2013,2913.26,2433.02,168.76
ec-earth3,DE,2014,2301.89,1913.66,126.67
ec-earth3,DE,2015,2498.27,2020.39,212.42
ec-earth3,DE,2016,2674.84,1963.51,143.76
ec-earth3,DE,2017,2594.32,2214,151.37
ec-earth3,DE,2018,2493.05,2179.02,247.73
ec-earth3,DE,2019,2473.38,1979.06,231.98
ec-earth3,DE,2020,2368.61,1896.13,185.91
ec-earth3,DE,2021,2736.82,2078.67,130.16
ec-earth3,DE,2022,2382.27,2007.94,243.66
ec-earth3,DE,2023,2323.42,1885.79,182.92
ec-earth3,DE,2024,2252.18,1794.14,183.93
ec-earth3,DK,1990,2480.3,1945.94,32.32
ec-earth3,DK,1991,2901.89,2252.16,40.5
ec-earth3,DK,1992,2743.97,2125.66,57.14
ec-earth3,DK,1993,3007.68,2318.11,3.88
ec-earth3,DK,1994,2818.89,2444.95,97.03
ec-earth3,DK,1995,3006.24,2195.92,83.97
ec-earth3,DK,1996,3445.21,2733.49,39.79
ec-earth3,DK,1997,3001.46,2394.42,97.08
ec-earth3,DK,1998,2889.75,2217.14,6.99
ec-earth3,DK,1999,2787.29,2439,39.65
ec-earth3,DK,2000,2523.96,2171.82,12.57
ec-earth3,DK,2001,2914.39,2194.02,44.66
ec-earth3,DK,2002,2730.44,2079.56,80.77
ec-earth3,DK,2003,2861.94,2549.46,68.91
ec-earth3,DK,2004,2765.81,2315.09,38.04
ec-earth3,DK,2005,2733.03,2239.46,32.21
ec-earth3,DK,2006,2645.65,2379.8,88.09
ec-earth3,DK,2007,2456.5,1720.84,34.73
ec-earth3,DK,2008,2551.2,2078.3,45.29
ec-earth3,DK,2009,2731.38,2224.14,51.18
ec-earth3,DK,2010,3379.48,2537.56,57.03
ec-earth3,DK,2011,2768.6,2642.62,24.87
ec-earth3,DK,2012,3016.18,2167.37,29.04
ec-earth3,DK,2013,3000.33,2575.95,50.96
ec-earth3,DK,2014,2468.43,1984.86,82.8
ec-earth3,DK,2015,2679.74,2005.79,36.89
ec-earth3,DK,2016,2826.88,2111.64,38.86
ec-earth3,DK,2017,2741.43,2234.78,11.23
ec-earth3,DK,2018,2755.6,2310.25,126.48
ec-earth3,DK,2019,2624.21,2040.66,69.63
ec-earth3,DK,2020,2498.04,1961.58,73.2
ec-earth3,DK,2021,2899.76,2171.92,53.73
ec-earth3,DK,2022,2615,2057.82,76.17
ec-earth3,DK,2023,2690.96,2033.6,36.25
ec-earth3,DK,2024,2539.62,2176.62,38.84
ec-earth3,EE,1990,3454.14,2725.71,23.19
ec-earth3,EE,1991,3621.24,2926.9,41.72
ec-earth3,EE,1992,3628.74,2622.42,63.55
ec-earth3,EE,1993,4000.57,2968.36,10.67
ec-earth3,EE,1994,4034.14,3484.95,86.43
ec-earth3,EE,1995,3717.49,2854.15,54.39
ec-earth3,EE,1996,4268.39,3486.06,44.82
ec-earth3,EE,1997,3900.74,2887.89,106.85
ec-earth3,EE,1998,3927.05,3090.74,15.6
ec-earth3,EE,1999,3651.91,3239.05,93.01
ec-earth3,EE,2000,3374.18,2810.64,18.74
ec-earth3,EE,2001,3810.08,2772.95,80.23
ec-earth3,EE,2002,3828,2909.95,104.08
ec-earth3,EE,2003,3921.64,3590.52,78.8
ec-earth3,EE,2004,3769.68,3053.42,36.86
ec-earth3,EE,2005,3767.84,3084.04,51.61
ec-earth3,EE,2006,3634.96,3221.15,100.43
ec-earth3,EE,2007,3516.4,2645.59,68.54
ec-earth3,EE,2008,3298.44,2640.52,21.65
ec-earth3,EE,2009,3750.74,2811.43,31.87
ec-earth3,EE,2010,4328.73,3495.69,149.95
ec-earth3,EE,2011,3552.68,3450.71,106.07
ec-earth3,EE,2012,4003.84,2923.21,33.67
ec-earth3,EE,2013,3640.34,3303.59,74.14
ec-earth3,EE,2014,3596.42,2678.57,105.17
ec-earth3,EE,2015,3235.43,2697.89,38.27
ec-earth3,EE,2016,3652.77,2813.54,39.28
ec-earth3,EE,2017,3629.75,2918.51,22.64
ec-earth3,EE,2018,3587.5,3028.28,133.06
ec-earth3,EE,2019,3360.06,2799.36,70.53
ec-earth3,EE,2020,3021.01,2403.07,59.14
ec-earth3,EE,2021,3747.5,2789.04,146.56
ec-earth3,EE,2022,3550.62,2820.24,129.32
ec-earth3,EE,2023,3511.98,2792,69.24
ec-earth3,EE,2024,3251.73,3047.14,78.54
ec-earth3,EL,1990,1179.07,1141.35,496.86
ec-earth3,EL,1991,1464.93,1118.73,463.94
ec-earth3,EL,1992,1407.79,1363.53,466.31
ec-earth3,EL,1993,1366.67,1273.39,523.98
ec-earth3,EL,1994,1149.45,994.63,551.64
ec-earth3,EL,1995,1274.33,1075.87,520.63
ec-earth3,EL,1996,1359.29,1293.8,507.2
ec-earth3,EL,1997,1345.7,1057.78,494.88
ec-earth3,EL,1998,1285.32,1160.84,653.09
ec-earth3,EL,1999,1172.43,1174.72,624.22
ec-earth3,EL,2000,1286.23,1200.79,611.65
ec-earth3,EL,2001,1222.46,876.72,633.56
ec-earth3,EL,2002,1203.48,1235.26,574.84
ec-earth3,EL,2003,1385.28,1224.88,656.95
ec-earth3,EL,2004,1297.71,1176.1,508.25
ec-earth3,EL,2005,1360.55,1158.79,470.88
ec-earth3,EL,2006,1421.5,1269.79,512.31
ec-earth3,EL,2007,1227.7,1099.12,612.52
ec-earth3,EL,2008,1219.62,1184.26,566.66
ec-earth3,EL,2009,1163.61,1085.72,507.74
ec-earth3,EL,2010,1074.91,958.85,567.28
ec-earth3,EL,2011,1416.15,1054.03,506.7
ec-earth3,EL,2012,1334.57,1404.87,657.81
ec-earth3,EL,2013,1138.84,975.25,520.34
ec-earth3,EL,2014,1059.06,969.12,484.34
ec-earth3,EL,2015,1293.37,1128.72,501.15
ec-earth3,EL,2016,1186.06,982.88,562.29
ec-earth3,EL,2017,1298.75,1235.54,562.9
ec-earth3,EL,2018,1084.94,1009.93,502.93
ec-earth3,EL,2019,1154.85,1134.56,567.3
ec-earth3,EL,2020,1186.38,984.75,493.73
ec-earth3,EL,2021,1200.8,976.7,617.16
ec-earth3,EL,2022,1252.85,1221.33,562.68
ec-earth3,EL,2023,1059.99,922.56,587.27
ec-earth3,EL,2024,954.4,816.88,735.64
ec-earth3,ES,1990,1223.76,818.88,485.78
ec-earth3,ES,1991,1440.74,1188.84,489.57
ec-earth3,ES,1992,1343.14,1216.3,385.67
ec-earth3,ES,1993,1416.55,1109.67,412.23
ec-earth3,ES,1994,1183.74,1101.64,529.28
ec-earth3,ES,1995,1074.64,932.8,455.89
ec-earth3,ES,1996,1240.41,952.74,421.1
ec-earth3,ES,1997,1027.81,935.57,379.23
ec-earth3,ES,1998,1196.69,889.81,480.5
ec-earth3,ES,1999,1284.43,1127.48,476.43
ec-earth3,ES,2000,1221.18,1106.77,449.18
ec-earth3,ES,2001,1208.95,922.7,480.56
ec-earth3,ES,2002,1104.32,1062.11,416.59
ec-earth3,ES,2003,1194.53,974.84,607.01
ec-earth3,ES,2004,1289.81,1047.54,501.38
ec-earth3,ES,2005,1388,1198.47,522.16
ec-earth3,ES,2006,1163.89,1161.02,511.02
ec-earth3,ES,2007,1230.75,940.19,421.09
ec-earth3,ES,2008,1254.46,1026.9,448.51
ec-earth3,ES,2009,1218.73,1178.7,539.15
ec-earth3,ES,2010,1367.56,1069.34,503.31
ec-earth3,ES,2011,1096.96,1111.9,462.31
ec-earth3,ES,2012,1304.79,1063.19,538.1
ec-earth3,ES,2013,1313.96,1054.28,474.67
ec-earth3,ES,2014,1069.62,1017.55,437.8
ec-earth3,ES,2015,1115.89,1029.01,573.61
ec-earth3,ES,2016,1140.6,892.31,534.87
ec-earth3,ES,2017,1162.12,969,569.46
ec-earth3,ES,2018,1221.8,1100.99,499.61
ec-earth3,ES,2019,1133.11,964.73,522.91
ec-earth3,ES,2020,1048.91,894.03,533.89
ec-earth3,ES,2021,1141.92,977.46,502.42
ec-earth3,ES,2022,1006.27,968.79,646.97
ec-earth3,ES,2023,1038.71,862.84,605.37
ec-earth3,ES,2024,951.94,808.19,573.46
ec-earth3,FI,1990,3968.42,3149.69,22.04
ec-earth3,FI,1991,4152.49,3335.24,35.8
ec-earth3,FI,1992,4130.96,2922.52,38.49
ec-earth3,FI,1993,4397.63,3271.77,8.37
ec-earth3,FI,1994,4513.26,3771.62,71.04
ec-earth3,FI,1995,4220.56,3061.98,47.81
ec-earth3,FI,1996,4605.71,3757.76,31.87
ec-earth3,FI,1997,4336.33,3239.11,92.42
ec-earth3,FI,1998,4432.41,3457.56,12
ec-earth3,FI,1999,4220.01,3545.19,74.05
ec-earth3,FI,2000,3768.89,3131.63,20.21
ec-earth3,FI,2001,4312.75,3078.61,51
ec-earth3,FI,2002,4349.72,3265.92,78.15
ec-earth3,FI,2003,4346.31,3928.51,80.13
ec-earth3,FI,2004,4179.68,3333.9,24.23
ec-earth3,FI,2005,4019.8,3292.91,48.66
ec-earth3,FI,2006,4076.77,3451.02,88.73
ec-earth3,FI,2007,3934.59,3039.27,50.67
ec-earth3,FI,2008,3748.07,2881.65,18.6
ec-earth3,FI,2009,4221.23,3092.92,36.06
ec-earth3,FI,2010,4813.57,3792.71,114.73
ec-earth3,FI,2011,3888.01,3848.47,89.11
ec-earth3,FI,2012,4343.55,3075.31,22.15
ec-earth3,FI,2013,3934.51,3492.01,55.23
ec-earth3,FI,2014,3855.33,2903.72,101.3
ec-earth3,FI,2015,3552.55,2903.83,23.26
ec-earth3,FI,2016,4029.44,3058.66,25.92
ec-earth3,FI,2017,3987.95,3136.9,13.09
ec-earth3,FI,2018,4002.85,3300.96,117.68
ec-earth3,FI,2019,3913.39,3097.99,56.65
ec-earth3,FI,2020,3375.91,2770.41,61.55
ec-earth3,FI,2021,4216.16,3046.95,119.02
ec-earth3,FI,2022,3935.85,3165.84,91.18
ec-earth3,FI,2023,4036.58,3056.76,58.22
ec-earth3,FI,2024,3850,3547.83,63.99
ec-earth3,FR,1990,2009.12,1516.12,232.36
ec-earth3,FR,1991,2369.82,1802.3,209.45
ec-earth3,FR,1992,2186.85,1889.47,189.05
ec-earth3,FR,1993,2239.14,1750.4,155.43
ec-earth3,FR,1994,1923.91,1724.29,250.72
ec-earth3,FR,1995,2094.03,1528.44,247.02
ec-earth3,FR,1996,2380.51,1802.98,176.49
ec-earth3,FR,1997,2042.35,1754.35,206
ec-earth3,FR,1998,2157.16,1627.39,186.77
ec-earth3,FR,1999,2029.86,1769.24,197.05
ec-earth3,FR,2000,1946.51,1735.95,176.71
ec-earth3,FR,2001,2115.4,1519.98,211.08
ec-earth3,FR,2002,1878.59,1639.17,166.68
ec-earth3,FR,2003,2103.3,1638.75,372.33
ec-earth3,FR,2004,2176.91,1776.84,199
ec-earth3,FR,2005,2204.53,1816.35,223.49
ec-earth3,FR,2006,2049.75,1889.47,261.8
ec-earth3,FR,2007,1956.52,1422.83,136.91
ec-earth3,FR,2008,2114.5,1729.62,168.09
ec-earth3,FR,2009,2095.19,1902.76,232.59
ec-earth3,FR,2010,2441.49,1822.24,214.17
ec-earth3,FR,2011,1815.91,1812.63,160.67
ec-earth3,FR,2012,2118.68,1616,201.48
ec-earth3,FR,2013,2281.38,1818.94,227.91
ec-earth3,FR,2014,1753.66,1515.05,163.26
ec-earth3,FR,2015,1902.46,1600.93,280.68
ec-earth3,FR,2016,2068.94,1483.74,223.73
ec-earth3,FR,2017,2010.92,1693.23,262.46
ec-earth3,FR,2018,1916.16,1707.53,295.98
ec-earth3,FR,2019,1925.46,1556.79,305.51
ec-earth3,FR,2020,1746.31,1445.47,263.45
ec-earth3,FR,2021,2080.07,1575.06,184.67
ec-earth3,FR,2022,1777.72,1617.92,364.07
ec-earth3,FR,2023,1761.28,1454.14,277.15
ec-earth3,FR,2024,1775.31,1382.49,248.92
ec-earth3,HR,1990,2035.9,1762.03,267.2
ec-earth3,HR,1991,2448.78,1948.64,287.2
ec-earth3,HR,1992,2085.63,2023.68,356.64
ec-earth3,HR,1993,2283.68,1976.53,318.03
ec-earth3,HR,1994,1931.86,1772.6,389.13
ec-earth3,HR,1995,2202.92,1833.29,266.55
ec-earth3,HR,1996,2439.64,2182.61,247.97
ec-earth3,HR,1997,2256.67,1879.13,253.17
ec-earth3,HR,1998,2208.31,1832.01,358.07
ec-earth3,HR,1999,2146.78,2070.42,284.8
ec-earth3,HR,2000,1879.84,1984.5,388.17
ec-earth3,HR,2001,2103.99,1464.69,331.05
ec-earth3,HR,2002,1905.69,1892.03,310.5
ec-earth3,HR,2003,2318.58,1976.58,501.84
ec-earth3,HR,2004,2235.82,2008.12,283
ec-earth3,HR,2005,2412.46,2038.18,250.48
ec-earth3,HR,2006,2177.07,2100.81,321.32
ec-earth3,HR,2007,1959.27,1460.64,383.18
ec-earth3,HR,2008,1966.26,1937.38,343.08
ec-earth3,HR,2009,2057.32,1865.72,342.8
ec-earth3,HR,2010,2262.47,1922.37,335.82
ec-earth3,HR,2011,2157.57,1941.78,361.83
ec-earth3,HR,2012,2126.36,2015.46,478.33
ec-earth3,HR,2013,2098.3,1882.85,381.18
ec-earth3,HR,2014,1667.19,1511.06,264.87
ec-earth3,HR,2015,1975.71,1660.93,427.87
ec-earth3,HR,2016,2028.47,1675.98,327.41
ec-earth3,HR,2017,2084.36,1950.14,466.48
ec-earth3,HR,2018,1938.65,1862.28,375.87
ec-earth3,HR,2019,1836.65,1679.88,433.11
