branch,model,bin_id,component,crop,n,mean,sd,lo,hi,central
crop_gddwin,EC-Earth3,-2.5,heat,ALL,11,-0.0186694389994798,0.00908523279976045,-0.0338839664686238,-0.00834094749732807,-0.0154166996628328
crop_gddwin,EC-Earth3,-2.5,precip,ALL,11,-0.00487977501837346,0.0435832343428319,-0.063221373495968,0.0803770283194363,-0.00495485708365484
crop_gddwin,EC-Earth3,-2.5,precip2,ALL,11,-0.00873738867198412,0.0381716109693297,-0.0883234220249538,0.0376256886463855,0.00113528768801294
crop_gddwin,EC-Earth3,-2.5,frost,Durum wheat,11,0.000190149018511827,0.000836272014149591,-0.00183125165449769,0.00111856812665513,0.000373123160425923
crop_gddwin,EC-Earth3,-2.5,gdd,Durum wheat,11,0.00120964280212499,0.000631122435077,-0.00010022346887675,0.00219892687353793,0.00144696860484061
crop_gddwin,EC-Earth3,-2.5,heat,Durum wheat,11,-0.000182223537977492,7.77069200888303e-05,-0.000332967235520912,-7.53372907644752e-05,-0.000155058028689065
crop_gddwin,EC-Earth3,-2.5,precip,Durum wheat,11,-0.0261161197121418,0.0792725277272855,-0.0941308784225838,0.142341564050836,-0.0306496687144909
crop_gddwin,EC-Earth3,-2.5,precip2,Durum wheat,11,6.74751844082632e-05,0.0550983487271278,-0.125790213482027,0.04058254319895,0.0157196230121171
crop_gddwin,EC-Earth3,-2.5,frost,Soft wheat,11,-0.00118048205739587,0.00193566937609354,-0.00331018350266798,0.00277119455229825,-0.00143781487491884
crop_gddwin,EC-Earth3,-2.5,gdd,Soft wheat,11,0.000343933915115564,0.000189963886122405,0.000115700987599907,0.000759930293013787,0.000440620516002171
crop_gddwin,EC-Earth3,-2.5,heat,Soft wheat,11,-0.0218415909830081,0.0112695778232047,-0.0404756727592731,-0.00639449811521374,-0.0187748351338311
crop_gddwin,EC-Earth3,-2.5,precip,Soft wheat,11,-0.00462596020642188,0.0460525864725818,-0.0530151340621237,0.0942872747408575,-0.004341987834716
crop_gddwin,EC-Earth3,-2.5,precip2,Soft wheat,11,-0.00665483536187363,0.0410053022018877,-0.0965477718213115,0.0347122041753281,0.00200229488977746
crop_gddwin,EC-Earth3,-2.5,frost,Spring barley,11,-0.000603927728288122,0.00148796439674814,-0.00280272727395677,0.00239101223696999,-0.000534674308641924
crop_gddwin,EC-Earth3,-2.5,gdd,Spring barley,11,-0.000380166831333255,0.000201036801852168,-0.000912179639621123,-0.000186898256182906,-0.000563590309535703
crop_gddwin,EC-Earth3,-2.5,heat,Spring barley,11,-0.0315254677234872,0.0207790859388405,-0.0652321297472972,-0.00546050787379964,-0.023898475066995
crop_gddwin,EC-Earth3,-2.5,precip,Spring barley,11,0.0110206144956746,0.0508018699204328,-0.084427619366369,0.0998583221984133,0.0125711237906365
crop_gddwin,EC-Earth3,-2.5,precip2,Spring barley,11,-0.0237388950444617,0.0429328649584735,-0.112321513651036,0.0436782338705233,-0.0136768997782537
crop_gddwin,EC-Earth3,-2.5,frost,Winter barley,11,-0.00148282843021002,0.00159016296442465,-0.00325492985880345,0.00199700808051338,-0.00178758167236418
crop_gddwin,EC-Earth3,-2.5,gdd,Winter barley,11,5.35199238126105e-05,3.65431211685406e-05,4.06982017932908e-06,0.00013197350117461,7.75891125890745e-05
crop_gddwin,EC-Earth3,-2.5,heat,Winter barley,11,-0.00061365156997944,0.000342025449708408,-0.00114265700412571,-0.000198715741931303,-0.000511412997548113
crop_gddwin,EC-Earth3,-2.5,precip,Winter barley,11,-0.0132327990162752,0.0508514157240638,-0.0666071180687968,0.0890601533313218,-0.0138691345356336
crop_gddwin,EC-Earth3,-2.5,precip2,Winter barley,11,-0.00225665489183161,0.0462208617463818,-0.0977034173207986,0.0421710253062627,0.00815024785937972
crop_gddwin,IPSL-CM6A-LR,-5.5,frost,ALL,4,-0.00175889063112018,0.00060770776940943,-0.00241066636454347,-0.00112318990897344,-0.00179900535485989
