model,NUTS_ID,year,gdd,heat,frost,precip,n_day,closed
ipsl-cm6a-lr,EE001,2020,817.206,0.023,6.695,354.749,168,1
ipsl-cm6a-lr,EE001,2021,810.944,31.455,34.917,240.84,172,1
ipsl-cm6a-lr,EE001,2022,813.39,10.332,21.171,258.235,174,1
ipsl-cm6a-lr,EE001,2023,823.633,19.152,20.718,230.265,171,1
ipsl-cm6a-lr,EE004,1989,880.438,2.839,2.363,259.724,164,1
ipsl-cm6a-lr,EE004,1990,876.187,0.066,5.422,343.85,159,1
ipsl-cm6a-lr,EE004,1991,873.447,1.997,20.716,289.23,185,1
ipsl-cm6a-lr,EE004,1992,883.916,16.784,8.673,322.717,173,1
ipsl-cm6a-lr,EE004,1993,885.458,7.979,18.713,260.204,170,1
ipsl-cm6a-lr,EE004,1994,875.901,1.804,46.133,307.328,186,1
ipsl-cm6a-lr,EE004,1995,883.846,36.986,13.43,381.505,175,1
ipsl-cm6a-lr,EE004,1996,875.168,11.824,28.984,193.899,134,1
ipsl-cm6a-lr,EE004,1997,879.25,25.28,22.138,290.359,169,1
ipsl-cm6a-lr,EE004,1998,886.768,11.226,34.442,301.498,172,1
ipsl-cm6a-lr,EE004,1999,880.127,29.318,29.49,327.685,172,1
ipsl-cm6a-lr,EE004,2000,885.632,8.654,16,235.371,172,1
ipsl-cm6a-lr,EE004,2001,880.894,2.289,30.288,308.496,180,1
ipsl-cm6a-lr,EE004,2002,873.88,8.008,9.891,267.599,162,1
ipsl-cm6a-lr,EE004,2003,870.972,6.023,32.128,193.953,171,1
ipsl-cm6a-lr,EE004,2004,880.851,6.248,33.355,256.677,172,1
ipsl-cm6a-lr,EE004,2005,876.888,1.856,42.522,213.043,182,1
ipsl-cm6a-lr,EE004,2006,874.075,16.245,51.29,156.984,180,1
ipsl-cm6a-lr,EE004,2007,883.381,21.12,29.418,292.622,168,1
ipsl-cm6a-lr,EE004,2008,878.938,0.835,3.537,269.796,160,1
ipsl-cm6a-lr,EE004,2009,869.31,7.75,19.032,202.976,172,1
ipsl-cm6a-lr,EE004,2010,873.191,11.258,13.532,178.655,124,1
ipsl-cm6a-lr,EE004,2011,872.739,33.508,36.134,175.579,169,1
ipsl-cm6a-lr,EE004,2012,875.412,2.161,37.122,413.515,181,1
ipsl-cm6a-lr,EE004,2013,887.145,30.547,58.397,205.657,176,1
ipsl-cm6a-lr,EE004,2014,886.801,21.784,25.815,207.263,171,1
ipsl-cm6a-lr,EE004,2015,881.798,0.32,7.119,284.754,175,1
ipsl-cm6a-lr,EE004,2016,876.79,15.032,6.481,272.151,145,1
ipsl-cm6a-lr,EE004,2017,877.364,2.133,17.93,226.949,184,1
ipsl-cm6a-lr,EE004,2018,879.032,17.366,42.312,159.303,168,1
ipsl-cm6a-lr,EE004,2019,872.789,27.64,19.646,288.345,166,1
ipsl-cm6a-lr,EE004,2020,879.468,0.677,3.712,327.685,165,1
ipsl-cm6a-lr,EE004,2021,879.81,29.885,29.792,201.348,173,1
ipsl-cm6a-lr,EE004,2022,886.915,11.408,14.528,265.856,175,1
ipsl-cm6a-lr,EE004,2023,868.186,15.88,15.122,225.447,169,1
ipsl-cm6a-lr,EE006,1989,865.24,6.953,4.09,274.1,163,1
ipsl-cm6a-lr,EE006,1990,864.987,0.791,12.111,369.25,162,1
ipsl-cm6a-lr,EE006,1991,860.458,1.779,29.149,302.063,183,1
ipsl-cm6a-lr,EE006,1992,865.696,16.265,16.534,305.647,175,1
ipsl-cm6a-lr,EE006,1993,855.048,7.723,30.668,268.136,172,1
ipsl-cm6a-lr,EE006,1994,861.824,2.287,47.622,305.973,185,1
ipsl-cm6a-lr,EE006,1995,860.722,50.114,24.537,384.635,175,1
ipsl-cm6a-lr,EE006,1996,853.149,8.549,30.479,187.721,132,1
ipsl-cm6a-lr,EE006,1997,850.555,25.363,30.465,293.696,169,1
ipsl-cm6a-lr,EE006,1998,861.304,15.886,42.309,314.309,171,1
ipsl-cm6a-lr,EE006,1999,861.646,40.466,36.275,297.3,171,1
ipsl-cm6a-lr,EE006,2000,850.363,9.717,26.351,251.631,170,1
ipsl-cm6a-lr,EE006,2001,852.741,1.125,38.707,344.461,178,1
ipsl-cm6a-lr,EE006,2002,862.381,8.238,21.139,246.954,162,1
ipsl-cm6a-lr,EE006,2003,848.721,5.111,34.984,226.449,168,1
ipsl-cm6a-lr,EE006,2004,852.535,5.516,25.426,232.899,149,1
ipsl-cm6a-lr,EE006,2005,865.352,5.843,49.844,266.351,180,1
ipsl-cm6a-lr,EE006,2006,851.589,34.126,55.936,156.821,177,1
ipsl-cm6a-lr,EE006,2007,860.884,27.344,34.021,283.141,167,1
ipsl-cm6a-lr,EE006,2008,865.528,2.968,7.134,313.774,162,1
ipsl-cm6a-lr,EE006,2009,854.504,12.072,27.296,213.538,172,1
ipsl-cm6a-lr,EE006,2010,861.004,10.29,15.961,218.624,122,1
ipsl-cm6a-lr,EE006,2011,863.002,41.077,43.174,200.406,167,1
ipsl-cm6a-lr,EE006,2012,858.691,1.605,43.766,425.494,180,1
ipsl-cm6a-lr,EE006,2013,851.863,33.844,60.402,220.245,173,1
ipsl-cm6a-lr,EE006,2014,861.209,35.53,27.65,270.164,170,1
ipsl-cm6a-lr,EE006,2015,863.754,1.357,13.944,289.055,176,1
ipsl-cm6a-lr,EE006,2016,854.932,14.797,10.374,313.119,146,1
ipsl-cm6a-lr,EE006,2017,857.469,3.652,23.893,252.136,186,1
ipsl-cm6a-lr,EE006,2018,858.8,24.639,48.557,157.945,168,1
ipsl-cm6a-lr,EE006,2019,864.029,36.202,30.755,273.488,168,1
ipsl-cm6a-lr,EE006,2020,848.816,3.75,7.755,350.402,169,1
ipsl-cm6a-lr,EE006,2021,843.709,39.481,37.709,233.686,172,1
ipsl-cm6a-lr,EE006,2022,846.812,15.042,26.679,250.734,174,1
ipsl-cm6a-lr,EE006,2023,863.589,28.591,23.442,219.327,171,1
ipsl-cm6a-lr,EE007,1989,885.201,7.496,5.44,212.286,163,1
ipsl-cm6a-lr,EE007,1990,880.474,1.167,16.92,306.377,163,1
ipsl-cm6a-lr,EE007,1991,874.789,3.314,36.645,301.076,181,1
ipsl-cm6a-lr,EE007,1992,881.012,15.834,18.483,246.222,175,1
ipsl-cm6a-lr,EE007,1993,875.095,4.354,30.125,227.681,173,1
ipsl-cm6a-lr,EE007,1994,889.416,2.573,49.515,249.506,185,1
ipsl-cm6a-lr,EE007,1995,881.318,56.935,27.781,336.625,173,1
ipsl-cm6a-lr,EE007,1996,878.069,13.232,32.69,179.289,133,1
ipsl-cm6a-lr,EE007,1997,887.794,34.962,32.665,289.558,170,1
ipsl-cm6a-lr,EE007,1998,887.175,24.49,48.485,312.634,172,1
ipsl-cm6a-lr,EE007,1999,887.897,54.182,45.355,254.545,172,1
ipsl-cm6a-lr,EE007,2000,870.335,14.234,29.505,243.151,171,1
ipsl-cm6a-lr,EE007,2001,877.966,1.391,38.015,346.191,179,1
ipsl-cm6a-lr,EE007,2002,884.012,3.965,22.904,229.733,164,1
ipsl-cm6a-lr,EE007,2003,886.293,5.085,34.824,264.576,169,1
ipsl-cm6a-lr,EE007,2004,883.319,4,27.366,277.108,150,1
ipsl-cm6a-lr,EE007,2005,883.166,7.401,54.701,303.082,180,1
ipsl-cm6a-lr,EE007,2006,887.278,37.569,57.027,185.179,180,1
ipsl-cm6a-lr,EE007,2007,879.182,25.15,36.106,275.042,167,1
ipsl-cm6a-lr,EE007,2008,879.035,3.002,7.243,325.347,164,1
ipsl-cm6a-lr,EE007,2009,885.776,11.552,30.006,256.993,173,1
ipsl-cm6a-lr,EE007,2010,883.949,10.056,15.762,237.647,121,1
ipsl-cm6a-lr,EE007,2011,881.612,28.553,46.097,234.148,168,1
ipsl-cm6a-lr,EE007,2012,886.194,0.373,40.805,368.004,180,1
ipsl-cm6a-lr,EE007,2013,887.191,36.315,63.77,236.275,173,1
ipsl-cm6a-lr,EE007,2014,881.59,37.827,28.434,267.499,169,1
ipsl-cm6a-lr,EE007,2015,888.077,1.84,16.19,257.134,174,1
ipsl-cm6a-lr,EE007,2016,889.569,16.976,9.986,252.234,146,1
ipsl-cm6a-lr,EE007,2017,880.55,3.482,25.976,273.258,187,1
ipsl-cm6a-lr,EE007,2018,887.957,28.026,48.428,149.72,171,1
ipsl-cm6a-lr,EE007,2019,886.943,33.163,33.864,235.514,169,1
ipsl-cm6a-lr,EE007,2020,885.927,18.263,8.267,292.555,171,1
ipsl-cm6a-lr,EE007,2021,866.47,39.804,41.743,282.418,172,1
ipsl-cm6a-lr,EE007,2022,868.777,22.367,31.54,238.509,175,1
ipsl-cm6a-lr,EE007,2023,884.509,31.232,24.237,206.728,173,1
ipsl-cm6a-lr,EE008,1989,953.757,14.869,4.565,256.463,162,1
ipsl-cm6a-lr,EE008,1990,945.283,1.702,12.042,360.771,161,1
ipsl-cm6a-lr,EE008,1991,953.838,14.044,29.595,330.915,182,1
ipsl-cm6a-lr,EE008,1992,943.923,31.496,17.839,311.574,175,1
ipsl-cm6a-lr,EE008,1993,949.211,13.881,27.929,268.115,169,1
ipsl-cm6a-lr,EE008,1994,948.542,8.154,45.978,301.311,184,1
ipsl-cm6a-lr,EE008,1995,955.031,74.423,24.504,394.843,173,1
ipsl-cm6a-lr,EE008,1996,946.772,23.803,29.635,170.467,130,1
ipsl-cm6a-lr,EE008,1997,947.153,42.157,29.296,356.829,170,1
ipsl-cm6a-lr,EE008,1998,949.902,33.152,41.318,359.505,168,1
ipsl-cm6a-lr,EE008,1999,934.962,60.574,38.563,300.258,169,1
ipsl-cm6a-lr,EE008,2000,944.979,19.818,23.089,244.49,170,1
ipsl-cm6a-lr,EE008,2001,950.465,3.035,35.661,355.38,178,1
ipsl-cm6a-lr,EE008,2002,944.013,13.255,20.225,257.032,161,1
ipsl-cm6a-lr,EE008,2003,944.597,7.959,31.826,286.547,168,1
ipsl-cm6a-lr,EE008,2004,949.95,8.715,24.751,267.459,151,1
ipsl-cm6a-lr,EE008,2005,950.557,15.863,54.584,294.232,180,1
ipsl-cm6a-lr,EE008,2006,942.893,48.098,55.371,189.958,178,1
ipsl-cm6a-lr,EE008,2007,950.744,52.833,34.222,306.146,166,1
ipsl-cm6a-lr,EE008,2008,949.77,4.821,5.876,336.893,163,1
ipsl-cm6a-lr,EE008,2009,952.396,20.179,24.883,251.57,173,1
ipsl-cm6a-lr,EE008,2010,940.792,16.2,15.094,214.857,120,1
ipsl-cm6a-lr,EE008,2011,942.684,49.434,42.459,204.606,166,1
ipsl-cm6a-lr,EE008,2012,941.968,2.718,41.09,382.761,179,1
ipsl-cm6a-lr,EE008,2013,951.605,54.464,63.486,217.337,173,1
ipsl-cm6a-lr,EE008,2014,950.848,47.168,27.557,243.931,167,1
ipsl-cm6a-lr,EE008,2015,949.726,3.44,12.873,333.716,175,1
ipsl-cm6a-lr,EE008,2016,951.406,26.086,11.131,323.239,146,1
ipsl-cm6a-lr,EE008,2017,949.698,7.906,23.471,288.022,186,1
ipsl-cm6a-lr,EE008,2018,948.526,39.841,45.557,173.104,169,1
ipsl-cm6a-lr,EE008,2019,938.634,49.844,30.53,275.567,168,1
ipsl-cm6a-lr,EE008,2020,941.223,18.828,6.736,317.722,170,1
ipsl-cm6a-lr,EE008,2021,940.135,62.689,36.993,261.483,173,1
ipsl-cm6a-lr,EE008,2022,950.372,32.427,27.405,275.253,175,1
ipsl-cm6a-lr,EE008,2023,939.766,35.315,21.224,233.667,171,1
ipsl-cm6a-lr,EL301,1989,2115.189,145.621,0,41.636,140,1
ipsl-cm6a-lr,EL301,1990,2111.316,183.649,0,20.282,142,1
ipsl-cm6a-lr,EL301,1991,2114.52,194.022,0,144.805,146,1
ipsl-cm6a-lr,EL301,1992,2129.013,184.385,0.008,100.453,150,1
ipsl-cm6a-lr,EL301,1993,2127.667,246.608,0,86.575,151,1
ipsl-cm6a-lr,EL301,1994,2125.393,194.122,0,128.458,154,1
ipsl-cm6a-lr,EL301,1995,2122.061,219.568,0,49.357,148,1
ipsl-cm6a-lr,EL301,1996,2126.212,254.689,0,76.375,151,1
ipsl-cm6a-lr,EL301,1997,2115.036,248.448,0,48.444,159,1
ipsl-cm6a-lr,EL301,1998,2107.381,196.096,0,102.183,150,1
ipsl-cm6a-lr,EL301,1999,2121.557,245.725,0,146.82,148,1
ipsl-cm6a-lr,EL301,2000,2124.532,241.825,0,35.937,141,1
ipsl-cm6a-lr,EL301,2001,2123.307,178.172,0,65.408,144,1
ipsl-cm6a-lr,EL301,2002,2122.547,166.628,0,75.222,144,1
ipsl-cm6a-lr,EL301,2003,2125.144,285.901,0,142.752,162,1
ipsl-cm6a-lr,EL301,2004,2129.381,206.923,3.008,36.335,152,1
ipsl-cm6a-lr,EL301,2005,2126.164,193.427,0.008,32.483,145,1
ipsl-cm6a-lr,EL301,2006,2124.826,249.079,0,50.75,137,1
ipsl-cm6a-lr,EL301,2007,2128.425,253.009,1,52.795,154,1
ipsl-cm6a-lr,EL301,2008,2126.269,257.537,3.008,28.639,141,1
ipsl-cm6a-lr,EL301,2009,2129.018,243.66,0.992,64.136,157,1
ipsl-cm6a-lr,EL301,2010,2128.214,207.558,0,86.546,149,1
ipsl-cm6a-lr,EL301,2011,2107.016,218.434,0.015,32.119,153,1
ipsl-cm6a-lr,EL301,2012,2131.078,284.981,0,30.889,136,1
ipsl-cm6a-lr,EL301,2013,2120.201,214.811,0,44.741,145,1
ipsl-cm6a-lr,EL301,2014,2120.585,183.513,0,27.354,155,1
ipsl-cm6a-lr,EL301,2015,2118.829,217.609,0.008,149.641,155,1
ipsl-cm6a-lr,EL301,2016,2110.975,229.51,0,80.723,144,1
ipsl-cm6a-lr,EL301,2017,2112.626,273.429,0,121.547,137,1
ipsl-cm6a-lr,EL301,2018,2126.956,217.433,0,98.126,141,1
ipsl-cm6a-lr,EL301,2019,2123.772,275.549,0,114.804,150,1
ipsl-cm6a-lr,EL301,2020,2105.661,277.064,0,143.11,146,1
ipsl-cm6a-lr,EL301,2021,2126.134,285.251,0.933,59.372,154,1
ipsl-cm6a-lr,EL301,2022,2126.765,329.572,0.94,46.529,144,1
ipsl-cm6a-lr,EL301,2023,2110.251,180.614,0,62.193,158,1
ipsl-cm6a-lr,EL302,1989,2036.01,161.008,0,40.335,144,1
ipsl-cm6a-lr,EL302,1990,2043.969,214.627,0,20.223,143,1
ipsl-cm6a-lr,EL302,1991,2044.329,223.068,0,147.03,147,1
ipsl-cm6a-lr,EL302,1992,2049.631,213.097,1,101.981,151,1
ipsl-cm6a-lr,EL302,1993,2056.475,282.404,0,85.908,152,1
ipsl-cm6a-lr,EL302,1994,2052.453,216.78,0,123.63,157,1
ipsl-cm6a-lr,EL302,1995,2057.932,260.102,0,51.807,149,1
ipsl-cm6a-lr,EL302,1996,2045.808,275.332,0,88.362,152,1
ipsl-cm6a-lr,EL302,1997,2045.416,279.529,0,38.831,162,1
ipsl-cm6a-lr,EL302,1998,2048.552,216.796,0,76.392,152,1
ipsl-cm6a-lr,EL302,1999,2055.827,269.802,0,153.673,151,1
ipsl-cm6a-lr,EL302,2000,2053.823,257.576,0,26.683,142,1
ipsl-cm6a-lr,EL302,2001,2056.851,196.153,0,67.544,145,1
ipsl-cm6a-lr,EL302,2002,2041.544,189.327,0,76.029,144,1
ipsl-cm6a-lr,EL302,2003,2046.417,313.193,0,138.747,162,1
ipsl-cm6a-lr,EL302,2004,2038.703,196.936,4,40.499,150,1
ipsl-cm6a-lr,EL302,2005,2054.587,184.917,1,55.335,155,1
ipsl-cm6a-lr,EL302,2006,2058.919,250.499,0,54.297,136,1
ipsl-cm6a-lr,EL302,2007,2037.04,237.499,1,53.727,153,1
ipsl-cm6a-lr,EL302,2008,2047.751,253.698,4,32.798,145,1
ipsl-cm6a-lr,EL302,2009,2059.576,246.57,0,76.13,157,1
ipsl-cm6a-lr,EL302,2010,2055.87,199.957,0,80.386,149,1
ipsl-cm6a-lr,EL302,2011,2059.464,221.671,2,40.166,156,1
ipsl-cm6a-lr,EL302,2012,2036.126,281.93,0,28.729,134,1
ipsl-cm6a-lr,EL302,2013,2032.562,212.557,0,47.403,145,1
ipsl-cm6a-lr,EL302,2014,2033.896,179.706,0,28.026,155,1
ipsl-cm6a-lr,EL302,2015,2036.771,213.014,1,146.541,155,1
ipsl-cm6a-lr,EL302,2016,2039.896,221.785,0,79.071,144,1
ipsl-cm6a-lr,EL302,2017,2050.674,262.619,0,110.635,140,1
ipsl-cm6a-lr,EL302,2018,2056.058,223.224,0,109.257,142,1
ipsl-cm6a-lr,EL302,2019,2047.039,263.215,0,135.916,149,1
ipsl-cm6a-lr,EL302,2020,2063.342,277.248,0,136.094,151,1
ipsl-cm6a-lr,EL302,2021,2053.369,262.339,1,65.107,156,1
ipsl-cm6a-lr,EL302,2022,2054.764,334.448,2,47.751,144,1
ipsl-cm6a-lr,EL302,2023,2048.547,175.685,0,82.578,160,1
ipsl-cm6a-lr,EL303,1989,2171.504,153.597,0,41.789,141,1
ipsl-cm6a-lr,EL303,1990,2177.23,195.812,0,21.573,142,1
ipsl-cm6a-lr,EL303,1991,2175.847,202.507,0,143.586,147,1
ipsl-cm6a-lr,EL303,1992,2183.278,197.05,0.207,109.917,150,1
ipsl-cm6a-lr,EL303,1993,2166.307,259.349,0,91.448,150,1
ipsl-cm6a-lr,EL303,1994,2190.761,209.187,0,134.462,154,1
ipsl-cm6a-lr,EL303,1995,2180.194,241.674,0,51.238,148,1
ipsl-cm6a-lr,EL303,1996,2179.449,283.158,0,76.843,150,1
ipsl-cm6a-lr,EL303,1997,2180.495,271.591,0,53.872,158,1
ipsl-cm6a-lr,EL303,1998,2169.004,212.733,0,119.293,150,1
ipsl-cm6a-lr,EL303,1999,2171.307,254.52,0,129.717,145,1
ipsl-cm6a-lr,EL303,2000,2182.152,257.172,0,29.664,141,1
ipsl-cm6a-lr,EL303,2001,2190.519,194.89,0,69.821,145,1
ipsl-cm6a-lr,EL303,2002,2169.777,181.515,0,71.539,143,1
ipsl-cm6a-lr,EL303,2003,2191.732,321.984,0,138.555,161,1
ipsl-cm6a-lr,EL303,2004,2174.542,221.284,3.207,35.999,151,1
ipsl-cm6a-lr,EL303,2005,2178.299,209.374,0.207,33.931,146,1
ipsl-cm6a-lr,EL303,2006,2182.049,263.392,0,49.082,138,1
ipsl-cm6a-lr,EL303,2007,2182.325,262.588,0,53.574,153,1
ipsl-cm6a-lr,EL303,2008,2183.375,274.272,3.207,31.36,142,1
ipsl-cm6a-lr,EL303,2009,2178.248,256.775,0.793,64.57,156,1
ipsl-cm6a-lr,EL303,2010,2182.456,205.495,0,90.973,149,1
ipsl-cm6a-lr,EL303,2011,2165.026,237.282,0.414,32.628,153,1
ipsl-cm6a-lr,EL303,2012,2183.336,308.148,0,31.318,136,1
ipsl-cm6a-lr,EL303,2013,2187.448,240.673,0,52.353,146,1
ipsl-cm6a-lr,EL303,2014,2187.218,208.953,0,22.586,155,1
ipsl-cm6a-lr,EL303,2015,2175.244,237.427,0.207,141.269,155,1
ipsl-cm6a-lr,EL303,2016,2185.653,252.43,0,69.139,145,1
ipsl-cm6a-lr,EL303,2017,2191.671,295.217,0,105.461,139,1
ipsl-cm6a-lr,EL303,2018,2191.486,235.748,0,99.949,142,1
ipsl-cm6a-lr,EL303,2019,2179.541,293.996,0,105.528,149,1
ipsl-cm6a-lr,EL303,2020,2193.789,295.933,0,141.213,148,1
ipsl-cm6a-lr,EL303,2021,2191.143,290.618,0.297,52.495,154,1
ipsl-cm6a-lr,EL303,2022,2180.439,345.984,0.504,42.56,144,1
ipsl-cm6a-lr,EL303,2023,2172.367,200.224,0,60.231,157,1
ipsl-cm6a-lr,EL304,1989,2221.037,152.711,0,40.945,141,1
ipsl-cm6a-lr,EL304,1990,2219.485,193.456,0,22.539,141,1
ipsl-cm6a-lr,EL304,1991,2229.496,201.306,0,142.397,147,1
ipsl-cm6a-lr,EL304,1992,2241.14,194.885,0,113.585,151,1
ipsl-cm6a-lr,EL304,1993,2232.401,259.928,0,93.767,151,1
ipsl-cm6a-lr,EL304,1994,2236.776,211.967,0,137.022,153,1
ipsl-cm6a-lr,EL304,1995,2243.155,241.4,0,52.271,149,1
ipsl-cm6a-lr,EL304,1996,2214.628,284.065,0,62.004,149,1
ipsl-cm6a-lr,EL304,1997,2217.578,266.922,0,59.081,156,1
ipsl-cm6a-lr,EL304,1998,2231.657,224.244,0,135.22,150,1
ipsl-cm6a-lr,EL304,1999,2215.551,252.369,0,124.661,143,1
ipsl-cm6a-lr,EL304,2000,2233.895,261.02,0,30.501,141,1
ipsl-cm6a-lr,EL304,2001,2226.747,192.146,0,71.654,145,1
ipsl-cm6a-lr,EL304,2002,2229.968,185.994,0,69.697,143,1
ipsl-cm6a-lr,EL304,2003,2243.725,324.822,0,141.31,160,1
ipsl-cm6a-lr,EL304,2004,2211.628,230.459,3,34.62,150,1
ipsl-cm6a-lr,EL304,2005,2240.278,227.613,0,34.567,147,1
ipsl-cm6a-lr,EL304,2006,2214.116,266.145,0,47.306,138,1
ipsl-cm6a-lr,EL304,2007,2242.002,273.391,0,53.638,153,1
ipsl-cm6a-lr,EL304,2008,2226.046,279.527,3,31.313,142,1
ipsl-cm6a-lr,EL304,2009,2214.025,258.893,1,57.014,155,1
ipsl-cm6a-lr,EL304,2010,2221.992,207.518,0,82.484,146,1
ipsl-cm6a-lr,EL304,2011,2235.268,252.266,0,32.232,154,1
ipsl-cm6a-lr,EL304,2012,2223.402,315.955,0,32.144,136,1
ipsl-cm6a-lr,EL304,2013,2241.852,249.2,0,54.879,147,1
ipsl-cm6a-lr,EL304,2014,2220.151,213.911,0,20.683,154,1
ipsl-cm6a-lr,EL304,2015,2239.138,247.904,0,138.542,156,1
ipsl-cm6a-lr,EL304,2016,2217.946,258.613,0,64.585,145,1
ipsl-cm6a-lr,EL304,2017,2222.666,301.552,0,101.689,139,1
ipsl-cm6a-lr,EL304,2018,2242.031,234.664,0,95.906,143,1
ipsl-cm6a-lr,EL304,2019,2222.608,304.055,0,106.158,149,1
ipsl-cm6a-lr,EL304,2020,2228.247,298.858,0,144.07,148,1
ipsl-cm6a-lr,EL304,2021,2232.07,291.799,0,50.065,154,1
ipsl-cm6a-lr,EL304,2022,2239.165,351.76,0,43.117,145,1
ipsl-cm6a-lr,EL304,2023,2242.457,216.601,0,58.627,157,1
ipsl-cm6a-lr,EL305,1989,2157.453,156.732,0,41.246,141,1
ipsl-cm6a-lr,EL305,1990,2149.228,193.288,0,20.266,142,1
ipsl-cm6a-lr,EL305,1991,2158.611,203.965,0,142.66,147,1
ipsl-cm6a-lr,EL305,1992,2160.734,192.744,0.176,103.321,150,1
ipsl-cm6a-lr,EL305,1993,2135.799,251.989,0,87.838,150,1
ipsl-cm6a-lr,EL305,1994,2161.648,203.926,0,129.228,154,1
ipsl-cm6a-lr,EL305,1995,2154.665,232.477,0,48.465,148,1
ipsl-cm6a-lr,EL305,1996,2141.04,266.308,0,77.402,150,1
ipsl-cm6a-lr,EL305,1997,2152.233,262.269,0,49.592,159,1
ipsl-cm6a-lr,EL305,1998,2147.217,212.117,0,104.742,150,1
ipsl-cm6a-lr,EL305,1999,2151.533,255.002,0,142.626,147,1
ipsl-cm6a-lr,EL305,2000,2159.731,255.364,0,29.33,141,1
ipsl-cm6a-lr,EL305,2001,2162.245,188.361,0,66.066,145,1
ipsl-cm6a-lr,EL305,2002,2142.542,177.603,0,72.989,143,1
ipsl-cm6a-lr,EL305,2003,2149.185,304.542,0,141.734,161,1
ipsl-cm6a-lr,EL305,2004,2164.227,217.585,3.103,36.273,152,1
ipsl-cm6a-lr,EL305,2005,2146.379,201.323,0.103,33.065,145,1
ipsl-cm6a-lr,EL305,2006,2147.241,257.313,0,49.464,137,1
ipsl-cm6a-lr,EL305,2007,2149.825,258.157,0,52.568,153,1
ipsl-cm6a-lr,EL305,2008,2147.694,266.533,3.176,29.42,141,1
ipsl-cm6a-lr,EL305,2009,2147.74,251.717,0.824,64.432,156,1
ipsl-cm6a-lr,EL305,2010,2151.919,208.999,0.146,87.568,149,1
ipsl-cm6a-lr,EL305,2011,2159.393,237.588,0.28,32.874,154,1
ipsl-cm6a-lr,EL305,2012,2153.024,295.792,0,30.946,136,1
ipsl-cm6a-lr,EL305,2013,2164.581,232.898,0,47.992,146,1
ipsl-cm6a-lr,EL305,2014,2155.892,197.936,0,23.047,155,1
ipsl-cm6a-lr,EL305,2015,2145.47,226.984,0.103,142.692,155,1
ipsl-cm6a-lr,EL305,2016,2161.319,243.653,0,74.239,145,1
ipsl-cm6a-lr,EL305,2017,2160.692,286.875,0,110.304,138,1
ipsl-cm6a-lr,EL305,2018,2147.659,226.489,0,99.314,141,1
ipsl-cm6a-lr,EL305,2019,2145.694,284.205,0,100.927,149,1
ipsl-cm6a-lr,EL305,2020,2157.36,290.645,0,141.299,147,1
ipsl-cm6a-lr,EL305,2021,2156.788,288.672,0.601,54.726,154,1
ipsl-cm6a-lr,EL305,2022,2148.444,338.181,0.704,44.808,144,1
ipsl-cm6a-lr,EL305,2023,2137.968,189.083,0.073,61.897,158,1
ipsl-cm6a-lr,EL306,1989,2003.443,171.947,0,41.709,147,1
ipsl-cm6a-lr,EL306,1990,1983.927,220.858,0,22.441,144,1
ipsl-cm6a-lr,EL306,1991,1996.197,232.229,0,147.939,149,1
ipsl-cm6a-lr,EL306,1992,1981.539,211.759,1.709,92.982,152,1
ipsl-cm6a-lr,EL306,1993,1986.368,285.973,0.72,93.313,153,1
ipsl-cm6a-lr,EL306,1994,1994.332,218.761,0,116.585,158,1
ipsl-cm6a-lr,EL306,1995,2002.985,266.373,0,54.501,151,1
ipsl-cm6a-lr,EL306,1996,1990.502,275.497,0.72,91.588,155,1
ipsl-cm6a-lr,EL306,1997,1989.409,284.86,1.258,32.977,164,1
ipsl-cm6a-lr,EL306,1998,1982.328,214.084,0,53.725,152,1
ipsl-cm6a-lr,EL306,1999,1988.967,266.271,1.599,157.038,152,1
ipsl-cm6a-lr,EL306,2000,1989.519,258.54,0.709,26.317,142,1
ipsl-cm6a-lr,EL306,2001,1987.02,196.011,0,66.697,145,1
ipsl-cm6a-lr,EL306,2002,1988.536,196.222,0,78.041,145,1
ipsl-cm6a-lr,EL306,2003,1999.155,314.394,1.429,144.68,163,1
ipsl-cm6a-lr,EL306,2004,2001.109,194.078,3.989,51.384,151,1
ipsl-cm6a-lr,EL306,2005,1983.883,165.671,1.181,59.919,157,1
ipsl-cm6a-lr,EL306,2006,1989.463,238.568,0,53.856,135,1
ipsl-cm6a-lr,EL306,2007,1994.57,214.629,1,54.012,154,1
ipsl-cm6a-lr,EL306,2008,1994.657,241.665,4,34.602,146,1
ipsl-cm6a-lr,EL306,2009,1988.142,228.006,0,75.647,157,1
ipsl-cm6a-lr,EL306,2010,1993.778,185.778,0.72,85.262,156,1
ipsl-cm6a-lr,EL306,2011,1983.552,198.424,2,44.175,159,1
ipsl-cm6a-lr,EL306,2012,1982.84,266.493,0,28.786,135,1
ipsl-cm6a-lr,EL306,2013,1978.345,195.17,0,48.418,147,1
ipsl-cm6a-lr,EL306,2014,2005.081,174.241,0,30.305,157,1
ipsl-cm6a-lr,EL306,2015,1997.411,194.912,0.989,141.81,156,1
ipsl-cm6a-lr,EL306,2016,1999.226,197.511,0,82.687,145,1
ipsl-cm6a-lr,EL306,2017,1980.673,219.298,0,96.773,141,1
ipsl-cm6a-lr,EL306,2018,1987.534,208.016,0,121.382,143,1
ipsl-cm6a-lr,EL306,2019,1985.359,237.577,0,132.133,149,1
ipsl-cm6a-lr,EL306,2020,1980.625,246.16,0,130.681,150,1
ipsl-cm6a-lr,EL306,2021,1999.626,239.543,1.72,67.324,156,1
