model,NUTS_ID,year,window,gdd,heat,frost,precip
ipsl-cm6a-lr,DE279,2006,Apr-Aug,1807.384,134.16,4.024,508.87
ipsl-cm6a-lr,DE279,2006,Mar-Jul,1476.388,131.615,21.424,465.691
ipsl-cm6a-lr,DE279,2007,Apr-Aug,1890.47,73.408,1.681,559.09
ipsl-cm6a-lr,DE279,2007,Mar-Jul,1519.799,56.66,4.853,487.141
ipsl-cm6a-lr,DE279,2008,Apr-Aug,1808.341,79.984,2,475.162
ipsl-cm6a-lr,DE279,2008,Mar-Jul,1402.307,57.307,13.094,443.959
ipsl-cm6a-lr,DE279,2009,Apr-Aug,1890.549,83.674,0,446.565
ipsl-cm6a-lr,DE279,2009,Mar-Jul,1410.434,31.359,8.688,488.554
ipsl-cm6a-lr,DE279,2010,Apr-Aug,1707.572,104.903,4.225,543.982
ipsl-cm6a-lr,DE279,2010,Mar-Jul,1356.683,84.6,16.912,432.644
ipsl-cm6a-lr,DE279,2011,Apr-Aug,1835.14,100.105,3.112,432.885
ipsl-cm6a-lr,DE279,2011,Mar-Jul,1415.853,34.409,15.143,393.758
ipsl-cm6a-lr,DE279,2012,Apr-Aug,1839.458,108.579,4.379,460.438
ipsl-cm6a-lr,DE279,2012,Mar-Jul,1442.139,52.528,9.2,356.17
ipsl-cm6a-lr,DE279,2013,Apr-Aug,1756.611,139.146,4.715,425.827
ipsl-cm6a-lr,DE279,2013,Mar-Jul,1302.941,87.138,21.48,380.291
ipsl-cm6a-lr,DE279,2014,Apr-Aug,1770.696,73.226,2,476.543
ipsl-cm6a-lr,DE279,2014,Mar-Jul,1456.032,66.12,6.193,368.128
ipsl-cm6a-lr,DE279,2015,Apr-Aug,1935.828,230.994,8.001,411.934
ipsl-cm6a-lr,DE279,2015,Mar-Jul,1457.041,114.055,21.089,419.004
ipsl-cm6a-lr,DE279,2016,Apr-Aug,1769.131,91.06,3,534.373
ipsl-cm6a-lr,DE279,2016,Mar-Jul,1333.264,44.53,13.946,507.66
ipsl-cm6a-lr,DE279,2017,Apr-Aug,1868.84,146.257,7.241,550.181
ipsl-cm6a-lr,DE279,2017,Mar-Jul,1489.255,85.036,12.887,460.108
ipsl-cm6a-lr,DE279,2018,Apr-Aug,2086.407,165.965,1.986,289.557
ipsl-cm6a-lr,DE279,2018,Mar-Jul,1596.058,62.593,13.306,272.978
ipsl-cm6a-lr,DE279,2019,Apr-Aug,1830.19,161.042,4.156,441.646
ipsl-cm6a-lr,DE279,2019,Mar-Jul,1427.917,115.452,9.079,387.87
ipsl-cm6a-lr,DE279,2020,Apr-Aug,1813.48,98.188,7.92,404.392
ipsl-cm6a-lr,DE279,2020,Mar-Jul,1380.026,37.975,22.23,310.49
ipsl-cm6a-lr,DE279,2021,Apr-Aug,1626.242,61.393,16.293,638.852
ipsl-cm6a-lr,DE279,2021,Mar-Jul,1257.268,34.915,29.301,581.899
ipsl-cm6a-lr,DE279,2022,Apr-Aug,1960.49,174.617,6.879,454.908
ipsl-cm6a-lr,DE279,2022,Mar-Jul,1513.275,112.209,25.269,312.543
ipsl-cm6a-lr,DE279,2023,Apr-Aug,1877.102,159.027,5,527.276
ipsl-cm6a-lr,DE279,2023,Mar-Jul,1473.189,72.934,10.775,447.515
ipsl-cm6a-lr,DE27A,1989,Apr-Aug,1652.927,35.462,0.325,786.906
ipsl-cm6a-lr,DE27A,1989,Mar-Jul,1317.513,16.796,1.55,748.206
ipsl-cm6a-lr,DE27A,1990,Apr-Aug,1682.223,68.38,0.487,631.652
ipsl-cm6a-lr,DE27A,1990,Mar-Jul,1314.626,38.321,3.549,615.893
ipsl-cm6a-lr,DE27A,1991,Apr-Aug,1568.61,67.438,7.024,794.529
ipsl-cm6a-lr,DE27A,1991,Mar-Jul,1185.587,41.872,10.399,839.141
ipsl-cm6a-lr,DE27A,1992,Apr-Aug,1842.417,117.635,2.612,627.509
ipsl-cm6a-lr,DE27A,1992,Mar-Jul,1343.901,35.795,4.487,709.387
ipsl-cm6a-lr,DE27A,1993,Apr-Aug,1734.271,58.72,0.325,900.467
ipsl-cm6a-lr,DE27A,1993,Mar-Jul,1348.964,31.508,16.6,816.965
ipsl-cm6a-lr,DE27A,1994,Apr-Aug,1815.156,135.638,3.612,751.998
ipsl-cm6a-lr,DE27A,1994,Mar-Jul,1455.084,93.086,4.837,752.975
ipsl-cm6a-lr,DE27A,1995,Apr-Aug,1683.342,85.784,2.124,922.715
ipsl-cm6a-lr,DE27A,1995,Mar-Jul,1267.019,68.03,18.899,851.915
ipsl-cm6a-lr,DE27A,1996,Apr-Aug,1672.681,49.325,8.375,665.857
ipsl-cm6a-lr,DE27A,1996,Mar-Jul,1276.168,41.126,26.7,598.806
ipsl-cm6a-lr,DE27A,1997,Apr-Aug,1634.69,45.761,11.187,732.061
ipsl-cm6a-lr,DE27A,1997,Mar-Jul,1238.389,10.746,12.674,727.921
ipsl-cm6a-lr,DE27A,1998,Apr-Aug,1786.665,98.902,2.538,580.298
ipsl-cm6a-lr,DE27A,1998,Mar-Jul,1375.799,55.515,10.988,628.072
ipsl-cm6a-lr,DE27A,1999,Apr-Aug,1727.034,43.653,1.875,1006.478
ipsl-cm6a-lr,DE27A,1999,Mar-Jul,1339.734,32.52,5.425,1008.244
ipsl-cm6a-lr,DE27A,2000,Apr-Aug,1800.363,82.623,3.8,827.81
ipsl-cm6a-lr,DE27A,2000,Mar-Jul,1366.381,43.824,7.675,891.761
ipsl-cm6a-lr,DE27A,2001,Apr-Aug,1748.192,80.697,3.712,751.138
ipsl-cm6a-lr,DE27A,2001,Mar-Jul,1343.927,42.716,5.512,931.705
ipsl-cm6a-lr,DE27A,2002,Apr-Aug,1762.793,79.376,3.862,890.623
ipsl-cm6a-lr,DE27A,2002,Mar-Jul,1406.467,71.374,9.887,778.185
ipsl-cm6a-lr,DE27A,2003,Apr-Aug,2109.491,262.62,6.187,531.172
ipsl-cm6a-lr,DE27A,2003,Mar-Jul,1606.035,144.564,13.937,520.316
ipsl-cm6a-lr,DE27A,2004,Apr-Aug,1680.456,58.49,1.224,698.89
ipsl-cm6a-lr,DE27A,2004,Mar-Jul,1251.37,29.216,14.024,651.342
ipsl-cm6a-lr,DE27A,2005,Apr-Aug,1709.677,88.773,1.874,833.477
ipsl-cm6a-lr,DE27A,2005,Mar-Jul,1408.614,85.989,14.199,701.602
ipsl-cm6a-lr,DE27A,2006,Apr-Aug,1765.444,142.393,5.275,801.607
ipsl-cm6a-lr,DE27A,2006,Mar-Jul,1448.808,141.674,22.813,749.835
ipsl-cm6a-lr,DE27A,2007,Apr-Aug,1864.682,63.364,0.487,823.192
ipsl-cm6a-lr,DE27A,2007,Mar-Jul,1490.722,51.238,5.586,729.29
ipsl-cm6a-lr,DE27A,2008,Apr-Aug,1765.294,69.798,2.325,740.314
ipsl-cm6a-lr,DE27A,2008,Mar-Jul,1365.629,59.584,15.038,756.658
ipsl-cm6a-lr,DE27A,2009,Apr-Aug,1921.369,83.178,0.162,622.262
ipsl-cm6a-lr,DE27A,2009,Mar-Jul,1420.9,40.51,9.562,716.043
ipsl-cm6a-lr,DE27A,2010,Apr-Aug,1734.87,118.942,4.437,933.45
ipsl-cm6a-lr,DE27A,2010,Mar-Jul,1380.36,104.309,16.562,792.891
ipsl-cm6a-lr,DE27A,2011,Apr-Aug,1861,87.947,1.549,761.908
ipsl-cm6a-lr,DE27A,2011,Mar-Jul,1447.023,35.289,10.249,703.04
ipsl-cm6a-lr,DE27A,2012,Apr-Aug,1865.576,105.297,4.124,711.01
ipsl-cm6a-lr,DE27A,2012,Mar-Jul,1461.191,58.959,9.086,555.344
ipsl-cm6a-lr,DE27A,2013,Apr-Aug,1767.878,135.093,4.125,710.607
ipsl-cm6a-lr,DE27A,2013,Mar-Jul,1314.11,95.921,19.625,700.203
ipsl-cm6a-lr,DE27A,2014,Apr-Aug,1757.113,73.768,1.475,827.383
ipsl-cm6a-lr,DE27A,2014,Mar-Jul,1436.906,68.457,5.075,748.783
ipsl-cm6a-lr,DE27A,2015,Apr-Aug,1994.851,214.903,4.55,679.089
ipsl-cm6a-lr,DE27A,2015,Mar-Jul,1524.037,130.249,12.987,688.276
ipsl-cm6a-lr,DE27A,2016,Apr-Aug,1807.067,91.352,2.962,973.23
ipsl-cm6a-lr,DE27A,2016,Mar-Jul,1362.143,54.734,11.374,889.656
ipsl-cm6a-lr,DE27A,2017,Apr-Aug,1938.256,156.223,4.449,865.871
ipsl-cm6a-lr,DE27A,2017,Mar-Jul,1553.417,101.707,5.424,826.373
ipsl-cm6a-lr,DE27A,2018,Apr-Aug,2142.091,172.457,0.738,424.68
ipsl-cm6a-lr,DE27A,2018,Mar-Jul,1645.783,84.424,10.863,397.477
ipsl-cm6a-lr,DE27A,2019,Apr-Aug,1867.067,169.661,3.113,747.654
ipsl-cm6a-lr,DE27A,2019,Mar-Jul,1457.585,136.576,5.663,683.92
ipsl-cm6a-lr,DE27A,2020,Apr-Aug,1911.401,92.911,3.225,672.219
ipsl-cm6a-lr,DE27A,2020,Mar-Jul,1470.502,40.988,12,572.26
ipsl-cm6a-lr,DE27A,2021,Apr-Aug,1680.316,80.368,10.437,886.51
ipsl-cm6a-lr,DE27A,2021,Mar-Jul,1304.498,58.297,20.724,775.437
ipsl-cm6a-lr,DE27A,2022,Apr-Aug,2004.712,174.857,6.612,607.84
ipsl-cm6a-lr,DE27A,2022,Mar-Jul,1577.246,124.974,20.637,476.689
ipsl-cm6a-lr,DE27A,2023,Apr-Aug,1938.438,176.87,3.812,874.898
ipsl-cm6a-lr,DE27A,2023,Mar-Jul,1526.465,98.119,9.149,759.647
ipsl-cm6a-lr,DE27B,1989,Apr-Aug,1499.977,19.553,0.485,671.635
ipsl-cm6a-lr,DE27B,1989,Mar-Jul,1178.037,7.769,3.021,589.891
ipsl-cm6a-lr,DE27B,1990,Apr-Aug,1526.8,30.528,3.825,701.656
ipsl-cm6a-lr,DE27B,1990,Mar-Jul,1173.908,14.938,8.654,672.73
ipsl-cm6a-lr,DE27B,1991,Apr-Aug,1423.43,34.935,10.235,670.39
ipsl-cm6a-lr,DE27B,1991,Mar-Jul,1056.24,20.763,16.229,691.405
ipsl-cm6a-lr,DE27B,1992,Apr-Aug,1711.859,84.864,9.333,571.3
ipsl-cm6a-lr,DE27B,1992,Mar-Jul,1220.564,20.887,17.315,624.675
ipsl-cm6a-lr,DE27B,1993,Apr-Aug,1597.137,35.649,2.361,873.303
ipsl-cm6a-lr,DE27B,1993,Mar-Jul,1231.072,16.575,20.943,773.503
ipsl-cm6a-lr,DE27B,1994,Apr-Aug,1681.044,103.907,8.032,654.187
ipsl-cm6a-lr,DE27B,1994,Mar-Jul,1323.226,67.853,10.951,655.481
ipsl-cm6a-lr,DE27B,1995,Apr-Aug,1540.174,51.961,4.619,823.018
ipsl-cm6a-lr,DE27B,1995,Mar-Jul,1147.059,41.427,26.502,756.125
ipsl-cm6a-lr,DE27B,1996,Apr-Aug,1483.818,27.256,10.197,669.067
ipsl-cm6a-lr,DE27B,1996,Mar-Jul,1111.524,22.292,32.259,571.316
ipsl-cm6a-lr,DE27B,1997,Apr-Aug,1491.904,18.152,17.004,639.435
ipsl-cm6a-lr,DE27B,1997,Mar-Jul,1108.637,3.32,20.531,675.566
ipsl-cm6a-lr,DE27B,1998,Apr-Aug,1605.48,74.233,6.137,539.787
ipsl-cm6a-lr,DE27B,1998,Mar-Jul,1216.719,40.462,20.525,587.463
ipsl-cm6a-lr,DE27B,1999,Apr-Aug,1553.145,28.703,5.483,880.918
ipsl-cm6a-lr,DE27B,1999,Mar-Jul,1181.959,22.977,12.529,857.677
ipsl-cm6a-lr,DE27B,2000,Apr-Aug,1644.138,55.6,5.147,763.087
ipsl-cm6a-lr,DE27B,2000,Mar-Jul,1225.084,27.653,13.708,763.14
ipsl-cm6a-lr,DE27B,2001,Apr-Aug,1576.314,51.15,8.249,673.55
ipsl-cm6a-lr,DE27B,2001,Mar-Jul,1183.33,23.068,13.401,729.529
ipsl-cm6a-lr,DE27B,2002,Apr-Aug,1607.675,58.018,7.956,820.334
ipsl-cm6a-lr,DE27B,2002,Mar-Jul,1258.583,52.585,19.284,688.328
ipsl-cm6a-lr,DE27B,2003,Apr-Aug,1913.865,176.389,10.38,505.621
ipsl-cm6a-lr,DE27B,2003,Mar-Jul,1429.225,88.036,23.676,471.124
ipsl-cm6a-lr,DE27B,2004,Apr-Aug,1493.793,39.829,2.733,593.128
ipsl-cm6a-lr,DE27B,2004,Mar-Jul,1087.796,19.112,18.88,584.468
ipsl-cm6a-lr,DE27B,2005,Apr-Aug,1533.406,58.667,5.705,764.481
ipsl-cm6a-lr,DE27B,2005,Mar-Jul,1241.616,57.854,19.135,604.555
ipsl-cm6a-lr,DE27B,2006,Apr-Aug,1604.563,97.815,6.82,696.531
ipsl-cm6a-lr,DE27B,2006,Mar-Jul,1302.804,97.438,26.274,663.38
ipsl-cm6a-lr,DE27B,2007,Apr-Aug,1706.848,45.098,3.244,776.341
ipsl-cm6a-lr,DE27B,2007,Mar-Jul,1345.567,37.363,13.878,700.304
ipsl-cm6a-lr,DE27B,2008,Apr-Aug,1623.546,48.611,3.786,701.706
ipsl-cm6a-lr,DE27B,2008,Mar-Jul,1234.949,38.812,19.494,699.1
ipsl-cm6a-lr,DE27B,2009,Apr-Aug,1716.734,52.883,0.027,594.783
ipsl-cm6a-lr,DE27B,2009,Mar-Jul,1249.227,24.502,14.711,641.085
ipsl-cm6a-lr,DE27B,2010,Apr-Aug,1521.639,68.923,8.602,864.25
ipsl-cm6a-lr,DE27B,2010,Mar-Jul,1186.533,58.758,22.744,677.036
ipsl-cm6a-lr,DE27B,2011,Apr-Aug,1652.835,61.378,5.531,705.849
ipsl-cm6a-lr,DE27B,2011,Mar-Jul,1247.096,17.12,19.978,645.9
ipsl-cm6a-lr,DE27B,2012,Apr-Aug,1681.598,75.623,8.184,674.338
ipsl-cm6a-lr,DE27B,2012,Mar-Jul,1285.005,41.317,16.797,510.676
ipsl-cm6a-lr,DE27B,2013,Apr-Aug,1576.868,100.512,7.364,612.101
ipsl-cm6a-lr,DE27B,2013,Mar-Jul,1154.966,67.988,28.167,548.031
ipsl-cm6a-lr,DE27B,2014,Apr-Aug,1539.561,43.439,2.789,702.175
ipsl-cm6a-lr,DE27B,2014,Mar-Jul,1231.268,40.933,14.962,624.008
ipsl-cm6a-lr,DE27B,2015,Apr-Aug,1798.837,164.73,11.45,633.603
ipsl-cm6a-lr,DE27B,2015,Mar-Jul,1334.197,86.882,24.508,623.64
ipsl-cm6a-lr,DE27B,2016,Apr-Aug,1642.639,49.029,5.323,798.044
ipsl-cm6a-lr,DE27B,2016,Mar-Jul,1218.539,30.294,21.24,721.941
ipsl-cm6a-lr,DE27B,2017,Apr-Aug,1758.676,99.69,8.245,768.691
ipsl-cm6a-lr,DE27B,2017,Mar-Jul,1369.765,60.914,12.86,711.6
ipsl-cm6a-lr,DE27B,2018,Apr-Aug,1938.982,89.941,1.313,454.099
ipsl-cm6a-lr,DE27B,2018,Mar-Jul,1456.47,30.744,13.813,398.377
ipsl-cm6a-lr,DE27B,2019,Apr-Aug,1702.478,110.191,1.748,697.434
ipsl-cm6a-lr,DE27B,2019,Mar-Jul,1300.338,90.786,8.102,628.611
ipsl-cm6a-lr,DE27B,2020,Apr-Aug,1687.791,50.919,5.416,673.929
ipsl-cm6a-lr,DE27B,2020,Mar-Jul,1265.484,18.605,18.534,571.725
ipsl-cm6a-lr,DE27B,2021,Apr-Aug,1500.659,43.707,13.32,802.447
ipsl-cm6a-lr,DE27B,2021,Mar-Jul,1150.869,27.54,29.109,698.225
ipsl-cm6a-lr,DE27B,2022,Apr-Aug,1824.145,95.517,10.234,599.414
ipsl-cm6a-lr,DE27B,2022,Mar-Jul,1411.769,72.436,23.768,487.811
ipsl-cm6a-lr,DE27B,2023,Apr-Aug,1716.53,118.647,5.27,739.696
ipsl-cm6a-lr,DE27B,2023,Mar-Jul,1319.85,59.536,15.789,606.559
ipsl-cm6a-lr,DE27C,1989,Apr-Aug,1613.311,34.797,0.569,596.963
ipsl-cm6a-lr,DE27C,1989,Mar-Jul,1282.062,15.135,1.569,533.771
ipsl-cm6a-lr,DE27C,1990,Apr-Aug,1641.498,62.213,1,501.452
ipsl-cm6a-lr,DE27C,1990,Mar-Jul,1266.68,26.253,5.206,491.762
ipsl-cm6a-lr,DE27C,1991,Apr-Aug,1563.618,58.551,8.555,595.087
ipsl-cm6a-lr,DE27C,1991,Mar-Jul,1175.4,31.718,13.285,606.221
ipsl-cm6a-lr,DE27C,1992,Apr-Aug,1840.147,124.779,4.357,456.965
ipsl-cm6a-lr,DE27C,1992,Mar-Jul,1337.829,30.892,7.807,483.473
ipsl-cm6a-lr,DE27C,1993,Apr-Aug,1734.585,55.358,1.339,670.383
ipsl-cm6a-lr,DE27C,1993,Mar-Jul,1355.342,25.733,17.778,587.805
ipsl-cm6a-lr,DE27C,1994,Apr-Aug,1821.002,148.295,3.022,624.323
ipsl-cm6a-lr,DE27C,1994,Mar-Jul,1460.634,96.41,5.022,606.577
ipsl-cm6a-lr,DE27C,1995,Apr-Aug,1696.825,86.096,1.579,657.586
ipsl-cm6a-lr,DE27C,1995,Mar-Jul,1274.703,62.759,17.307,621.307
ipsl-cm6a-lr,DE27C,1996,Apr-Aug,1620.034,45.162,8.896,531.196
ipsl-cm6a-lr,DE27C,1996,Mar-Jul,1221.947,34.115,28.666,417.151
ipsl-cm6a-lr,DE27C,1997,Apr-Aug,1616.161,47.11,12.834,440.248
ipsl-cm6a-lr,DE27C,1997,Mar-Jul,1214.694,6.948,13.87,468.26
ipsl-cm6a-lr,DE27C,1998,Apr-Aug,1761.443,111.129,3.432,394.717
ipsl-cm6a-lr,DE27C,1998,Mar-Jul,1359.956,57.486,13.325,440.039
ipsl-cm6a-lr,DE27C,1999,Apr-Aug,1690.565,45.654,2.072,660.462
ipsl-cm6a-lr,DE27C,1999,Mar-Jul,1306.29,32.317,6.206,656.775
ipsl-cm6a-lr,DE27C,2000,Apr-Aug,1746.503,78.97,3.555,616.906
ipsl-cm6a-lr,DE27C,2000,Mar-Jul,1324.264,37.531,8.83,611.961
ipsl-cm6a-lr,DE27C,2001,Apr-Aug,1689.08,77.038,3.735,506.28
ipsl-cm6a-lr,DE27C,2001,Mar-Jul,1293.173,32.931,7.11,591.193
ipsl-cm6a-lr,DE27C,2002,Apr-Aug,1722.124,74.507,6.905,755.283
ipsl-cm6a-lr,DE27C,2002,Mar-Jul,1354.924,62.681,17.36,596.82
ipsl-cm6a-lr,DE27C,2003,Apr-Aug,2022.995,231.48,9.124,405.57
ipsl-cm6a-lr,DE27C,2003,Mar-Jul,1524.254,105.87,20.726,381.92
ipsl-cm6a-lr,DE27C,2004,Apr-Aug,1612.141,67.084,2.415,467.684
ipsl-cm6a-lr,DE27C,2004,Mar-Jul,1190.747,29.237,17.053,461.33
ipsl-cm6a-lr,DE27C,2005,Apr-Aug,1666.389,78.216,4.757,627.406
ipsl-cm6a-lr,DE27C,2005,Mar-Jul,1362.515,75.266,17.632,541.64
ipsl-cm6a-lr,DE27C,2006,Apr-Aug,1736.834,136.06,5.247,574.799
ipsl-cm6a-lr,DE27C,2006,Mar-Jul,1419.127,134.511,24.032,562.477
ipsl-cm6a-lr,DE27C,2007,Apr-Aug,1818.331,68.036,3.936,687.981
ipsl-cm6a-lr,DE27C,2007,Mar-Jul,1447.286,54.436,10.759,603.892
ipsl-cm6a-lr,DE27C,2008,Apr-Aug,1741.3,73.484,2,591.231
ipsl-cm6a-lr,DE27C,2008,Mar-Jul,1344.284,56.77,15.485,556.714
ipsl-cm6a-lr,DE27C,2009,Apr-Aug,1829.603,74.823,0.246,477.738
ipsl-cm6a-lr,DE27C,2009,Mar-Jul,1351.312,31.305,11.012,520.137
ipsl-cm6a-lr,DE27C,2010,Apr-Aug,1636.677,95.743,7.427,675.693
ipsl-cm6a-lr,DE27C,2010,Mar-Jul,1288.78,79.879,19.55,537.015
ipsl-cm6a-lr,DE27C,2011,Apr-Aug,1755.012,86.475,6.442,530.193
ipsl-cm6a-lr,DE27C,2011,Mar-Jul,1338.85,27.869,19.874,485.495
ipsl-cm6a-lr,DE27C,2012,Apr-Aug,1777.763,101.08,5.856,530.218
ipsl-cm6a-lr,DE27C,2012,Mar-Jul,1373.558,51.38,13.613,389.9
ipsl-cm6a-lr,DE27C,2013,Apr-Aug,1688.919,133.067,5.274,488.275
ipsl-cm6a-lr,DE27C,2013,Mar-Jul,1244.351,84.678,24.737,449.375
ipsl-cm6a-lr,DE27C,2014,Apr-Aug,1673.345,65.012,2,547.858
ipsl-cm6a-lr,DE27C,2014,Mar-Jul,1351.44,59.554,14.355,466.823
ipsl-cm6a-lr,DE27C,2015,Apr-Aug,1898.627,213.08,10.216,535.505
ipsl-cm6a-lr,DE27C,2015,Mar-Jul,1420.562,109.57,24.292,530.93
ipsl-cm6a-lr,DE27C,2016,Apr-Aug,1732.718,73.175,3.339,690.664
ipsl-cm6a-lr,DE27C,2016,Mar-Jul,1297.584,40.858,16.711,631.334
ipsl-cm6a-lr,DE27C,2017,Apr-Aug,1850.122,135.839,6.193,620.326
ipsl-cm6a-lr,DE27C,2017,Mar-Jul,1465.318,81.423,10.515,542.161
ipsl-cm6a-lr,DE27C,2018,Apr-Aug,2047.285,142.961,1.215,355.367
ipsl-cm6a-lr,DE27C,2018,Mar-Jul,1557.824,51.188,13.037,333.403
ipsl-cm6a-lr,DE27C,2019,Apr-Aug,1791.571,142.69,2.27,553.391
ipsl-cm6a-lr,DE27C,2019,Mar-Jul,1388.439,108.89,6.449,495.19
ipsl-cm6a-lr,DE27C,2020,Apr-Aug,1784.036,78.199,6.12,527.13
ipsl-cm6a-lr,DE27C,2020,Mar-Jul,1350.672,28.769,19.96,438.469
ipsl-cm6a-lr,DE27C,2021,Apr-Aug,1594.471,57.366,14.458,712.971
ipsl-cm6a-lr,DE27C,2021,Mar-Jul,1228.94,34.736,26.853,628.715
ipsl-cm6a-lr,DE27C,2022,Apr-Aug,1928.411,145.592,8.644,510.217
ipsl-cm6a-lr,DE27C,2022,Mar-Jul,1493.23,100.07,25.895,382.98
ipsl-cm6a-lr,DE27C,2023,Apr-Aug,1834.764,150.38,4.972,608.309
ipsl-cm6a-lr,DE27C,2023,Mar-Jul,1430.842,72.167,11.978,487.834
ipsl-cm6a-lr,DE27D,1989,Apr-Aug,1680.515,49.453,0.004,400.087
ipsl-cm6a-lr,DE27D,1989,Mar-Jul,1348.207,19.123,1.838,355.135
ipsl-cm6a-lr,DE27D,1990,Apr-Aug,1702.417,88.476,1.697,308.426
ipsl-cm6a-lr,DE27D,1990,Mar-Jul,1314.468,23.286,4.639,304.227
ipsl-cm6a-lr,DE27D,1991,Apr-Aug,1619.652,67.005,7.363,349.421
ipsl-cm6a-lr,DE27D,1991,Mar-Jul,1212.617,27.052,12.703,356.126
ipsl-cm6a-lr,DE27D,1992,Apr-Aug,1903.469,137.686,2.588,321.593
ipsl-cm6a-lr,DE27D,1992,Mar-Jul,1401.312,35.322,5.813,351.84
ipsl-cm6a-lr,DE27D,1993,Apr-Aug,1811.394,65.202,1.004,407.706
ipsl-cm6a-lr,DE27D,1993,Mar-Jul,1424.814,30.128,17.743,364.279
ipsl-cm6a-lr,DE27D,1994,Apr-Aug,1903.069,166.287,2.838,483.401
ipsl-cm6a-lr,DE27D,1994,Mar-Jul,1525.425,110.682,3.366,488.106
ipsl-cm6a-lr,DE27D,1995,Apr-Aug,1773.761,107.804,1.524,380.156
ipsl-cm6a-lr,DE27D,1995,Mar-Jul,1327.611,63.934,11.366,408.323
ipsl-cm6a-lr,DE27D,1996,Apr-Aug,1685.026,49.782,6.165,405.074
ipsl-cm6a-lr,DE27D,1996,Mar-Jul,1264.306,37.287,23.329,318.669
ipsl-cm6a-lr,DE27D,1997,Apr-Aug,1703.468,69.761,10.581,314.811
ipsl-cm6a-lr,DE27D,1997,Mar-Jul,1274.253,13.278,11.699,337.957
ipsl-cm6a-lr,DE27D,1998,Apr-Aug,1814.338,128.711,2.479,292.61
ipsl-cm6a-lr,DE27D,1998,Mar-Jul,1411.996,56.494,11.022,306.427
ipsl-cm6a-lr,DE27D,1999,Apr-Aug,1801.687,61.746,0.177,418.656
ipsl-cm6a-lr,DE27D,1999,Mar-Jul,1405.758,37.175,3.811,418.015
ipsl-cm6a-lr,DE27D,2000,Apr-Aug,1856.342,104.503,3.502,349.706
ipsl-cm6a-lr,DE27D,2000,Mar-Jul,1426.319,53.086,8.066,386.768
ipsl-cm6a-lr,DE27D,2001,Apr-Aug,1805.558,109.448,2.665,302.393
ipsl-cm6a-lr,DE27D,2001,Mar-Jul,1388.68,50.859,5.888,404.531
ipsl-cm6a-lr,DE27D,2002,Apr-Aug,1823.645,82.617,3.793,445.309
ipsl-cm6a-lr,DE27D,2002,Mar-Jul,1424.145,61.316,12.89,424.019
ipsl-cm6a-lr,DE27D,2003,Apr-Aug,2148.724,280.069,6.435,225.233
ipsl-cm6a-lr,DE27D,2003,Mar-Jul,1635.118,117.882,16.247,211.131
ipsl-cm6a-lr,DE27D,2004,Apr-Aug,1732.696,93.011,1.429,321.042
ipsl-cm6a-lr,DE27D,2004,Mar-Jul,1303.013,35.445,16.842,291.972
ipsl-cm6a-lr,DE27D,2005,Apr-Aug,1774.433,88.19,2.15,467.473
ipsl-cm6a-lr,DE27D,2005,Mar-Jul,1443.932,81.288,14.604,408.606
ipsl-cm6a-lr,DE27D,2006,Apr-Aug,1815.572,134.045,3.775,405.518
ipsl-cm6a-lr,DE27D,2006,Mar-Jul,1479.49,130.28,22.631,368.665
ipsl-cm6a-lr,DE27D,2007,Apr-Aug,1898.874,73.244,1.013,465.239
ipsl-cm6a-lr,DE27D,2007,Mar-Jul,1532.738,56.436,2.446,413.966
ipsl-cm6a-lr,DE27D,2008,Apr-Aug,1820.087,79.784,2,367.912
ipsl-cm6a-lr,DE27D,2008,Mar-Jul,1417.581,57.767,11.315,376.495
ipsl-cm6a-lr,DE27D,2009,Apr-Aug,1896.492,80.529,0.004,371.49
ipsl-cm6a-lr,DE27D,2009,Mar-Jul,1415.264,26.382,3.899,433.779
ipsl-cm6a-lr,DE27D,2010,Apr-Aug,1736.655,110.195,3.752,419.832
ipsl-cm6a-lr,DE27D,2010,Mar-Jul,1390.722,90.552,14.79,336.761
ipsl-cm6a-lr,DE27D,2011,Apr-Aug,1850.441,88.842,3.011,339.13
ipsl-cm6a-lr,DE27D,2011,Mar-Jul,1432.023,28.45,15.476,301.733
ipsl-cm6a-lr,DE27D,2012,Apr-Aug,1865.931,112.743,4.793,320.86
ipsl-cm6a-lr,DE27D,2012,Mar-Jul,1461.153,53.479,10.749,255.779
ipsl-cm6a-lr,DE27D,2013,Apr-Aug,1774.857,132.887,5.788,400.062
ipsl-cm6a-lr,DE27D,2013,Mar-Jul,1320.543,84.358,25.128,345.722
ipsl-cm6a-lr,DE27D,2014,Apr-Aug,1803.88,69.835,1.306,387.236
ipsl-cm6a-lr,DE27D,2014,Mar-Jul,1499.329,61.469,4.628,287.879
ipsl-cm6a-lr,DE27D,2015,Apr-Aug,1966.131,248.887,5.555,259.253
ipsl-cm6a-lr,DE27D,2015,Mar-Jul,1473.85,114.741,15.035,259.095
ipsl-cm6a-lr,DE27D,2016,Apr-Aug,1806.783,88.443,2.031,395.804
ipsl-cm6a-lr,DE27D,2016,Mar-Jul,1359.691,43.096,11.847,395.432
ipsl-cm6a-lr,DE27D,2017,Apr-Aug,1890.059,138.568,5.013,451.339
ipsl-cm6a-lr,DE27D,2017,Mar-Jul,1511.58,84.542,7.658,397.956
