model,NUTS_ID,year,window,gdd,heat,frost,precip
ec-earth3,AL021,1993,Mar-Jul,1696.782,135.122,12.568,242.422
ec-earth3,AL021,1994,Apr-Aug,2282.487,317.952,0.086,143.387
ec-earth3,AL021,1994,Mar-Jul,1795.727,155.198,2.666,142.067
ec-earth3,AL021,1995,Apr-Aug,2091.906,165.176,3.6,216.397
ec-earth3,AL021,1995,Mar-Jul,1617.947,115.027,11.737,270.801
ec-earth3,AL021,1996,Apr-Aug,2238.227,207.301,1.625,118.306
ec-earth3,AL021,1996,Mar-Jul,1690.313,113.249,12.141,228.602
ec-earth3,AL021,1997,Apr-Aug,2096.537,187.066,7.319,78.748
ec-earth3,AL021,1997,Mar-Jul,1627.602,130.968,16.842,101.973
ec-earth3,AL021,1998,Apr-Aug,2297.07,335.45,0.011,143.272
ec-earth3,AL021,1998,Mar-Jul,1722.239,168.605,14.579,141.604
ec-earth3,AL021,1999,Apr-Aug,2316.647,251.924,0.002,133.634
ec-earth3,AL021,1999,Mar-Jul,1787.335,112.211,7.309,192.469
ec-earth3,AL021,2000,Apr-Aug,2342.987,251.68,0.94,105.121
ec-earth3,AL021,2000,Mar-Jul,1806.003,128.357,14.038,159.279
ec-earth3,AL021,2001,Apr-Aug,2438.723,317.17,1.191,174.412
ec-earth3,AL021,2001,Mar-Jul,2003.339,155.943,1.307,203.607
ec-earth3,AL021,2002,Apr-Aug,2367.567,166.741,0.158,205.955
ec-earth3,AL021,2002,Mar-Jul,1954.119,127.17,1.984,222.047
ec-earth3,AL021,2003,Apr-Aug,2534.272,354.312,3.494,101.781
ec-earth3,AL021,2003,Mar-Jul,1960.787,200.772,15.59,94.222
ec-earth3,AL021,2004,Apr-Aug,2224.277,159.877,0,211.499
ec-earth3,AL021,2004,Mar-Jul,1759.491,97.717,5.898,320.164
ec-earth3,AL021,2005,Apr-Aug,2323.576,160.436,2.134,76.243
ec-earth3,AL021,2005,Mar-Jul,1858.582,99.231,11.201,137.542
ec-earth3,AL021,2006,Apr-Aug,2284.324,194.242,0,166.547
ec-earth3,AL021,2006,Mar-Jul,1803.624,123.992,4.496,258.296
ec-earth3,AL021,2007,Apr-Aug,2486.638,354.317,0,102.086
ec-earth3,AL021,2007,Mar-Jul,1984.764,220.539,0.194,214.079
ec-earth3,AL021,2008,Apr-Aug,2392.317,299.84,0,136.771
ec-earth3,AL021,2008,Mar-Jul,1880.956,163.472,0.575,266.444
ec-earth3,AL021,2009,Apr-Aug,2364.757,212.072,0,187.082
ec-earth3,AL021,2009,Mar-Jul,1834.469,109.343,8.592,282.713
ec-earth3,AL021,2010,Apr-Aug,2343.243,225.483,0.002,127.391
ec-earth3,AL021,2010,Mar-Jul,1823.586,101.606,6.245,225.867
ec-earth3,AL021,2011,Apr-Aug,2315.15,304.68,0.508,117.939
ec-earth3,AL021,2011,Mar-Jul,1793.368,130.637,8.803,169.771
ec-earth3,AL021,2012,Apr-Aug,2422.729,487.199,1.485,209.271
ec-earth3,AL021,2012,Mar-Jul,1893.289,293.327,7.493,230.177
ec-earth3,AL021,2013,Apr-Aug,2402.309,307.278,0,194.442
ec-earth3,AL021,2013,Mar-Jul,1894.874,159.719,3.871,360.103
ec-earth3,AL021,2014,Apr-Aug,2189.057,239.564,0.123,263.977
ec-earth3,AL021,2014,Mar-Jul,1711.23,108.376,1.82,321.605
ec-earth3,AL021,2015,Apr-Aug,2387.126,390.808,1.609,125.8
ec-earth3,AL021,2015,Mar-Jul,1835.498,229.093,8.919,229.362
ec-earth3,AL021,2016,Apr-Aug,2407.003,310.298,0,232.404
ec-earth3,AL021,2016,Mar-Jul,1920.235,191.519,0.993,332.327
ec-earth3,AL021,2017,Apr-Aug,2452.834,467.523,1.056,128.058
ec-earth3,AL021,2017,Mar-Jul,1974.504,259.22,1.378,191.491
ec-earth3,AL021,2018,Apr-Aug,2509.671,277.345,0,242.121
ec-earth3,AL021,2018,Mar-Jul,2037.69,148.312,2.184,447.655
ec-earth3,AL021,2019,Apr-Aug,2374.975,404.248,0,245.742
ec-earth3,AL021,2019,Mar-Jul,1876.139,207.952,2.083,265.676
ec-earth3,AL021,2020,Apr-Aug,2341.19,357.231,1.532,145.871
ec-earth3,AL021,2020,Mar-Jul,1834.193,194.516,5.274,232.427
ec-earth3,AL021,2021,Apr-Aug,2426.226,519.03,3.252,122.816
ec-earth3,AL021,2021,Mar-Jul,1836.954,299.209,14.545,206.069
ec-earth3,AL021,2022,Apr-Aug,2489.609,489.18,0.89,159.904
ec-earth3,AL021,2022,Mar-Jul,1932.153,329.039,16.679,179.431
ec-earth3,AL021,2023,Apr-Aug,2339.935,421.488,0.658,212.258
ec-earth3,AL021,2023,Mar-Jul,1852.891,256.079,3.589,313.938
ec-earth3,AL022,1989,Apr-Aug,2357.188,186.132,0,257.609
ec-earth3,AL022,1989,Mar-Jul,1971.108,86.351,0.142,274.52
ec-earth3,AL022,1990,Apr-Aug,2446.681,280.254,0,157.993
ec-earth3,AL022,1990,Mar-Jul,2053.878,165.373,1.612,148.713
ec-earth3,AL022,1991,Apr-Aug,2258.768,297.024,0.142,191.485
ec-earth3,AL022,1991,Mar-Jul,1828.52,182.006,1.18,237.489
ec-earth3,AL022,1992,Apr-Aug,2438.621,373.828,0,204.17
ec-earth3,AL022,1992,Mar-Jul,1886.618,137.745,5.61,241.14
ec-earth3,AL022,1993,Apr-Aug,2486.009,422.238,0.598,103.062
ec-earth3,AL022,1993,Mar-Jul,1952.514,200.673,5.834,258.431
ec-earth3,AL022,1994,Apr-Aug,2514.728,479.916,0,151.326
ec-earth3,AL022,1994,Mar-Jul,2037.276,259.043,1.477,142.676
ec-earth3,AL022,1995,Apr-Aug,2357.581,300.558,1.606,227.649
ec-earth3,AL022,1995,Mar-Jul,1865.98,197.731,4.787,293.796
ec-earth3,AL022,1996,Apr-Aug,2485.232,322.748,0.43,142.708
ec-earth3,AL022,1996,Mar-Jul,1939.58,177.457,6.934,287.166
ec-earth3,AL022,1997,Apr-Aug,2352.959,322.164,2.757,70.614
ec-earth3,AL022,1997,Mar-Jul,1892.814,209.019,5.966,97.676
ec-earth3,AL022,1998,Apr-Aug,2498.387,455.237,0,137.634
ec-earth3,AL022,1998,Mar-Jul,1938.246,236.558,6.874,131.795
ec-earth3,AL022,1999,Apr-Aug,2525.815,390.059,0,128.459
ec-earth3,AL022,1999,Mar-Jul,2019.817,191.586,2.616,172.318
ec-earth3,AL022,2000,Apr-Aug,2594.124,339.939,0.284,83.836
ec-earth3,AL022,2000,Mar-Jul,2063.416,179.825,7.142,140.504
ec-earth3,AL022,2001,Apr-Aug,2673.637,464.253,0.426,148.267
ec-earth3,AL022,2001,Mar-Jul,2268.322,242.306,0.568,188.401
ec-earth3,AL022,2002,Apr-Aug,2628.911,266.507,0.142,145.622
ec-earth3,AL022,2002,Mar-Jul,2226.946,196.859,0.709,160.3
ec-earth3,AL022,2003,Apr-Aug,2811.661,532.374,1.884,71.606
ec-earth3,AL022,2003,Mar-Jul,2271.317,319.901,6.297,69.336
ec-earth3,AL022,2004,Apr-Aug,2505.065,245.352,0,186.743
ec-earth3,AL022,2004,Mar-Jul,2050.366,148.934,2.909,305.21
ec-earth3,AL022,2005,Apr-Aug,2556.186,254.58,0.572,66.14
ec-earth3,AL022,2005,Mar-Jul,2096.23,162.626,6.394,133.882
ec-earth3,AL022,2006,Apr-Aug,2495.947,296.939,0,155.999
ec-earth3,AL022,2006,Mar-Jul,2038.208,201.552,1.892,252.063
ec-earth3,AL022,2007,Apr-Aug,2679.064,463.026,0,68.001
ec-earth3,AL022,2007,Mar-Jul,2221.332,294.59,0,169.965
ec-earth3,AL022,2008,Apr-Aug,2572.637,416.239,0,158.107
ec-earth3,AL022,2008,Mar-Jul,2092.807,237.816,0.142,292.725
ec-earth3,AL022,2009,Apr-Aug,2597.291,329.396,0,162.548
ec-earth3,AL022,2009,Mar-Jul,2071.708,171.904,3.014,259.779
ec-earth3,AL022,2010,Apr-Aug,2538.056,319.05,0,120.666
ec-earth3,AL022,2010,Mar-Jul,2038.282,161.485,3.082,220.927
ec-earth3,AL022,2011,Apr-Aug,2542.276,392.03,0.142,92.987
ec-earth3,AL022,2011,Mar-Jul,2036.086,184.68,4.908,151.098
ec-earth3,AL022,2012,Apr-Aug,2625.475,593.8,0.426,189.218
ec-earth3,AL022,2012,Mar-Jul,2126.781,360.952,2.277,212.356
ec-earth3,AL022,2013,Apr-Aug,2611.512,419.721,0,193.175
ec-earth3,AL022,2013,Mar-Jul,2122.444,225.197,1.595,366.387
ec-earth3,AL022,2014,Apr-Aug,2435.911,332.164,0.142,252.541
ec-earth3,AL022,2014,Mar-Jul,1977.7,172.312,0.709,306.164
ec-earth3,AL022,2015,Apr-Aug,2607.971,535.061,0.739,102.644
ec-earth3,AL022,2015,Mar-Jul,2085.61,315.267,2.891,198.793
ec-earth3,AL022,2016,Apr-Aug,2626.207,449.727,0,193.895
ec-earth3,AL022,2016,Mar-Jul,2156.961,270.757,0.567,306.001
ec-earth3,AL022,2017,Apr-Aug,2669.191,607.055,0.286,106.884
ec-earth3,AL022,2017,Mar-Jul,2220.553,345.842,0.57,145.968
ec-earth3,AL022,2018,Apr-Aug,2774.907,457.497,0,164.755
ec-earth3,AL022,2018,Mar-Jul,2306.899,256.08,1.709,390.795
ec-earth3,AL022,2019,Apr-Aug,2605.098,525.017,0,232.705
ec-earth3,AL022,2019,Mar-Jul,2138.938,291.17,1.023,246.929
ec-earth3,AL022,2020,Apr-Aug,2560.868,479.604,0.741,97.728
ec-earth3,AL022,2020,Mar-Jul,2075.973,261.146,1.9,177.062
ec-earth3,AL022,2021,Apr-Aug,2609.67,609.538,1.307,102.227
ec-earth3,AL022,2021,Mar-Jul,2050.621,359.982,5.961,184.969
ec-earth3,AL022,2022,Apr-Aug,2710.123,636.478,0.284,119.874
ec-earth3,AL022,2022,Mar-Jul,2152.186,424.556,8.762,151.631
ec-earth3,AL022,2023,Apr-Aug,2573.681,533.408,0.426,166.952
ec-earth3,AL022,2023,Mar-Jul,2110.347,327.728,1.449,258.634
ec-earth3,AL031,1989,Apr-Aug,2201.546,150.173,0,219.686
ec-earth3,AL031,1989,Mar-Jul,1792.541,68.077,0.922,235.358
ec-earth3,AL031,1990,Apr-Aug,2260.831,217.339,0,132.379
ec-earth3,AL031,1990,Mar-Jul,1856.205,126.299,2.925,127.684
ec-earth3,AL031,1991,Apr-Aug,2078.575,185.195,0,198.362
ec-earth3,AL031,1991,Mar-Jul,1653.996,115.704,0.807,261.702
ec-earth3,AL031,1992,Apr-Aug,2267.197,253.155,0.156,203.737
ec-earth3,AL031,1992,Mar-Jul,1697.449,81.084,9.171,242.455
ec-earth3,AL031,1993,Apr-Aug,2319.1,304.105,1.262,106.825
ec-earth3,AL031,1993,Mar-Jul,1774.148,140.923,10.652,231.24
ec-earth3,AL031,1994,Apr-Aug,2385.873,336.749,0,123.106
ec-earth3,AL031,1994,Mar-Jul,1900.244,168.82,0.874,127.353
ec-earth3,AL031,1995,Apr-Aug,2195.888,181.758,1.777,196.408
ec-earth3,AL031,1995,Mar-Jul,1711.981,127.13,6.169,267.332
ec-earth3,AL031,1996,Apr-Aug,2321.98,221.973,0.719,121.521
ec-earth3,AL031,1996,Mar-Jul,1774.848,122.068,8.548,244.313
ec-earth3,AL031,1997,Apr-Aug,2199.542,208.568,5.116,85.919
ec-earth3,AL031,1997,Mar-Jul,1729.824,147.553,9.91,114.854
ec-earth3,AL031,1998,Apr-Aug,2411.833,356.974,0.156,117.229
ec-earth3,AL031,1998,Mar-Jul,1832.124,182.703,10.179,117.786
ec-earth3,AL031,1999,Apr-Aug,2436.746,279.169,0,105.455
ec-earth3,AL031,1999,Mar-Jul,1913.403,129.741,3.563,181.023
ec-earth3,AL031,2000,Apr-Aug,2459.371,277.493,0.468,92.695
ec-earth3,AL031,2000,Mar-Jul,1920.299,147.78,10.043,144.12
ec-earth3,AL031,2001,Apr-Aug,2529.098,336.505,0.719,159.096
ec-earth3,AL031,2001,Mar-Jul,2094.306,171.597,0.719,193.465
ec-earth3,AL031,2002,Apr-Aug,2471.198,191.898,0,192.853
ec-earth3,AL031,2002,Mar-Jul,2054.516,143.452,0.874,214.656
ec-earth3,AL031,2003,Apr-Aug,2655.931,389.005,2.824,91.459
ec-earth3,AL031,2003,Mar-Jul,2080.745,228.827,9.513,85.078
ec-earth3,AL031,2004,Apr-Aug,2352.136,182.34,0,188.882
ec-earth3,AL031,2004,Mar-Jul,1877.397,112.184,3.887,298.31
ec-earth3,AL031,2005,Apr-Aug,2410.798,164.069,1.268,59.063
ec-earth3,AL031,2005,Mar-Jul,1944.589,101.486,9.326,115.252
ec-earth3,AL031,2006,Apr-Aug,2378.948,212.146,0,126.967
ec-earth3,AL031,2006,Mar-Jul,1894.789,135.437,2.205,216.001
ec-earth3,AL031,2007,Apr-Aug,2553.61,349.004,0,84.01
ec-earth3,AL031,2007,Mar-Jul,2057.75,219.267,0.468,206.18
ec-earth3,AL031,2008,Apr-Aug,2492.117,311.865,0,99.627
ec-earth3,AL031,2008,Mar-Jul,1986.913,170.148,0.468,213.156
ec-earth3,AL031,2009,Apr-Aug,2451.786,214.249,0,160.379
ec-earth3,AL031,2009,Mar-Jul,1919.961,111.46,5.591,253.914
ec-earth3,AL031,2010,Apr-Aug,2439.158,235.372,0,104.445
ec-earth3,AL031,2010,Mar-Jul,1920.27,107.646,3.393,206.09
ec-earth3,AL031,2011,Apr-Aug,2412.831,331.399,0.156,98.046
ec-earth3,AL031,2011,Mar-Jul,1896.795,153.609,5.582,147.739
ec-earth3,AL031,2012,Apr-Aug,2521.414,540.776,0.468,194.905
ec-earth3,AL031,2012,Mar-Jul,1994.014,327.206,3.418,222.291
ec-earth3,AL031,2013,Apr-Aug,2523.97,359.178,0,192.129
ec-earth3,AL031,2013,Mar-Jul,2021.744,193.943,1.621,354.57
ec-earth3,AL031,2014,Apr-Aug,2285.873,289.728,0.156,266.685
ec-earth3,AL031,2014,Mar-Jul,1817.266,139.242,0.624,342.702
ec-earth3,AL031,2015,Apr-Aug,2464.664,416.147,1.232,137.971
ec-earth3,AL031,2015,Mar-Jul,1924.387,251.735,5.141,261.463
ec-earth3,AL031,2016,Apr-Aug,2477.142,340.518,0,265.733
ec-earth3,AL031,2016,Mar-Jul,1985.703,209.877,0.312,373.432
ec-earth3,AL031,2017,Apr-Aug,2516.588,492.439,0.156,136.455
ec-earth3,AL031,2017,Mar-Jul,2042.54,276.211,0.312,216.22
ec-earth3,AL031,2018,Apr-Aug,2575.459,292.861,0,274.957
ec-earth3,AL031,2018,Mar-Jul,2114.662,159.526,1.153,484.688
ec-earth3,AL031,2019,Apr-Aug,2449.834,429.99,0,269.054
ec-earth3,AL031,2019,Mar-Jul,1950.181,226.259,1.533,293.715
ec-earth3,AL031,2020,Apr-Aug,2417.368,377.844,0.766,154.52
ec-earth3,AL031,2020,Mar-Jul,1912.657,206.419,3.428,254.968
ec-earth3,AL031,2021,Apr-Aug,2500.363,547.99,1.893,109.854
ec-earth3,AL031,2021,Mar-Jul,1917.208,320.378,10.587,201.826
ec-earth3,AL031,2022,Apr-Aug,2552.423,508.665,0.312,154.836
ec-earth3,AL031,2022,Mar-Jul,1992.002,343.664,13.526,187.059
ec-earth3,AL031,2023,Apr-Aug,2387.431,434.535,0.407,214.058
ec-earth3,AL031,2023,Mar-Jul,1908.713,269.245,2.232,296.897
ec-earth3,AL032,1989,Apr-Aug,2599.1,266.799,0,206.468
ec-earth3,AL032,1989,Mar-Jul,2214.687,137.022,0,211.43
ec-earth3,AL032,1990,Apr-Aug,2683.377,353.668,0,111.259
ec-earth3,AL032,1990,Mar-Jul,2288.405,209.25,0.402,98.298
ec-earth3,AL032,1991,Apr-Aug,2536.231,361.557,0,146.562
ec-earth3,AL032,1991,Mar-Jul,2108.317,211.789,0.004,210.888
ec-earth3,AL032,1992,Apr-Aug,2689.799,437.36,0,168.615
ec-earth3,AL032,1992,Mar-Jul,2164.908,174.193,0.542,208.455
ec-earth3,AL032,1993,Apr-Aug,2716.66,483.187,0.038,75.156
ec-earth3,AL032,1993,Mar-Jul,2198.071,243.153,0.753,223.632
ec-earth3,AL032,1994,Apr-Aug,2771.916,570.09,0,108.65
ec-earth3,AL032,1994,Mar-Jul,2314.89,321.495,0,106.302
ec-earth3,AL032,1995,Apr-Aug,2636.041,382.394,0.042,186.699
ec-earth3,AL032,1995,Mar-Jul,2143.21,251.712,0.042,259.019
ec-earth3,AL032,1996,Apr-Aug,2723.118,394.837,0,117.096
ec-earth3,AL032,1996,Mar-Jul,2187.445,223.99,3.669,254.169
ec-earth3,AL032,1997,Apr-Aug,2626.769,411.484,0.038,51.809
ec-earth3,AL032,1997,Mar-Jul,2174.116,268.765,0.038,81.18
ec-earth3,AL032,1998,Apr-Aug,2743.276,530.79,0,101.684
ec-earth3,AL032,1998,Mar-Jul,2204.174,281.785,0.746,102.46
ec-earth3,AL032,1999,Apr-Aug,2786.046,480.68,0,86.977
ec-earth3,AL032,1999,Mar-Jul,2308.352,256.982,0,143.344
ec-earth3,AL032,2000,Apr-Aug,2835.158,432.96,0,56.07
ec-earth3,AL032,2000,Mar-Jul,2318.556,244.787,0.884,97.055
ec-earth3,AL032,2001,Apr-Aug,2869.966,545.215,0,124.786
ec-earth3,AL032,2001,Mar-Jul,2493.221,296.735,0,163.785
ec-earth3,AL032,2002,Apr-Aug,2863.605,362.989,0,122.436
ec-earth3,AL032,2002,Mar-Jul,2465.792,253.605,0,155.141
ec-earth3,AL032,2003,Apr-Aug,2999.555,653.103,0.468,63.068
ec-earth3,AL032,2003,Mar-Jul,2498.615,408.767,0.631,56.841
ec-earth3,AL032,2004,Apr-Aug,2747.994,329.996,0,156.061
ec-earth3,AL032,2004,Mar-Jul,2298.304,199.661,0.341,266.448
ec-earth3,AL032,2005,Apr-Aug,2767.959,311.579,0,39.602
ec-earth3,AL032,2005,Mar-Jul,2311.279,194.958,1.561,89.939
ec-earth3,AL032,2006,Apr-Aug,2720.34,379.745,0,109.698
ec-earth3,AL032,2006,Mar-Jul,2269.462,255.6,0.169,192.31
ec-earth3,AL032,2007,Apr-Aug,2855.173,522.049,0,50.275
ec-earth3,AL032,2007,Mar-Jul,2423.034,333.626,0,157.493
ec-earth3,AL032,2008,Apr-Aug,2800.018,497.24,0,90.816
ec-earth3,AL032,2008,Mar-Jul,2347.371,287.501,0,202.209
ec-earth3,AL032,2009,Apr-Aug,2817.993,390.184,0,117.972
ec-earth3,AL032,2009,Mar-Jul,2309.898,210.184,0,206.701
ec-earth3,AL032,2010,Apr-Aug,2768.295,386.378,0,74.845
ec-earth3,AL032,2010,Mar-Jul,2283.193,201.583,0.167,170.817
ec-earth3,AL032,2011,Apr-Aug,2774.123,535.433,0,61.391
ec-earth3,AL032,2011,Mar-Jul,2291.156,286.918,2.278,109.763
ec-earth3,AL032,2012,Apr-Aug,2853.521,730.979,0,170.534
ec-earth3,AL032,2012,Mar-Jul,2387.5,452.321,0,196.46
ec-earth3,AL032,2013,Apr-Aug,2901.483,568.701,0,193.011
ec-earth3,AL032,2013,Mar-Jul,2448.593,328.613,0.038,331.325
ec-earth3,AL032,2014,Apr-Aug,2710.281,461.833,0,245.392
ec-earth3,AL032,2014,Mar-Jul,2277.891,260.409,0,317.349
ec-earth3,AL032,2015,Apr-Aug,2834.626,631.633,0,106.416
ec-earth3,AL032,2015,Mar-Jul,2349.719,386.553,0.234,209.285
ec-earth3,AL032,2016,Apr-Aug,2825.463,516.725,0,218.737
ec-earth3,AL032,2016,Mar-Jul,2364.267,312.944,0,326.692
ec-earth3,AL032,2017,Apr-Aug,2867.54,670.311,0,112.079
ec-earth3,AL032,2017,Mar-Jul,2443.749,394.397,0,157.488
ec-earth3,AL032,2018,Apr-Aug,2988.085,515.032,0,191.504
ec-earth3,AL032,2018,Mar-Jul,2560.038,298.234,0.303,392.972
ec-earth3,AL032,2019,Apr-Aug,2812.047,594.342,0,267.97
ec-earth3,AL032,2019,Mar-Jul,2371.194,339.761,0,290.149
ec-earth3,AL032,2020,Apr-Aug,2784.907,546.889,0.04,109.176
ec-earth3,AL032,2020,Mar-Jul,2328.195,302.98,0.312,199.812
ec-earth3,AL032,2021,Apr-Aug,2806.183,705.075,0.163,80.236
ec-earth3,AL032,2021,Mar-Jul,2287.079,430.102,0.799,187.923
ec-earth3,AL032,2022,Apr-Aug,2889.568,737.426,0,95.607
ec-earth3,AL032,2022,Mar-Jul,2346.383,501.431,3.68,144.07
ec-earth3,AL032,2023,Apr-Aug,2744.029,632.4,0,147.596
ec-earth3,AL032,2023,Mar-Jul,2302.192,396.752,0,215.984
ec-earth3,AL033,1989,Apr-Aug,2222.546,130.491,0,209.927
ec-earth3,AL033,1989,Mar-Jul,1793.294,53.353,0.746,242.436
ec-earth3,AL033,1990,Apr-Aug,2243.683,186.156,0,125.32
ec-earth3,AL033,1990,Mar-Jul,1829.246,106.34,3.411,119.472
ec-earth3,AL033,1991,Apr-Aug,2042.268,142.557,0,205.421
ec-earth3,AL033,1991,Mar-Jul,1628.335,90.907,0.493,271.393
ec-earth3,AL033,1992,Apr-Aug,2245.298,213.755,0,201.191
ec-earth3,AL033,1992,Mar-Jul,1661.358,61.879,9.065,242.397
ec-earth3,AL033,1993,Apr-Aug,2284.408,255.305,1.53,108.78
ec-earth3,AL033,1993,Mar-Jul,1730.852,113.255,11.507,232.923
ec-earth3,AL033,1994,Apr-Aug,2365.365,278.998,0,118.981
ec-earth3,AL033,1994,Mar-Jul,1872.303,130.917,0.385,120.975
ec-earth3,AL033,1995,Apr-Aug,2166.994,138.67,1.511,179.725
ec-earth3,AL033,1995,Mar-Jul,1682.241,103.102,3.269,261.461
ec-earth3,AL033,1996,Apr-Aug,2283.264,182.041,0.317,130.905
ec-earth3,AL033,1996,Mar-Jul,1740.935,99.051,7.906,258.767
ec-earth3,AL033,1997,Apr-Aug,2171.189,160.608,3.842,105.367
ec-earth3,AL033,1997,Mar-Jul,1701.638,124.425,6.713,134.59
ec-earth3,AL033,1998,Apr-Aug,2437.397,321.839,0,115.239
ec-earth3,AL033,1998,Mar-Jul,1841.788,163.069,9.358,123.864
ec-earth3,AL033,1999,Apr-Aug,2457.626,239.533,0,90.716
ec-earth3,AL033,1999,Mar-Jul,1925.718,105.452,2.057,185.908
ec-earth3,AL033,2000,Apr-Aug,2482.165,266.295,0.023,95.399
ec-earth3,AL033,2000,Mar-Jul,1934.241,139.184,8.381,144.602
ec-earth3,AL033,2001,Apr-Aug,2500.93,286.02,0.317,148.085
ec-earth3,AL033,2001,Mar-Jul,2055.868,141.178,0.317,188.31
ec-earth3,AL033,2002,Apr-Aug,2442.567,167.482,0.023,229.06
ec-earth3,AL033,2002,Mar-Jul,2021.339,128.671,0.158,254.03
ec-earth3,AL033,2003,Apr-Aug,2646.31,345.23,2.557,90.424
ec-earth3,AL033,2003,Mar-Jul,2054.612,203.439,8.518,90.248
ec-earth3,AL033,2004,Apr-Aug,2341.387,160.875,0,185.789
ec-earth3,AL033,2004,Mar-Jul,1854.381,102.183,3.647,294.976
ec-earth3,AL033,2005,Apr-Aug,2370.432,118.19,0.763,62.192
ec-earth3,AL033,2005,Mar-Jul,1905.806,74.358,8.986,119.915
ec-earth3,AL033,2006,Apr-Aug,2356.935,172.926,0,103.432
ec-earth3,AL033,2006,Mar-Jul,1863.984,107.521,1.296,186.874
ec-earth3,AL033,2007,Apr-Aug,2518.498,283.976,0,81.001
ec-earth3,AL033,2007,Mar-Jul,2014.285,178.046,0,201.524
ec-earth3,AL033,2008,Apr-Aug,2482.04,262.313,0,71.986
ec-earth3,AL033,2008,Mar-Jul,1973.7,139.131,0,161.34
ec-earth3,AL033,2009,Apr-Aug,2419.693,156.337,0,147.599
ec-earth3,AL033,2009,Mar-Jul,1881.875,78.962,3.671,240.146
ec-earth3,AL033,2010,Apr-Aug,2419.567,191.738,0,94.46
ec-earth3,AL033,2010,Mar-Jul,1895.626,81.973,2.393,195.592
ec-earth3,AL033,2011,Apr-Aug,2391.223,256.499,0,85.167
ec-earth3,AL033,2011,Mar-Jul,1875.989,112.006,5.216,139.66
ec-earth3,AL033,2012,Apr-Aug,2507.778,507.942,0,163.334
ec-earth3,AL033,2012,Mar-Jul,1964.237,302.764,1.898,203.189
ec-earth3,AL033,2013,Apr-Aug,2504.064,327.69,0,144.523
ec-earth3,AL033,2013,Mar-Jul,1990.27,169.239,1.692,332.813
ec-earth3,AL033,2014,Apr-Aug,2258.146,270.198,0,242.19
ec-earth3,AL033,2014,Mar-Jul,1788.932,123.174,0,332.307
ec-earth3,AL033,2015,Apr-Aug,2422.569,373.967,0.317,127.673
ec-earth3,AL033,2015,Mar-Jul,1880.291,226.188,2.447,278.661
ec-earth3,AL033,2016,Apr-Aug,2440.574,318.227,0,255.334
ec-earth3,AL033,2016,Mar-Jul,1936.568,194.363,0.204,386.806
ec-earth3,AL033,2017,Apr-Aug,2465.026,462.543,0.064,126.58
ec-earth3,AL033,2017,Mar-Jul,1984.855,254.275,0.064,215.987
ec-earth3,AL033,2018,Apr-Aug,2504.09,241.715,0,262.172
ec-earth3,AL033,2018,Mar-Jul,2036.445,124.813,0.979,469.065
ec-earth3,AL033,2019,Apr-Aug,2407.987,409.046,0,236.155
ec-earth3,AL033,2019,Mar-Jul,1900.95,207.66,1.308,266.138
ec-earth3,AL033,2020,Apr-Aug,2372.925,340.059,0.904,129
ec-earth3,AL033,2020,Mar-Jul,1864.533,184.412,3.284,237.613
ec-earth3,AL033,2021,Apr-Aug,2483.755,524.535,1.553,89.997
ec-earth3,AL033,2021,Mar-Jul,1894.392,301.398,9.65,175.302
ec-earth3,AL033,2022,Apr-Aug,2534.791,450.756,0,146.258
ec-earth3,AL033,2022,Mar-Jul,1971.543,302.316,12.273,183.535
ec-earth3,AL033,2023,Apr-Aug,2338.157,379.123,0.158,201.553
ec-earth3,AL033,2023,Mar-Jul,1859.27,233.743,1.673,268.483
ec-earth3,AL034,1989,Apr-Aug,1848.525,42.904,0,185.57
ec-earth3,AL034,1989,Mar-Jul,1430.58,13.033,2.04,217.888
ec-earth3,AL034,1990,Apr-Aug,1891.859,82.819,0.032,154.688
ec-earth3,AL034,1990,Mar-Jul,1482.756,51.734,7.048,162.341
ec-earth3,AL034,1991,Apr-Aug,1678.171,64.408,0.116,249.473
ec-earth3,AL034,1991,Mar-Jul,1262.987,46.868,2.002,296.495
ec-earth3,AL034,1992,Apr-Aug,1870.976,110.127,0.744,235.591
ec-earth3,AL034,1992,Mar-Jul,1304.787,15.594,21.223,269.227
ec-earth3,AL034,1993,Apr-Aug,1972.752,180.258,2.547,150.427
ec-earth3,AL034,1993,Mar-Jul,1442.655,80.603,20.821,218.716
ec-earth3,AL034,1994,Apr-Aug,2039.256,168.766,0.032,135.284
ec-earth3,AL034,1994,Mar-Jul,1554.566,63.573,4.773,144.375
ec-earth3,AL034,1995,Apr-Aug,1816.774,48.277,6.448,195.206
ec-earth3,AL034,1995,Mar-Jul,1363.586,38.112,22.581,246.494
ec-earth3,AL034,1996,Apr-Aug,1972.573,107.521,3.623,131.699
ec-earth3,AL034,1996,Mar-Jul,1434.297,59.747,18.106,224.105
ec-earth3,AL034,1997,Apr-Aug,1852.216,80.24,15.348,99.92
ec-earth3,AL034,1997,Mar-Jul,1381.912,71.439,36.004,121.276
ec-earth3,AL034,1998,Apr-Aug,2111.857,217.78,0.685,134.011
ec-earth3,AL034,1998,Mar-Jul,1533.64,108.786,25.059,138.798
ec-earth3,AL034,1999,Apr-Aug,2146.601,134.396,0.064,137.414
ec-earth3,AL034,1999,Mar-Jul,1595.641,42.849,14.317,207.503
