model,NUTS_ID,year,gdd,heat,frost,precip,n_day,closed
ec-earth3,DE21B,2004,1188.704,23.425,27.378,371.453,169,1
ec-earth3,DE21B,2005,1189.453,37.667,1.364,400.806,121,1
ec-earth3,DE21B,2006,1199.129,57.427,1.291,338.628,112,1
ec-earth3,DE21B,2007,1191.875,19.367,13.009,448.652,168,1
ec-earth3,DE21B,2008,1197.333,31.845,24.525,441.167,160,1
ec-earth3,DE21B,2009,1192.919,10.975,1,411.368,114,1
ec-earth3,DE21B,2010,1197.461,62.352,11.375,361.875,137,1
ec-earth3,DE21B,2011,1185.441,14.865,21.051,361.577,153,1
ec-earth3,DE21B,2012,1184.608,32.127,7.908,329.665,132,1
ec-earth3,DE21B,2013,1189.034,45.91,14.981,410.085,138,1
ec-earth3,DE21B,2014,1194.756,31.495,8.757,273.655,148,1
ec-earth3,DE21B,2015,1186.704,63.128,6.845,364.584,125,1
ec-earth3,DE21B,2016,1198.06,31.374,13.09,485.111,166,1
ec-earth3,DE21B,2017,1189.396,54.325,6.994,322.079,135,1
ec-earth3,DE21B,2018,1190.458,21.77,34.849,300.289,151,1
ec-earth3,DE21B,2019,1192.046,60.319,3.931,299.104,134,1
ec-earth3,DE21B,2020,1198.022,18.171,19.048,449.369,160,1
ec-earth3,DE21B,2021,1190.807,34.395,24.581,485.887,166,1
ec-earth3,DE21B,2022,1193.091,43.099,26.755,306.825,153,1
ec-earth3,DE21B,2023,1180.403,30.086,36.574,334.4,180,1
ec-earth3,DE21C,1989,1152.614,4.42,1.01,499.234,151,1
ec-earth3,DE21C,1990,1155.845,6.903,5,559.374,153,1
ec-earth3,DE21C,1991,1153.382,24.691,9.576,529.714,157,1
ec-earth3,DE21C,1992,1156,5.59,4.646,391.156,142,1
ec-earth3,DE21C,1993,1157.211,11.618,44.798,488.674,177,1
ec-earth3,DE21C,1994,1155.673,40.16,11.682,547.409,159,1
ec-earth3,DE21C,1995,1146.792,29.929,14.479,633.023,164,1
ec-earth3,DE21C,1996,1150.457,24.313,4.797,400.026,123,1
ec-earth3,DE21C,1997,1147.922,3.082,5.798,460.123,150,1
ec-earth3,DE21C,1998,1145.628,16.329,11.576,455.565,150,1
ec-earth3,DE21C,1999,1155.304,22.73,6.903,657.457,145,1
ec-earth3,DE21C,2000,1149.316,26.79,8.568,573.102,150,1
ec-earth3,DE21C,2001,1154.003,14.229,12.047,593.339,158,1
ec-earth3,DE21C,2002,1149.881,35.956,16.499,531.239,159,1
ec-earth3,DE21C,2003,1151.112,54.291,13.77,232.265,116,1
ec-earth3,DE21C,2004,1149.751,15.951,26.416,486.096,169,1
ec-earth3,DE21C,2005,1145.359,36.1,0.682,469.984,121,1
ec-earth3,DE21C,2006,1146.864,49.088,1.673,431.933,112,1
ec-earth3,DE21C,2007,1159.292,14.851,18.497,514.791,171,1
ec-earth3,DE21C,2008,1143.885,27.215,25.699,491.208,156,1
ec-earth3,DE21C,2009,1146.888,11.405,0,419.791,109,1
ec-earth3,DE21C,2010,1144.093,53.875,13.239,409.116,138,1
ec-earth3,DE21C,2011,1144.912,11.901,23.074,408.203,153,1
ec-earth3,DE21C,2012,1142.571,28.328,7.364,396.637,132,1
ec-earth3,DE21C,2013,1156.475,46.299,13.682,451.835,138,1
ec-earth3,DE21C,2014,1155.347,30.33,11.611,308.682,150,1
ec-earth3,DE21C,2015,1148.009,54.912,4.691,467.513,119,1
ec-earth3,DE21C,2016,1155.643,25.494,17.427,612.692,167,1
ec-earth3,DE21C,2017,1149.789,41.227,7.788,390.927,135,1
ec-earth3,DE21C,2018,1149.73,8.725,34.355,351.096,153,1
ec-earth3,DE21C,2019,1145.881,54.259,6.184,365.501,139,1
ec-earth3,DE21C,2020,1141.257,7.162,19.469,557.465,159,1
ec-earth3,DE21C,2021,1161.686,21.378,29.442,598.132,168,1
ec-earth3,DE21C,2022,1149.359,34.834,25.815,352.918,154,1
ec-earth3,DE21C,2023,1153.145,33.459,39.488,400.073,183,1
ec-earth3,DE21D,1989,769.747,0,14.143,668.244,151,1
ec-earth3,DE21D,1990,773.06,1.007,23.97,913.768,164,1
ec-earth3,DE21D,1991,772.279,4.772,22.504,694.24,152,1
ec-earth3,DE21D,1992,772.007,0,29.936,622.009,141,1
ec-earth3,DE21D,1993,773.061,0.972,53.904,703.786,168,1
ec-earth3,DE21D,1994,773.627,13.062,38.224,732.706,166,1
ec-earth3,DE21D,1995,778.289,7.007,43.258,919.445,164,1
ec-earth3,DE21D,1996,771.696,3.293,14.533,599.218,119,1
ec-earth3,DE21D,1997,773.816,0,30.07,798.322,153,1
ec-earth3,DE21D,1998,776.597,4.72,27.431,653.097,150,1
ec-earth3,DE21D,1999,771.046,8.785,17.633,886.844,137,1
ec-earth3,DE21D,2000,768.866,4.72,38.934,905.168,148,1
ec-earth3,DE21D,2001,772.028,4.593,31.639,854.945,158,1
ec-earth3,DE21D,2002,775.693,15.599,37.605,766.855,160,1
ec-earth3,DE21D,2003,775.161,15.42,24.102,382.248,111,1
ec-earth3,DE21D,2004,766.085,3.614,48.097,724.023,169,1
ec-earth3,DE21D,2005,774.169,12.926,7.862,596.162,120,1
ec-earth3,DE21D,2006,776.958,10.256,9.935,564.541,109,1
ec-earth3,DE21D,2007,772.569,0.674,49.618,658.606,168,1
ec-earth3,DE21D,2008,767.579,6.286,28.712,658.555,140,1
ec-earth3,DE21D,2009,775.574,1.771,1.327,495.526,101,1
ec-earth3,DE21D,2010,774.596,14.707,28.651,575.807,136,1
ec-earth3,DE21D,2011,771.171,0.403,59.796,568.969,173,1
ec-earth3,DE21D,2012,775.818,9.572,24.901,592.839,129,1
ec-earth3,DE21D,2013,767.47,13.991,27.754,635.027,136,1
ec-earth3,DE21D,2014,777.202,9.621,37.967,658.094,157,1
ec-earth3,DE21D,2015,779.745,22.136,79.873,839.846,179,1
ec-earth3,DE21D,2016,774.312,8.539,48.381,824.952,162,1
ec-earth3,DE21D,2017,774.031,6.271,27.635,640.331,133,1
ec-earth3,DE21D,2018,775.622,0.026,15.641,360.611,110,1
ec-earth3,DE21D,2019,771.452,25.245,23.143,596.679,132,1
ec-earth3,DE21D,2020,764.988,0.003,42.666,778.346,158,1
ec-earth3,DE21D,2021,769.867,6.785,56.26,650.56,162,1
ec-earth3,DE21D,2022,773.311,7.853,77.462,628.733,178,1
ec-earth3,DE21D,2023,768.148,8.364,66.723,765.171,184,1
ec-earth3,DE21E,1989,1111.756,2.739,1,501.285,150,1
ec-earth3,DE21E,1990,1118.699,4.053,5.6,724.562,162,1
ec-earth3,DE21E,1991,1110.519,19.861,51.201,633.405,199,1
ec-earth3,DE21E,1992,1112.368,3.327,3.867,420.234,142,1
ec-earth3,DE21E,1993,1116.691,8.025,45.6,531.104,178,1
ec-earth3,DE21E,1994,1114.407,34.793,13.546,549.966,159,1
ec-earth3,DE21E,1995,1112.934,23.802,16.201,720.103,164,1
ec-earth3,DE21E,1996,1111.672,17.606,8.227,411.644,123,1
ec-earth3,DE21E,1997,1114.753,1.43,7.147,509.338,151,1
ec-earth3,DE21E,1998,1102.474,14.539,12.614,511.053,150,1
ec-earth3,DE21E,1999,1103.563,20.821,5.72,725.131,139,1
ec-earth3,DE21E,2000,1108.238,19.122,11.533,617.81,151,1
ec-earth3,DE21E,2001,1112.117,11.828,13.294,635.867,159,1
ec-earth3,DE21E,2002,1115.867,33.534,17.173,559.789,160,1
ec-earth3,DE21E,2003,1111.512,45.532,14.693,267.908,117,1
ec-earth3,DE21E,2004,1105.89,11.659,28.161,502.192,169,1
ec-earth3,DE21E,2005,1115.473,35.549,0.307,450.933,121,1
ec-earth3,DE21E,2006,1106.506,47.291,2.454,469.423,111,1
ec-earth3,DE21E,2007,1110.09,9.685,19.989,540.684,170,1
ec-earth3,DE21E,2008,1106.669,25.098,27.215,494.636,155,1
ec-earth3,DE21E,2009,1105.348,7.559,0,432.437,108,1
ec-earth3,DE21E,2010,1110.944,51.338,16.346,410.422,138,1
ec-earth3,DE21E,2011,1110.305,9.157,25.318,452.748,153,1
ec-earth3,DE21E,2012,1113.781,27.415,9.799,398.005,132,1
ec-earth3,DE21E,2013,1105.598,37.533,16.107,482.147,138,1
ec-earth3,DE21E,2014,1116.398,27.759,19.104,357.247,154,1
ec-earth3,DE21E,2015,1110.355,48.395,5.679,518.593,118,1
ec-earth3,DE21E,2016,1113.715,21.573,22.001,691.272,166,1
ec-earth3,DE21E,2017,1100.698,30.242,8.013,444.508,134,1
ec-earth3,DE21E,2018,1113.598,4.806,34.706,373.307,154,1
ec-earth3,DE21E,2019,1119.436,48.081,6.533,447.867,142,1
ec-earth3,DE21E,2020,1113.04,7.826,19.958,606.48,160,1
ec-earth3,DE21E,2021,1111.722,17.014,31.427,601.664,167,1
ec-earth3,DE21E,2022,1116.819,29.845,26.463,413.489,155,1
ec-earth3,DE21E,2023,1104.521,28.698,41.802,435.935,184,1
ec-earth3,DE21F,1989,915.251,0.504,11.551,673.819,152,1
ec-earth3,DE21F,1990,923.981,3.145,19.228,980.073,163,1
ec-earth3,DE21F,1991,915.581,9.387,18.493,827.103,156,1
ec-earth3,DE21F,1992,923.837,2.235,20.683,655.838,137,1
ec-earth3,DE21F,1993,925.093,3.935,56.616,833.533,172,1
ec-earth3,DE21F,1994,923.281,21.467,26.037,807.056,160,1
ec-earth3,DE21F,1995,922.139,15.973,34.893,1091.12,164,1
ec-earth3,DE21F,1996,920.868,9.894,11.494,702.481,121,1
ec-earth3,DE21F,1997,917.494,3.276,21.682,953.603,151,1
ec-earth3,DE21F,1998,926.195,9.531,22.653,719.143,150,1
ec-earth3,DE21F,1999,923.398,14.541,12.994,954.353,137,1
ec-earth3,DE21F,2000,926.289,15.68,26.711,971.307,150,1
ec-earth3,DE21F,2001,918.391,8.196,22.579,915.315,158,1
ec-earth3,DE21F,2002,924.486,22.26,25.537,791.442,158,1
ec-earth3,DE21F,2003,927.655,28.842,20.68,392.89,113,1
ec-earth3,DE21F,2004,925.287,9.216,39.189,811.536,170,1
ec-earth3,DE21F,2005,922.03,18.332,5.679,719.294,120,1
ec-earth3,DE21F,2006,924.945,23.97,5.802,656.1,111,1
ec-earth3,DE21F,2007,920.278,4.919,37.097,765.953,169,1
ec-earth3,DE21F,2008,923.613,18.872,20.107,737.471,141,1
ec-earth3,DE21F,2009,923.405,3.812,1.377,604.656,107,1
ec-earth3,DE21F,2010,921.313,25.234,20.465,671.386,136,1
ec-earth3,DE21F,2011,914.698,3.766,31.553,610.569,151,1
ec-earth3,DE21F,2012,917.425,18.74,14.294,660.444,130,1
ec-earth3,DE21F,2013,917.596,22.012,19.838,759.716,136,1
ec-earth3,DE21F,2014,923.02,18.466,24.535,649.316,155,1
ec-earth3,DE21F,2015,927.099,33.589,69.241,896.757,181,1
ec-earth3,DE21F,2016,924.074,16.242,34.8,971.478,163,1
ec-earth3,DE21F,2017,920.784,15.908,16.573,674.789,133,1
ec-earth3,DE21F,2018,924.94,5.483,10.621,379.252,112,1
ec-earth3,DE21F,2019,922.89,40.708,12.469,615.654,133,1
ec-earth3,DE21F,2020,914.173,2.699,30.407,847.632,158,1
ec-earth3,DE21F,2021,917.873,16.975,41.255,712.896,163,1
ec-earth3,DE21F,2022,922.239,17.071,65.355,695.231,180,1
ec-earth3,DE21F,2023,927.905,16.731,53.603,797.742,188,1
ec-earth3,DE21G,1989,1190.343,7.054,1.421,434.918,151,1
ec-earth3,DE21G,1990,1188.581,9.284,3.726,573.244,153,1
ec-earth3,DE21G,1991,1184.342,28.307,3.946,494.469,145,1
ec-earth3,DE21G,1992,1183.706,10.708,7.073,411.754,140,1
ec-earth3,DE21G,1993,1189.667,16.94,44.516,499.815,171,1
ec-earth3,DE21G,1994,1184.235,41.837,13.197,513.747,164,1
ec-earth3,DE21G,1995,1184.956,34.003,14.655,638.71,164,1
ec-earth3,DE21G,1996,1190.063,33.04,3.91,455.007,123,1
ec-earth3,DE21G,1997,1196.811,12.181,8.359,524.828,153,1
ec-earth3,DE21G,1998,1180.829,23.627,11.39,438.236,150,1
ec-earth3,DE21G,1999,1185.629,24.361,4.921,524.074,137,1
ec-earth3,DE21G,2000,1182.806,39.878,8.041,553.058,150,1
ec-earth3,DE21G,2001,1184.473,19.128,3.015,492.818,133,1
ec-earth3,DE21G,2002,1188.18,40.093,19.2,490.298,161,1
ec-earth3,DE21G,2003,1188.354,62.901,14.723,250.222,118,1
ec-earth3,DE21G,2004,1193.061,27.568,27.973,441.809,170,1
ec-earth3,DE21G,2005,1192.199,47.165,2.704,494.554,122,1
ec-earth3,DE21G,2006,1182.604,55.453,1.007,366.162,112,1
ec-earth3,DE21G,2007,1189.903,16.345,19.958,456.097,172,1
ec-earth3,DE21G,2008,1187.547,39.517,25.956,430.298,157,1
ec-earth3,DE21G,2009,1184.881,12.051,1,473.463,114,1
ec-earth3,DE21G,2010,1190.38,57.594,11.937,441.973,138,1
ec-earth3,DE21G,2011,1180.808,15.688,21.726,385.159,152,1
ec-earth3,DE21G,2012,1192.239,31.114,7.016,409.311,133,1
ec-earth3,DE21G,2013,1193.112,43.125,37.265,533.086,171,1
ec-earth3,DE21G,2014,1187.726,29.598,10.059,325.152,149,1
ec-earth3,DE21G,2015,1184.5,59.755,6.318,386.767,127,1
ec-earth3,DE21G,2016,1197.232,29.887,15.333,614.847,167,1
ec-earth3,DE21G,2017,1190.55,47.905,4.943,350.112,136,1
ec-earth3,DE21G,2018,1189.447,24.188,33.858,265.559,152,1
ec-earth3,DE21G,2019,1188.521,58.45,2.733,346.059,134,1
ec-earth3,DE21G,2020,1184.628,15.796,18.088,550.227,161,1
ec-earth3,DE21G,2021,1191.033,34.267,24.217,446.415,166,1
ec-earth3,DE21G,2022,1184.656,37.229,25.491,410.072,154,1
ec-earth3,DE21G,2023,1178.075,30.837,40.368,414.751,184,1
ec-earth3,DE21H,1989,1175.106,4.062,1.341,561.863,152,1
ec-earth3,DE21H,1990,1162.589,7.631,3.834,639.927,152,1
ec-earth3,DE21H,1991,1170.269,24.983,8.879,605.061,156,1
ec-earth3,DE21H,1992,1159.205,7.097,8.906,448.929,140,1
ec-earth3,DE21H,1993,1174.969,14.453,44.82,536.42,175,1
ec-earth3,DE21H,1994,1169.521,39.914,11.741,592.653,159,1
ec-earth3,DE21H,1995,1169.296,31.238,15.393,741.667,164,1
ec-earth3,DE21H,1996,1172.256,26.708,4.771,498.029,123,1
ec-earth3,DE21H,1997,1174.522,6.978,5.239,577.171,151,1
ec-earth3,DE21H,1998,1166.354,20.47,11.23,478.286,150,1
ec-earth3,DE21H,1999,1164.126,24.229,4.803,682.918,140,1
ec-earth3,DE21H,2000,1169.04,32.806,7.886,669.427,150,1
ec-earth3,DE21H,2001,1170.593,15.596,10.352,683.718,159,1
ec-earth3,DE21H,2002,1174.105,37.482,13.271,570.158,159,1
ec-earth3,DE21H,2003,1167.464,57.615,13.202,263.49,116,1
ec-earth3,DE21H,2004,1177.556,21.379,26.602,538.143,170,1
ec-earth3,DE21H,2005,1171.323,40.731,0.43,547.06,121,1
ec-earth3,DE21H,2006,1167.377,54.996,1.341,465.006,112,1
ec-earth3,DE21H,2007,1171.336,16.319,13.942,563.358,167,1
ec-earth3,DE21H,2008,1164.307,36.434,24.283,560.079,156,1
ec-earth3,DE21H,2009,1161.093,13.047,0,494.23,109,1
ec-earth3,DE21H,2010,1170.55,57.348,12.166,501.874,138,1
ec-earth3,DE21H,2011,1162.557,12.99,20.53,511.082,152,1
ec-earth3,DE21H,2012,1164.385,32.832,5.317,488.143,132,1
ec-earth3,DE21H,2013,1178.635,49.245,14.193,521.481,139,1
ec-earth3,DE21H,2014,1169.201,33.213,7.746,360.418,149,1
ec-earth3,DE21H,2015,1168.117,60.363,2.118,508.303,119,1
ec-earth3,DE21H,2016,1178.574,29.337,14.116,686.233,167,1
ec-earth3,DE21H,2017,1170.873,45.691,4.588,445.585,135,1
ec-earth3,DE21H,2018,1175.679,15.936,32.666,371.127,152,1
ec-earth3,DE21H,2019,1177.617,59.186,5.492,456.115,139,1
ec-earth3,DE21H,2020,1175.597,9.404,15.658,632.481,159,1
ec-earth3,DE21H,2021,1170.242,29.633,25.261,632.772,165,1
ec-earth3,DE21H,2022,1163.812,38.477,25.028,410.983,152,1
ec-earth3,DE21H,2023,1167.645,32.641,36.362,487.601,184,1
ec-earth3,DE21I,1989,1189.63,9.581,2.145,388.854,151,1
ec-earth3,DE21I,1990,1186.192,9.662,3.49,356.055,153,1
ec-earth3,DE21I,1991,1188.324,28.403,9.062,371.116,155,1
ec-earth3,DE21I,1992,1190.534,9.557,6.403,316.578,144,1
ec-earth3,DE21I,1993,1198.219,20.285,42.144,382.214,173,1
ec-earth3,DE21I,1994,1199.041,52.826,3.102,423.413,139,1
ec-earth3,DE21I,1995,1194.469,38.073,13.38,472.084,165,1
ec-earth3,DE21I,1996,1195.665,35.173,4.286,297.085,124,1
ec-earth3,DE21I,1997,1197.78,15.157,8.207,375.35,150,1
ec-earth3,DE21I,1998,1194.46,25.246,12.382,320.065,151,1
ec-earth3,DE21I,1999,1198.068,28.537,4.476,449.331,138,1
ec-earth3,DE21I,2000,1194.783,45.431,9.123,409.614,151,1
ec-earth3,DE21I,2001,1195.294,15.249,11.845,465.551,160,1
ec-earth3,DE21I,2002,1201.552,35.762,12.32,443.169,161,1
ec-earth3,DE21I,2003,1192.991,57.531,12.987,170.501,119,1
ec-earth3,DE21I,2004,1195.122,26.105,27.345,345.735,171,1
ec-earth3,DE21I,2005,1193.199,45.402,1.69,344.169,121,1
ec-earth3,DE21I,2006,1196.57,64.404,1.307,322.101,111,1
ec-earth3,DE21I,2007,1192.771,21.356,17.872,456.782,172,1
ec-earth3,DE21I,2008,1196.379,32.002,25.019,393.027,161,1
ec-earth3,DE21I,2009,1194.732,13.19,5.127,346.303,121,1
ec-earth3,DE21I,2010,1198.411,72.254,12.942,285.695,137,1
ec-earth3,DE21I,2011,1196.061,22.073,24.288,253.981,153,1
ec-earth3,DE21I,2012,1195.136,33.815,8.876,250.941,133,1
ec-earth3,DE21I,2013,1182.889,47.047,38.213,397.695,167,1
ec-earth3,DE21I,2014,1198.266,34.962,8.77,216.58,146,1
ec-earth3,DE21I,2015,1196.62,70.203,7.914,262.08,125,1
ec-earth3,DE21I,2016,1193.126,32.202,13.616,423.825,165,1
ec-earth3,DE21I,2017,1187.936,60.076,9.446,286.566,135,1
ec-earth3,DE21I,2018,1187.838,21.686,33.746,274.036,152,1
ec-earth3,DE21I,2019,1201.276,69.438,9.994,255.211,138,1
ec-earth3,DE21I,2020,1196.498,17.389,21.045,425.584,160,1
ec-earth3,DE21I,2021,1199.563,32.648,28.1,475.096,167,1
ec-earth3,DE21I,2022,1186.757,49.887,26.221,256.987,151,1
ec-earth3,DE21I,2023,1194.484,34.963,37.88,306.11,178,1
ec-earth3,DE21J,1989,1201.038,11.228,2.542,423.612,152,1
ec-earth3,DE21J,1990,1188.337,9.153,2.732,378.624,153,1
ec-earth3,DE21J,1991,1192.059,27.847,5.16,426.565,147,1
ec-earth3,DE21J,1992,1183.698,14.456,5.677,321.62,140,1
ec-earth3,DE21J,1993,1185.716,17.385,44.315,401.024,175,1
ec-earth3,DE21J,1994,1189.364,55.84,2.525,401.514,140,1
ec-earth3,DE21J,1995,1192.759,40.295,13.051,495.503,165,1
ec-earth3,DE21J,1996,1196.881,36.247,4.863,317.677,124,1
ec-earth3,DE21J,1997,1192.767,14.936,7.819,377.838,151,1
ec-earth3,DE21J,1998,1187.562,24.641,11.321,358.731,151,1
ec-earth3,DE21J,1999,1188.488,27.457,3.863,439.829,136,1
ec-earth3,DE21J,2000,1192.719,44.205,9.747,424.31,151,1
ec-earth3,DE21J,2001,1190.95,17.986,11.86,507.948,156,1
ec-earth3,DE21J,2002,1195.247,36.446,14.119,450.561,161,1
ec-earth3,DE21J,2003,1190.505,68.696,12.232,178.922,117,1
ec-earth3,DE21J,2004,1188.831,26.097,25.964,352.206,169,1
ec-earth3,DE21J,2005,1190.815,42.489,0.525,371.864,121,1
ec-earth3,DE21J,2006,1188.658,61.408,1.475,334.931,111,1
ec-earth3,DE21J,2007,1195.254,21.038,13.323,456.51,170,1
ec-earth3,DE21J,2008,1191.7,32.945,22.169,435.235,160,1
ec-earth3,DE21J,2009,1191.006,12.692,4.867,364.621,119,1
ec-earth3,DE21J,2010,1193.658,70.141,1,303.78,122,1
ec-earth3,DE21J,2011,1196.619,18.864,22.2,311.325,153,1
ec-earth3,DE21J,2012,1190.804,32.938,6.843,290.493,132,1
ec-earth3,DE21J,2013,1196.155,50.681,14.882,392.486,138,1
ec-earth3,DE21J,2014,1192.388,32.986,5.319,244.004,145,1
ec-earth3,DE21J,2015,1196.59,69.992,4.71,293.198,125,1
ec-earth3,DE21J,2016,1188.936,34.73,10.981,439.935,163,1
ec-earth3,DE21J,2017,1184.632,56.542,6.933,297.52,134,1
ec-earth3,DE21J,2018,1185.496,25.845,32.57,282.324,150,1
ec-earth3,DE21J,2019,1192.587,70.376,6.07,263.962,136,1
ec-earth3,DE21J,2020,1194.542,15.333,17.391,412.474,159,1
ec-earth3,DE21J,2021,1189.449,33.945,22.869,450.793,165,1
ec-earth3,DE21J,2022,1184.639,51.522,23.737,273.88,150,1
ec-earth3,DE21J,2023,1190.733,31.813,36.291,323.994,178,1
ec-earth3,DE21K,1989,1113.466,2.073,3.518,573.982,151,1
ec-earth3,DE21K,1990,1104.755,7.466,9.543,846.592,162,1
ec-earth3,DE21K,1991,1100.156,21.221,11.642,701.82,154,1
ec-earth3,DE21K,1992,1115.003,6.454,10.203,539.106,138,1
ec-earth3,DE21K,1993,1115.972,10.761,49.379,664.137,173,1
ec-earth3,DE21K,1994,1108.772,32.203,22.248,730.934,169,1
ec-earth3,DE21K,1995,1107.371,29.49,23.302,960.392,164,1
ec-earth3,DE21K,1996,1110.355,24.827,7.206,632.208,122,1
ec-earth3,DE21K,1997,1106.308,8.348,11.468,811.529,152,1
ec-earth3,DE21K,1998,1101.125,19.161,14.146,630.576,149,1
ec-earth3,DE21K,1999,1100.244,22.657,6.302,770.52,137,1
ec-earth3,DE21K,2000,1114.002,32.746,14.084,794.727,150,1
ec-earth3,DE21K,2001,1112.027,16.384,13.464,770.93,158,1
ec-earth3,DE21K,2002,1106.894,39.596,17.307,644.667,156,1
ec-earth3,DE21K,2003,1104.713,54.002,15.777,344.922,115,1
ec-earth3,DE21K,2004,1098.662,17.872,30.858,713.83,169,1
ec-earth3,DE21K,2005,1106.409,34.643,1.6,682.61,120,1
ec-earth3,DE21K,2006,1102.386,43.652,2.856,540.118,112,1
ec-earth3,DE21K,2007,1109.344,12.327,22.536,657.988,171,1
ec-earth3,DE21K,2008,1106.304,37.66,29.345,604.093,157,1
ec-earth3,DE21K,2009,1110.322,11.517,1.762,621.71,114,1
ec-earth3,DE21K,2010,1101.347,47.608,15.318,579.408,137,1
ec-earth3,DE21K,2011,1111.711,10.896,21.173,557.945,149,1
ec-earth3,DE21K,2012,1102.556,30.063,7.925,571.388,132,1
ec-earth3,DE21K,2013,1104.833,33.549,16.05,637.004,138,1
ec-earth3,DE21K,2014,1112.438,27.911,15.079,509.381,151,1
ec-earth3,DE21K,2015,1109.884,55.208,13.761,571.877,133,1
ec-earth3,DE21K,2016,1107.72,25.948,21.048,837.312,166,1
ec-earth3,DE21K,2017,1104.963,36.373,7.932,516.922,135,1
ec-earth3,DE21K,2018,1113.118,18.83,8.32,312.25,115,1
ec-earth3,DE21K,2019,1113.117,57.511,4.22,531.679,135,1
ec-earth3,DE21K,2020,1108.486,12.89,21.293,720.377,160,1
ec-earth3,DE21K,2021,1114.907,28.864,29.582,622.925,166,1
ec-earth3,DE21K,2022,1100.038,32.945,32.008,534.818,153,1
ec-earth3,DE21K,2023,1110.201,32.748,43.961,636.793,186,1
ec-earth3,DE21L,1989,1139.382,3.497,1,556.763,151,1
ec-earth3,DE21L,1990,1129.835,6.514,4.687,655.067,154,1
ec-earth3,DE21L,1991,1128.209,23.762,9.849,603.987,155,1
ec-earth3,DE21L,1992,1124.732,3.23,4.82,439.113,140,1
ec-earth3,DE21L,1993,1136.203,10.48,44.669,554.723,176,1
ec-earth3,DE21L,1994,1137.649,37.405,13.301,588.69,159,1
ec-earth3,DE21L,1995,1137.246,29.255,17.518,715.388,165,1
ec-earth3,DE21L,1996,1131.542,23.484,6.005,464.906,123,1
ec-earth3,DE21L,1997,1136.598,3.465,6.987,532.545,151,1
ec-earth3,DE21L,1998,1128.933,16,11.807,499.083,150,1
ec-earth3,DE21L,1999,1132.489,22.145,7.415,759.308,145,1
ec-earth3,DE21L,2000,1142.209,25.451,9.969,653.424,151,1
ec-earth3,DE21L,2001,1137.863,14.458,11.379,628.501,158,1
ec-earth3,DE21L,2002,1136.603,36.553,15.993,572.012,158,1
ec-earth3,DE21L,2003,1135.609,53.4,13.355,249.685,116,1
ec-earth3,DE21L,2004,1137.819,15.536,27.042,544.85,169,1
ec-earth3,DE21L,2005,1138.905,38.682,0.669,517.785,122,1
ec-earth3,DE21L,2006,1132.306,49.77,1.945,476.897,112,1
ec-earth3,DE21L,2007,1141.367,14.001,18.054,551.28,170,1
ec-earth3,DE21L,2008,1126.317,29.504,26.458,528.786,156,1
ec-earth3,DE21L,2009,1131.89,11.649,0,453.974,106,1
ec-earth3,DE21L,2010,1131.609,54.367,13.614,454.343,138,1
ec-earth3,DE21L,2011,1131.575,10.972,22.717,511.011,153,1
ec-earth3,DE21L,2012,1128.619,30.223,6.717,469.126,132,1
ec-earth3,DE21L,2013,1125.063,41.556,14.849,497.51,138,1
ec-earth3,DE21L,2014,1136.589,30.39,11.662,367.386,150,1
ec-earth3,DE21L,2015,1123.001,53.231,3.91,529.48,118,1
ec-earth3,DE21L,2016,1133.469,26.086,18.151,710.337,166,1
ec-earth3,DE21L,2017,1138.779,41.684,7.675,467.963,135,1
ec-earth3,DE21L,2018,1138.209,8.9,33.397,387.244,152,1
ec-earth3,DE21L,2019,1135.52,56.122,6.138,430.718,139,1
ec-earth3,DE21L,2020,1132.186,6.725,19.813,635.724,159,1
ec-earth3,DE21L,2021,1125.325,22.867,29.482,641.303,165,1
ec-earth3,DE21L,2022,1129.965,35.063,28.855,402.38,153,1
ec-earth3,DE21L,2023,1140.119,33.599,40.127,473.345,184,1
ec-earth3,DE21M,1989,1083.825,2.939,4.481,581.707,151,1
ec-earth3,DE21M,1990,1087.842,7.675,11.276,923.88,162,1
ec-earth3,DE21M,1991,1091.448,18.96,12.581,687.761,156,1
ec-earth3,DE21M,1992,1087.169,6.2,10.95,561.003,138,1
ec-earth3,DE21M,1993,1089.379,10.608,49.165,697.013,173,1
ec-earth3,DE21M,1994,1082.799,32.37,18.744,785.5,160,1
ec-earth3,DE21M,1995,1086.336,27.888,24.164,989.557,164,1
ec-earth3,DE21M,1996,1100.196,27.382,7.822,636.267,122,1
ec-earth3,DE21M,1997,1086.227,8.611,12.85,876.644,152,1
ec-earth3,DE21M,1998,1090.517,19.071,14.184,708.877,150,1
ec-earth3,DE21M,1999,1093.226,22.128,6.596,726.873,137,1
ec-earth3,DE21M,2000,1092.19,32.326,14.233,802.542,149,1
ec-earth3,DE21M,2001,1085.793,16.708,15.685,786.801,157,1
ec-earth3,DE21M,2002,1088.969,37.853,19.79,711.406,159,1
ec-earth3,DE21M,2003,1093.457,49.935,15.401,380.78,116,1
ec-earth3,DE21M,2004,1092.043,17.61,32.145,747.913,169,1
ec-earth3,DE21M,2005,1092.083,33.486,1.722,720.648,121,1
ec-earth3,DE21M,2006,1094.808,33.775,2.247,559.093,112,1
ec-earth3,DE21M,2007,1092.805,9.04,23.079,681.625,171,1
ec-earth3,DE21M,2008,1084.341,32.223,28.933,604.117,157,1
