model,NUTS_ID,year,gdd,heat,frost,precip,n_day,closed
ec-earth3,AL035,2003,1746.841,146.119,16.99,154.343,163,1
ec-earth3,AL035,2004,1757.978,78.691,7.901,340.84,158,1
ec-earth3,AL035,2005,1752.585,42.916,3.419,77.21,136,1
ec-earth3,AL035,2006,1756.611,92.923,0.608,195.14,145,1
ec-earth3,AL035,2007,1741.19,69.062,0.499,240.277,155,1
ec-earth3,AL035,2008,1739.746,101.165,4.765,183.455,156,1
ec-earth3,AL035,2009,1755.452,42.176,7.216,268.718,163,1
ec-earth3,AL035,2010,1749.004,53.35,0.499,207.738,148,1
ec-earth3,AL035,2011,1739.644,79.779,3.391,162.234,156,1
ec-earth3,AL035,2012,1735.682,202.163,0.284,159.832,129,1
ec-earth3,AL035,2013,1740.7,85.818,0.762,461.882,151,1
ec-earth3,AL035,2014,1742.745,89.104,0.021,441.826,167,1
ec-earth3,AL035,2015,1751.644,130.725,0.783,338.089,145,1
ec-earth3,AL035,2016,1748.196,87.11,0.582,505.003,155,1
ec-earth3,AL035,2017,1752.987,146.036,0.153,195.213,141,1
ec-earth3,AL035,2018,1745.514,62.733,0.871,611.57,148,1
ec-earth3,AL035,2019,1740.104,168.389,1.721,258.351,146,1
ec-earth3,AL035,2020,1746.753,119.26,1.447,241.639,149,1
ec-earth3,AL035,2021,1756.597,172.911,6.118,311.052,160,1
ec-earth3,AL035,2022,1739.484,196.267,7.226,207.124,145,1
ec-earth3,AL035,2023,1750.575,123.391,0.069,256.739,149,1
ec-earth3,AT111,1989,1417.22,28.56,1.438,414.169,150,1
ec-earth3,AT111,1990,1411.779,20.08,5.333,361.415,164,1
ec-earth3,AT111,1991,1416.662,50.28,0.727,471.481,143,1
ec-earth3,AT111,1992,1407.068,30.84,14.354,314.23,157,1
ec-earth3,AT111,1993,1407.475,48.701,42.175,259.011,176,1
ec-earth3,AT111,1994,1404.374,49.95,22.592,369.037,181,1
ec-earth3,AT111,1995,1412.219,59.665,12.76,463.981,163,1
ec-earth3,AT111,1996,1406.358,37.817,0.574,366.433,112,1
ec-earth3,AT111,1997,1398.014,22.804,11.52,432.902,152,1
ec-earth3,AT111,1998,1410.355,35.472,12.319,339.65,153,1
ec-earth3,AT111,1999,1415.028,33.33,4.578,401.275,137,1
ec-earth3,AT111,2000,1402.366,100.162,10.196,191.083,149,1
ec-earth3,AT111,2001,1420.479,45.494,11.016,191.117,157,1
ec-earth3,AT111,2002,1401.56,78.122,8.597,247.396,155,1
ec-earth3,AT111,2003,1404.931,86.859,8.016,198.7,120,1
ec-earth3,AT111,2004,1411.832,36.005,24.168,489.515,169,1
ec-earth3,AT111,2005,1406.95,52.056,3.005,302.798,124,1
ec-earth3,AT111,2006,1409.931,71.912,0.443,323.714,116,1
ec-earth3,AT111,2007,1413.885,58.013,8.344,336.121,169,1
ec-earth3,AT111,2008,1399.183,47.497,15.62,329.533,164,1
ec-earth3,AT111,2009,1398.224,23.353,2.301,385.52,132,1
ec-earth3,AT111,2010,1396.912,79.807,8.023,323.834,137,1
ec-earth3,AT111,2011,1403.101,37.799,20.597,267.794,152,1
ec-earth3,AT111,2012,1408.877,112.099,5.757,241.499,132,1
ec-earth3,AT111,2013,1412.492,59.402,10.569,339.959,137,1
ec-earth3,AT111,2014,1414.676,40.449,1.289,440.946,152,1
ec-earth3,AT111,2015,1415.549,85.002,5.074,271.793,144,1
ec-earth3,AT111,2016,1414.178,44.431,1.72,415.245,160,1
ec-earth3,AT111,2017,1405.746,65.981,0.592,224.832,134,1
ec-earth3,AT111,2018,1404.128,29.524,7.426,306.772,118,1
ec-earth3,AT111,2019,1405.851,86.494,2.154,281.538,140,1
ec-earth3,AT111,2020,1409.526,32.388,11.923,256.433,158,1
ec-earth3,AT111,2021,1402.015,107.77,16.918,214.708,158,1
ec-earth3,AT111,2022,1407.169,69.232,21.308,302.488,159,1
ec-earth3,AT111,2023,1398.221,53.331,21.019,408.904,181,1
ec-earth3,AT112,1989,1522.678,44.157,0.209,297.602,149,1
ec-earth3,AT112,1990,1526.917,34.015,2.271,300.542,164,1
ec-earth3,AT112,1991,1516.566,77.158,0.913,422.285,141,1
ec-earth3,AT112,1992,1529.271,45.982,10.813,287.048,160,1
ec-earth3,AT112,1993,1521.44,64.432,35.882,224.889,177,1
ec-earth3,AT112,1994,1518.629,74.827,18.161,312.284,181,1
ec-earth3,AT112,1995,1517.955,80.487,4.881,373.561,162,1
ec-earth3,AT112,1996,1513.452,53.456,0.073,295.018,113,1
ec-earth3,AT112,1997,1529.156,40.429,7.287,437.021,154,1
ec-earth3,AT112,1998,1523.816,51.873,11.089,224.098,152,1
ec-earth3,AT112,1999,1528.977,51.072,4.522,323.902,136,1
ec-earth3,AT112,2000,1516.961,116.057,5.302,218.63,150,1
ec-earth3,AT112,2001,1506.868,66.613,9.368,174.465,156,1
ec-earth3,AT112,2002,1525.471,94.1,5.877,256.813,157,1
ec-earth3,AT112,2003,1518.08,106.143,6.397,163.318,122,1
ec-earth3,AT112,2004,1530.304,53.118,17.329,397.255,170,1
ec-earth3,AT112,2005,1525.404,83.574,3.295,240.948,125,1
ec-earth3,AT112,2006,1523.842,105.629,0.172,287.844,116,1
ec-earth3,AT112,2007,1515.757,83.92,6.146,326.637,168,1
ec-earth3,AT112,2008,1521.951,71.431,11.027,343.269,165,1
ec-earth3,AT112,2009,1514.951,43.969,1.161,356.048,132,1
ec-earth3,AT112,2010,1515.119,109.2,5.727,354.565,137,1
ec-earth3,AT112,2011,1519.871,64.7,16.376,263.655,151,1
ec-earth3,AT112,2012,1510.99,135.648,4.647,195.062,133,1
ec-earth3,AT112,2013,1516.86,88.345,10.36,263.615,138,1
ec-earth3,AT112,2014,1527.076,59.706,0.634,346.309,151,1
ec-earth3,AT112,2015,1520.354,103.344,4.969,230.648,150,1
ec-earth3,AT112,2016,1517.872,61.82,0.924,329.11,157,1
ec-earth3,AT112,2017,1516.732,104.163,0.061,185.42,134,1
ec-earth3,AT112,2018,1524.233,69.766,7.505,240.573,120,1
ec-earth3,AT112,2019,1506.285,119.631,4.318,252.261,142,1
ec-earth3,AT112,2020,1527.413,56.495,9.809,253.841,159,1
ec-earth3,AT112,2021,1524.65,150.923,11.247,146.645,150,1
ec-earth3,AT112,2022,1526.422,94.858,19.196,250.411,159,1
ec-earth3,AT112,2023,1515.252,82.518,21.034,431.882,180,1
ec-earth3,AT113,1989,1401.798,22.601,0.877,420.405,148,1
ec-earth3,AT113,1990,1403.898,16.211,9.392,420.916,163,1
ec-earth3,AT113,1991,1403.743,47.651,0.672,433.851,142,1
ec-earth3,AT113,1992,1404.307,24.08,15.408,322.768,158,1
ec-earth3,AT113,1993,1401.891,50.981,39.965,246.228,175,1
ec-earth3,AT113,1994,1397.529,49.457,25.074,351.796,181,1
ec-earth3,AT113,1995,1409.384,53.499,11.549,492.693,162,1
ec-earth3,AT113,1996,1405.962,40.24,0.359,353.501,112,1
ec-earth3,AT113,1997,1400.473,21.974,11.272,390.183,152,1
ec-earth3,AT113,1998,1409.775,34.169,13.205,408.004,153,1
ec-earth3,AT113,1999,1396.186,35.116,3.405,426.269,136,1
ec-earth3,AT113,2000,1406.395,98.067,11.848,201.996,150,1
ec-earth3,AT113,2001,1396.163,35.084,12.305,241.924,156,1
ec-earth3,AT113,2002,1406.06,76.203,10.984,270.836,156,1
ec-earth3,AT113,2003,1405.854,97.696,8.753,182.621,121,1
ec-earth3,AT113,2004,1409.281,43.836,24.326,518.983,170,1
ec-earth3,AT113,2005,1393.393,50.543,3.57,330.838,124,1
ec-earth3,AT113,2006,1396.51,69.997,1.624,354.076,119,1
ec-earth3,AT113,2007,1393.249,54.242,14.269,348.16,170,1
ec-earth3,AT113,2008,1396.643,55.669,17.44,295.963,161,1
ec-earth3,AT113,2009,1397.228,22.123,3.884,437.611,135,1
ec-earth3,AT113,2010,1393.44,77.071,10.788,277.912,136,1
ec-earth3,AT113,2011,1400.618,38.419,22.504,294.405,153,1
ec-earth3,AT113,2012,1404.72,106.727,9.539,258.221,132,1
ec-earth3,AT113,2013,1406.448,66.082,11.158,339.607,134,1
ec-earth3,AT113,2014,1398.765,41.082,13.815,482.951,169,1
ec-earth3,AT113,2015,1401.006,85.2,6.743,307.789,142,1
ec-earth3,AT113,2016,1411.447,41.555,2.802,463.897,160,1
ec-earth3,AT113,2017,1396.119,67.001,3.789,225.664,134,1
ec-earth3,AT113,2018,1403.262,32.324,6.998,351.035,119,1
ec-earth3,AT113,2019,1396.459,93.587,7.364,284.955,141,1
ec-earth3,AT113,2020,1410.514,38.579,19.224,320.276,160,1
ec-earth3,AT113,2021,1408.441,102.651,23.531,276.307,161,1
ec-earth3,AT113,2022,1396.106,68.336,25.936,322.877,154,1
ec-earth3,AT113,2023,1390.721,52.922,28.072,424.296,183,1
ec-earth3,AT121,1989,1140.021,5.517,7.824,576.71,150,1
ec-earth3,AT121,1990,1150.123,7.953,10.099,598.583,161,1
ec-earth3,AT121,1991,1137.592,18.611,9.093,557.977,154,1
ec-earth3,AT121,1992,1140.976,7.293,23.426,483.537,155,1
ec-earth3,AT121,1993,1147.368,19.066,49.393,544.675,176,1
ec-earth3,AT121,1994,1134.769,31.28,28.257,617.451,181,1
ec-earth3,AT121,1995,1135.986,24.25,18.77,603.94,163,1
ec-earth3,AT121,1996,1145.339,21.201,1.96,542.938,110,1
ec-earth3,AT121,1997,1139.941,11.552,17.362,782.483,153,1
ec-earth3,AT121,1998,1147.913,17.91,14.143,562.519,151,1
ec-earth3,AT121,1999,1144.649,19.984,7.852,477.268,137,1
ec-earth3,AT121,2000,1145.028,42.218,15.808,508.691,151,1
ec-earth3,AT121,2001,1148.056,22.794,5.725,420.23,137,1
ec-earth3,AT121,2002,1150.515,37.927,18.247,520.421,158,1
ec-earth3,AT121,2003,1140.756,41.387,14.258,282.554,118,1
ec-earth3,AT121,2004,1145.989,15.934,33.521,609.95,169,1
ec-earth3,AT121,2005,1147.925,22.207,6.43,632.67,124,1
ec-earth3,AT121,2006,1143.78,34.875,1.911,512.974,114,1
ec-earth3,AT121,2007,1145.754,20.232,18.015,534.686,170,1
ec-earth3,AT121,2008,1140.296,30.663,22.355,487.559,156,1
ec-earth3,AT121,2009,1147.441,5.318,5.273,666.938,122,1
ec-earth3,AT121,2010,1129.429,42.998,1.81,466.485,117,1
ec-earth3,AT121,2011,1148.003,15.798,25.93,372.038,154,1
ec-earth3,AT121,2012,1132.299,52.084,9.811,366.59,127,1
ec-earth3,AT121,2013,1139.639,32.597,38.477,670.668,167,1
ec-earth3,AT121,2014,1141.989,27.662,10.661,543.804,152,1
ec-earth3,AT121,2015,1138.391,53.377,15.535,398.98,143,1
ec-earth3,AT121,2016,1134.834,21.576,12.86,598.242,159,1
ec-earth3,AT121,2017,1141.678,37.357,6.752,370.191,133,1
ec-earth3,AT121,2018,1142.818,19.982,35.264,338.257,150,1
ec-earth3,AT121,2019,1133.018,61.615,6.115,388.704,135,1
ec-earth3,AT121,2020,1147.377,15.993,19.625,602.17,160,1
ec-earth3,AT121,2021,1138.492,53.771,25.734,361.502,160,1
ec-earth3,AT121,2022,1139.127,32.812,27.27,510.84,157,1
ec-earth3,AT121,2023,1144.631,42.686,35.516,573.356,186,1
ec-earth3,AT122,1989,1117.346,4.969,8.46,553.848,152,1
ec-earth3,AT122,1990,1131.288,5.681,13.437,531.364,165,1
ec-earth3,AT122,1991,1121.022,16.948,11.042,606.309,154,1
ec-earth3,AT122,1992,1134.017,7.739,24.098,424.866,159,1
ec-earth3,AT122,1993,1126.17,14.135,48.989,428.382,176,1
ec-earth3,AT122,1994,1117.375,24.367,19.357,456.713,170,1
ec-earth3,AT122,1995,1130.468,19.421,22.946,512.876,162,1
ec-earth3,AT122,1996,1128.248,13.736,1.421,481.098,109,1
ec-earth3,AT122,1997,1130.422,6.96,21.321,722.389,153,1
ec-earth3,AT122,1998,1121.11,13.816,15.087,475.796,150,1
ec-earth3,AT122,1999,1133.397,16.193,9.51,500.368,138,1
ec-earth3,AT122,2000,1134.528,40.759,18.339,382.811,149,1
ec-earth3,AT122,2001,1134.147,20.502,15.736,328.817,157,1
ec-earth3,AT122,2002,1125.775,29.786,14.473,468.926,155,1
ec-earth3,AT122,2003,1124.769,39.774,13.456,254.246,116,1
ec-earth3,AT122,2004,1131.05,12.362,32.611,598.41,168,1
ec-earth3,AT122,2005,1127.106,15.714,6.23,444.809,124,1
ec-earth3,AT122,2006,1130.68,25.123,1.644,448.79,113,1
ec-earth3,AT122,2007,1132.115,18.113,16.191,473.111,169,1
ec-earth3,AT122,2008,1125.068,15.879,22.327,428.644,157,1
ec-earth3,AT122,2009,1131.954,6.099,5.124,557.619,120,1
ec-earth3,AT122,2010,1129.385,43.596,2.556,423.52,119,1
ec-earth3,AT122,2011,1134.24,10.445,25.513,371.98,154,1
ec-earth3,AT122,2012,1118.58,47.732,10.556,316.137,127,1
ec-earth3,AT122,2013,1128.898,24.517,16.089,457.906,135,1
ec-earth3,AT122,2014,1125.066,17.786,5.596,508.829,148,1
ec-earth3,AT122,2015,1127.504,43.108,14.754,337.095,139,1
ec-earth3,AT122,2016,1131.539,17.601,15.557,559.942,161,1
ec-earth3,AT122,2017,1134.885,30.288,6.14,355.87,134,1
ec-earth3,AT122,2018,1124.32,8.929,9.805,390.782,113,1
ec-earth3,AT122,2019,1126.219,50.875,6.657,349.739,138,1
ec-earth3,AT122,2020,1130.103,15,17.774,424.367,159,1
ec-earth3,AT122,2021,1133.536,52.652,21.36,256.949,146,1
ec-earth3,AT122,2022,1126.344,31.293,37.964,456.617,173,1
ec-earth3,AT122,2023,1129.404,33.32,33.56,533.575,182,1
ec-earth3,AT123,1989,1276.396,8.703,3.488,539.875,152,1
ec-earth3,AT123,1990,1267.114,10.517,6.552,459.274,160,1
ec-earth3,AT123,1991,1257.998,26.6,5.023,487.434,153,1
ec-earth3,AT123,1992,1272.228,10.743,15.498,375.436,157,1
ec-earth3,AT123,1993,1270.055,28.475,43.83,355.518,176,1
ec-earth3,AT123,1994,1261.249,41.934,15.77,399.349,170,1
ec-earth3,AT123,1995,1274.663,34.034,13.026,408.656,163,1
ec-earth3,AT123,1996,1266.117,19.609,1.204,435.144,111,1
ec-earth3,AT123,1997,1270.741,10.319,13.305,656.804,155,1
ec-earth3,AT123,1998,1266.776,23.833,12.407,401.808,151,1
ec-earth3,AT123,1999,1265.416,21.791,6.867,436.618,139,1
ec-earth3,AT123,2000,1267.124,58.545,8.944,316.15,150,1
ec-earth3,AT123,2001,1271.424,29.533,11.658,324.932,155,1
ec-earth3,AT123,2002,1260.474,42.896,8.316,409.42,156,1
ec-earth3,AT123,2003,1271.989,51.796,10.676,190.386,120,1
ec-earth3,AT123,2004,1265.37,18.582,26.614,510.469,168,1
ec-earth3,AT123,2005,1267.483,27.19,5.173,445.667,125,1
ec-earth3,AT123,2006,1266.777,43.432,0.543,439.649,114,1
ec-earth3,AT123,2007,1276.793,25.812,11.006,418.133,170,1
ec-earth3,AT123,2008,1269.372,27.877,17.026,391.451,157,1
ec-earth3,AT123,2009,1267.346,9.469,3.119,605.568,122,1
ec-earth3,AT123,2010,1254.216,57.992,0.306,453.507,118,1
ec-earth3,AT123,2011,1261.819,19.406,22.631,308.687,154,1
ec-earth3,AT123,2012,1259.672,73.713,7.941,296.6,128,1
ec-earth3,AT123,2013,1264.557,41.646,14.495,489.186,137,1
ec-earth3,AT123,2014,1271.165,31.947,1.994,441.433,144,1
ec-earth3,AT123,2015,1263.641,65.587,7.417,309.619,141,1
ec-earth3,AT123,2016,1269.585,30.222,5.864,492.134,161,1
ec-earth3,AT123,2017,1276.59,51.577,2.241,289.535,134,1
ec-earth3,AT123,2018,1268.618,22.602,29.166,343.449,152,1
ec-earth3,AT123,2019,1268.147,81.448,4.961,332.712,138,1
ec-earth3,AT123,2020,1269.661,25.217,13.335,449.093,159,1
ec-earth3,AT123,2021,1269.017,73.026,13.972,244.442,147,1
ec-earth3,AT123,2022,1263.275,47.405,19.683,389.127,154,1
ec-earth3,AT123,2023,1255.314,45.124,26.226,478.227,181,1
ec-earth3,AT124,1989,1122.236,6.193,10.025,405.021,153,1
ec-earth3,AT124,1990,1116.562,4.967,14.209,405.06,162,1
ec-earth3,AT124,1991,1120.799,19.211,10.922,354.966,157,1
ec-earth3,AT124,1992,1120.184,7.94,27.634,304.35,158,1
ec-earth3,AT124,1993,1116.108,13.01,54.546,327.435,181,1
ec-earth3,AT124,1994,1119.2,37.43,8.194,289.216,140,1
ec-earth3,AT124,1995,1114.814,21.497,21.136,374.55,163,1
ec-earth3,AT124,1996,1121.15,11.826,2.375,374.23,110,1
ec-earth3,AT124,1997,1128.969,5.615,21.15,490.472,154,1
ec-earth3,AT124,1998,1122.664,14.443,15.082,320.044,151,1
ec-earth3,AT124,1999,1125.552,17.334,9.336,340.541,137,1
ec-earth3,AT124,2000,1120.769,41.283,21.44,290.789,154,1
ec-earth3,AT124,2001,1125.768,20.801,6.348,349.161,136,1
ec-earth3,AT124,2002,1131.841,28.865,19.881,346.857,159,1
ec-earth3,AT124,2003,1120.751,32.523,14.583,196.219,119,1
ec-earth3,AT124,2004,1114.925,11.551,33.458,448.601,168,1
ec-earth3,AT124,2005,1128.971,15.408,7.996,403.524,124,1
ec-earth3,AT124,2006,1135.313,26.724,2.057,391.938,113,1
ec-earth3,AT124,2007,1127.668,17.039,17.116,337.217,172,1
ec-earth3,AT124,2008,1118.474,17.456,23.86,332.219,156,1
ec-earth3,AT124,2009,1123.919,3.959,4.308,451.022,120,1
ec-earth3,AT124,2010,1129.522,48.26,1.313,327.931,118,1
ec-earth3,AT124,2011,1119.839,11.438,27.369,268.585,154,1
ec-earth3,AT124,2012,1128.063,48.8,11.818,299.252,129,1
ec-earth3,AT124,2013,1125.478,25.592,20.009,421.035,135,1
ec-earth3,AT124,2014,1128.688,27.341,8.362,307.002,140,1
ec-earth3,AT124,2015,1125.337,57.386,14.144,230.714,138,1
ec-earth3,AT124,2016,1117.237,20.281,12.837,380.254,161,1
ec-earth3,AT124,2017,1130.845,42.446,7.826,199.767,134,1
ec-earth3,AT124,2018,1119.18,8.753,9.378,249.382,111,1
ec-earth3,AT124,2019,1111.86,52.497,7.985,287.303,138,1
ec-earth3,AT124,2020,1125.248,17.859,18.664,424.761,161,1
ec-earth3,AT124,2021,1116.951,36.52,22.311,282.748,145,1
ec-earth3,AT124,2022,1127.743,24.932,47.826,374.659,185,1
ec-earth3,AT124,2023,1111.488,33.365,37.174,369.549,186,1
ec-earth3,AT125,1989,1389.963,27.031,3.177,301.19,149,1
ec-earth3,AT125,1990,1386.459,24.297,5.927,327.493,164,1
ec-earth3,AT125,1991,1382.136,62.025,1.51,292.504,142,1
ec-earth3,AT125,1992,1380.169,27.154,14.153,236.444,157,1
ec-earth3,AT125,1993,1383.944,46.207,38.946,209.779,175,1
ec-earth3,AT125,1994,1396.628,72.467,14.952,246.827,168,1
ec-earth3,AT125,1995,1400.205,64.323,10.339,309.842,163,1
ec-earth3,AT125,1996,1390.328,34.379,1,258.34,112,1
ec-earth3,AT125,1997,1397.775,28.027,13.129,423.371,154,1
ec-earth3,AT125,1998,1395.367,37.223,11.717,229.853,151,1
ec-earth3,AT125,1999,1395.865,32.301,5.293,316.319,137,1
ec-earth3,AT125,2000,1387.343,93.873,7.751,182.724,152,1
ec-earth3,AT125,2001,1394.902,47.824,8.725,256.494,157,1
ec-earth3,AT125,2002,1392.38,62.117,9.26,282.517,159,1
ec-earth3,AT125,2003,1390.261,74.728,9.467,144.501,121,1
ec-earth3,AT125,2004,1384.522,32.058,21.651,332.322,168,1
ec-earth3,AT125,2005,1390.011,49.789,5.456,282.31,125,1
ec-earth3,AT125,2006,1401.399,77.145,0.738,313.693,115,1
ec-earth3,AT125,2007,1398.484,63.31,13.077,275.708,174,1
ec-earth3,AT125,2008,1384.211,52.589,18.347,241.469,166,1
ec-earth3,AT125,2009,1387.261,27.902,1.434,349.458,131,1
ec-earth3,AT125,2010,1379.41,87.785,0.403,356.499,120,1
ec-earth3,AT125,2011,1389.907,41.793,22.256,241.981,155,1
ec-earth3,AT125,2012,1395.223,109.797,10.171,198.331,133,1
ec-earth3,AT125,2013,1387.162,61.491,15.291,316.579,143,1
ec-earth3,AT125,2014,1396.727,55.137,4.725,205.62,145,1
ec-earth3,AT125,2015,1381.644,96.958,8.063,151.5,142,1
ec-earth3,AT125,2016,1386.297,49.32,4.47,319.936,160,1
ec-earth3,AT125,2017,1396.525,93.853,2.458,142.969,135,1
ec-earth3,AT125,2018,1385.524,51.066,8.408,168.589,117,1
ec-earth3,AT125,2019,1386.756,103.977,6.964,263.128,141,1
ec-earth3,AT125,2020,1392.592,47.198,15.532,284.56,161,1
ec-earth3,AT125,2021,1397.67,111.376,15.049,201.525,145,1
ec-earth3,AT125,2022,1394.703,66.805,19.765,249.668,159,1
ec-earth3,AT125,2023,1383.641,74.876,26.237,323.552,181,1
ec-earth3,AT126,1989,1456.697,30.232,0.933,345.928,149,1
ec-earth3,AT126,1990,1462.688,28.609,3.026,352.404,163,1
ec-earth3,AT126,1991,1452.016,64.855,0.572,352.973,142,1
ec-earth3,AT126,1992,1458.045,27.186,9.39,279.789,158,1
ec-earth3,AT126,1993,1460.356,54.467,37.147,214.355,176,1
ec-earth3,AT126,1994,1448.794,68.419,12.865,284.461,170,1
ec-earth3,AT126,1995,1450.69,65.348,6.866,350.409,162,1
ec-earth3,AT126,1996,1445.542,43.096,0.856,288.894,112,1
ec-earth3,AT126,1997,1455.566,31.916,8.257,447.609,154,1
ec-earth3,AT126,1998,1456.612,44.165,11.271,248.258,151,1
ec-earth3,AT126,1999,1457.112,37.217,5.092,327.507,137,1
ec-earth3,AT126,2000,1458.061,100.346,4.967,201.019,151,1
ec-earth3,AT126,2001,1452.112,57.349,7.519,228.862,155,1
ec-earth3,AT126,2002,1448.498,72.836,6.175,312.855,157,1
ec-earth3,AT126,2003,1458.921,84.065,7.149,164.396,122,1
ec-earth3,AT126,2004,1464.238,42.956,19.598,377.25,169,1
ec-earth3,AT126,2005,1455.57,61.035,4.735,274.046,126,1
ec-earth3,AT126,2006,1453.808,87.515,0.332,306.832,115,1
ec-earth3,AT126,2007,1450.15,64.501,9.333,310.431,171,1
ec-earth3,AT126,2008,1457.574,59.916,14.984,306.877,165,1
ec-earth3,AT126,2009,1460.775,39.938,1.226,406.339,132,1
ec-earth3,AT126,2010,1458.806,104.14,0.313,398.371,123,1
ec-earth3,AT126,2011,1450.631,52.814,19.692,260.236,155,1
ec-earth3,AT126,2012,1453.512,125.036,7.696,204.3,133,1
ec-earth3,AT126,2013,1448.578,73.084,14.185,330.935,143,1
ec-earth3,AT126,2014,1456.587,57.425,2.806,279.249,145,1
ec-earth3,AT126,2015,1460.997,106.075,7.04,188.753,143,1
ec-earth3,AT126,2016,1457.34,54.545,2.611,359.162,160,1
ec-earth3,AT126,2017,1446.907,101.624,1.196,184.761,134,1
ec-earth3,AT126,2018,1448.475,60.354,8.234,203.856,119,1
ec-earth3,AT126,2019,1449.784,118.898,5.364,293.825,140,1
ec-earth3,AT126,2020,1447.469,54.054,13.087,306.619,159,1
ec-earth3,AT126,2021,1452.825,133.402,13.615,200.082,145,1
ec-earth3,AT126,2022,1450.037,79.773,16.803,278.318,156,1
ec-earth3,AT126,2023,1442.875,80.396,23.127,386.439,180,1
ec-earth3,AT127,1989,1461.207,29.366,1.088,355.371,150,1
ec-earth3,AT127,1990,1456.99,27.015,3.484,356.001,163,1
ec-earth3,AT127,1991,1451.869,61.528,0.762,443.497,143,1
ec-earth3,AT127,1992,1448.518,26.669,9.453,301.823,158,1
ec-earth3,AT127,1993,1451.44,55.819,37.966,240.221,176,1
ec-earth3,AT127,1994,1444.544,66.928,12.07,321.855,170,1
ec-earth3,AT127,1995,1451.395,63.866,6.595,392.608,161,1
ec-earth3,AT127,1996,1455.487,43.965,0.27,312.599,112,1
ec-earth3,AT127,1997,1461.658,30.226,7.943,502.602,154,1
ec-earth3,AT127,1998,1460.519,42.589,10.52,262.383,151,1
ec-earth3,AT127,1999,1451.852,39.135,5.081,354.747,136,1
ec-earth3,AT127,2000,1450.709,97.799,5.489,219.916,150,1
ec-earth3,AT127,2001,1447.499,58.269,7.643,211.452,153,1
ec-earth3,AT127,2002,1458.078,74.15,6.374,339.87,157,1
ec-earth3,AT127,2003,1465.545,84.114,7.327,179.694,122,1
ec-earth3,AT127,2004,1470.421,42.319,18.71,428.264,169,1
ec-earth3,AT127,2005,1447.79,60.734,4.041,265.661,125,1
ec-earth3,AT127,2006,1459.692,84.065,0.052,318.205,115,1
ec-earth3,AT127,2007,1465.006,61.934,6.602,363.429,170,1
ec-earth3,AT127,2008,1454.01,53.517,13.811,353.501,165,1
ec-earth3,AT127,2009,1462.555,39.645,1.351,422.215,131,1
ec-earth3,AT127,2010,1445.809,95.346,7.1,398.642,136,1
ec-earth3,AT127,2011,1463.819,47.683,19.175,278.198,155,1
ec-earth3,AT127,2012,1459.829,125.045,5.885,207.626,133,1
ec-earth3,AT127,2013,1463.057,70.456,13.005,312.985,143,1
ec-earth3,AT127,2014,1461.565,49.196,1.5,342.273,146,1
ec-earth3,AT127,2015,1446.971,94.484,7.062,226.288,143,1
ec-earth3,AT127,2016,1465.979,52.266,3.026,383.107,160,1
ec-earth3,AT127,2017,1452.251,93.179,0.985,221.063,134,1
ec-earth3,AT127,2018,1460.608,54.814,24.13,275.255,153,1
ec-earth3,AT127,2019,1455.449,114.7,5.328,291.998,140,1
ec-earth3,AT127,2020,1460.995,48.411,11.867,309.74,159,1
ec-earth3,AT127,2021,1447.151,134.068,12.596,178.969,144,1
ec-earth3,AT127,2022,1450.811,82.007,17.005,263.83,156,1
ec-earth3,AT127,2023,1448.443,73.396,21.819,454.446,180,1
ec-earth3,AT130,1989,1492.763,26.64,0.344,352.427,150,1
ec-earth3,AT130,1990,1488.723,26.781,2.099,354.335,162,1
ec-earth3,AT130,1991,1488.726,61.842,0.116,423.379,143,1
ec-earth3,AT130,1992,1485.936,25.28,5.17,273.169,157,1
ec-earth3,AT130,1993,1491.406,58.771,36.65,234.667,176,1
ec-earth3,AT130,1994,1475.225,69.206,10.033,317.712,170,1
ec-earth3,AT130,1995,1475.869,63.2,3.48,378.082,160,1
ec-earth3,AT130,1996,1475.102,44.893,0.315,285.99,112,1
ec-earth3,AT130,1997,1492.798,32.064,5.635,503.784,154,1
ec-earth3,AT130,1998,1479.869,45.073,9.248,262.937,150,1
ec-earth3,AT130,1999,1490.93,39.637,5,336.614,137,1
ec-earth3,AT130,2000,1482.622,100.811,3.672,212.461,150,1
ec-earth3,AT130,2001,1476.694,58.551,4.698,210.074,152,1
ec-earth3,AT130,2002,1486.305,75.331,5.099,341.73,157,1
ec-earth3,AT130,2003,1490.525,86.084,6.147,175.288,122,1
ec-earth3,AT130,2004,1483.168,38.933,17.71,428.106,168,1
ec-earth3,AT130,2005,1484.255,62.33,3.369,256.07,126,1
