IDREGION;CROP_NAME;YEAR;VALUE;SOURCE;CALCULATED_REGION;CALCULATED_CROP;CALCULATED_VALUE;COHERENCE_A_P_Y;ZERO_SET_AS_NULL;COHERENCE_CROP;UNIT
NL11;Winter barley;1998;5.6;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;1999;6.6;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2000;6.1;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2001;6.7;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2002;5.9;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2003;7.1;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2004;7.6;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2005;7.0;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2006;7.8;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2007;7.3;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2008;8.0;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2009;8.8;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2010;8.5;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2011;6.8;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2012;8.6;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2013;8.2;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2014;8.6;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2015;8.5;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2016;7.5;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2017;8.8;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2018;8.1;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2019;8.5;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2020;7.7;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2021;8.3;NSI;;;;Yes;;Yes;t/ha
NL11;Winter barley;2022;9.2;NSI;;;;Yes;;Yes;t/ha
NL11;Spring barley;1994;10360.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;1995;6381.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;1996;7164.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;1997;8364.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;1998;7671.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;1999;15121.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2000;8054.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2001;11361.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2002;12964.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2003;10608.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2004;9235.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2005;10127.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2006;8435.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2007;8908.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2008;10071.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2009;7731.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2010;6318.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2011;7307.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2012;6014.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2013;6352.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2014;5412.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2015;5928.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2016;5927.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2017;4733.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2018;7962.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2019;5264.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2020;8366.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2021;5316.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;2022;6822.0;NSI;;;;Yes;;Yes;ha
NL11;Spring barley;1994;54316.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;1995;37089.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;1996;47006.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;1997;53166.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;1998;42040.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;1999;97330.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2000;51001.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2001;71909.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2002;73133.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2003;69769.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2004;55449.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2005;63541.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2006;51914.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2007;51109.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2008;59518.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2009;53672.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2010;38587.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2011;46814.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2012;41800.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2013;45849.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2014;39757.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2015;41092.0;NSI;;;;Yes;;Yes;t
NL11;Spring barley;2016;37417.0;NSI;;;;Yes;;Yes;t
ITC42;Winter barley;2011;1292.5;Mixed;;;Yes;Yes;;Yes;t
ITC42;Winter barley;2012;1355.0;Mixed;;;Yes;Yes;;Yes;t
ITC42;Winter barley;2013;1550.0;Mixed;;;Yes;Yes;;Yes;t
ITC42;Winter barley;2014;1165.0;Mixed;;;Yes;Yes;;Yes;t
ITC42;Winter barley;2016;738.0;Mixed;;;Yes;Yes;;Yes;t
ITC42;Winter barley;2017;855.0;Mixed;;;Yes;Yes;;Yes;t
ITC42;Winter barley;2018;877.5;Mixed;;;Yes;Yes;;Yes;t
ITC42;Winter barley;2019;909.0;Mixed;;;Yes;Yes;;Yes;t
ITC42;Winter barley;2020;877.5;Mixed;;;Yes;Yes;;Yes;t
ITC42;Winter barley;2006;6.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2007;6.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2008;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2009;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2010;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2011;4.7;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2012;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2013;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2014;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2016;4.5;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2017;4.5;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2018;4.5;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2019;4.5;Mixed;;;Yes;Yes;;Yes;t/ha
ITC42;Winter barley;2020;4.5;Mixed;;;Yes;Yes;;Yes;t/ha
IE04;Winter barley;2021;7.89;Eurostat;;;Yes;Yes;;;t/ha
IE04;Winter barley;2022;7.63;Eurostat;;;Yes;Yes;;;t/ha
IE04;Winter barley;2023;8.31;Eurostat;;;Yes;Yes;;;t/ha
LT029;Winter barley;2021;5164.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2022;5440.0;NSI;;;;Yes;;Yes;t
ITC48;Winter barley;2008;6400.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2009;4950.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2010;3590.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2011;2600.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2012;2800.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2013;3250.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2014;2670.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2015;2980.0;Mixed;;;Yes;;;Yes;ha
ITC48;Winter barley;2016;3100.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2017;2800.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2018;4070.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2019;4100.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2020;3487.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Winter barley;2005;35110.0;Mixed;;;Yes;;;Yes;t
ITC48;Winter barley;2006;37970.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2007;34000.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2008;36495.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2009;19375.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2010;19100.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2011;11700.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2012;14756.5;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2013;15032.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2014;13421.5;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2016;17573.4;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2017;15955.3;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2018;20390.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2019;22873.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2020;20232.4;Mixed;;;Yes;Yes;;Yes;t
ITC48;Winter barley;2006;6.31;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2007;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2008;5.7;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2009;3.91;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2010;5.32;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2011;4.5;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2012;5.27;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2013;4.63;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2014;5.03;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2016;5.67;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2017;5.7;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2018;5.01;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2019;5.58;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Winter barley;2020;5.8;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2006;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2007;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2008;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2009;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2010;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2011;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2012;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2013;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2014;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2015;0.0;Mixed;;;Yes;;;Yes;ha
ITC48;Spring barley;2016;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2017;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2018;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2019;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2020;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC48;Spring barley;2005;0.0;Mixed;;;Yes;;;Yes;t
ITC48;Spring barley;2006;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2007;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2008;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2009;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2010;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2011;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2012;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2013;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2014;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2016;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2017;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2018;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2019;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2020;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC48;Spring barley;2006;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2007;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2008;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2009;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2010;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2011;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2012;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2013;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2014;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2016;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2017;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2018;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2019;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC48;Spring barley;2020;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2010;1285.5;Mixed;;;Yes;Yes;;Yes;t
ITC41;Winter barley;2011;1090.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Winter barley;2012;1090.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Winter barley;2013;1029.2;Mixed;;;Yes;Yes;;Yes;t
ITC41;Winter barley;2014;878.6;Mixed;;;Yes;Yes;;Yes;t
ITC41;Winter barley;2016;779.7;Mixed;;;Yes;Yes;;Yes;t
ITC41;Winter barley;2017;864.2;Mixed;;;Yes;Yes;;Yes;t
ITC41;Winter barley;2018;854.4;Mixed;;;Yes;Yes;;Yes;t
ITC41;Winter barley;2019;895.6;Mixed;;;Yes;Yes;;Yes;t
ITC41;Winter barley;2020;779.9;Mixed;;;Yes;Yes;;Yes;t
ITC41;Winter barley;2006;3.91;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2007;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2008;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2009;4.64;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2010;5.59;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2011;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2012;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2013;5.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2014;5.46;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2016;5.78;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2017;5.96;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2018;5.77;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2019;5.97;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Winter barley;2020;5.49;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Spring barley;2006;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2007;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2008;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2009;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2010;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2011;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2012;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2013;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2014;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2015;0.0;Mixed;;;Yes;;;Yes;ha
ITC41;Spring barley;2016;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2017;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2018;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2019;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2020;0.0;Mixed;;;Yes;Yes;;Yes;ha
ITC41;Spring barley;2005;0.0;Mixed;;;Yes;;;Yes;t
ITC41;Spring barley;2006;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2007;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2008;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2009;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2010;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2011;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2012;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2013;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2014;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2016;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2017;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2018;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2019;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2020;0.0;Mixed;;;Yes;Yes;;Yes;t
ITC41;Spring barley;2006;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Spring barley;2007;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Spring barley;2008;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Spring barley;2009;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Spring barley;2010;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Spring barley;2011;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Spring barley;2012;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Spring barley;2013;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Spring barley;2014;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
ITC41;Spring barley;2016;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
NL33;Winter barley;1994;519.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;1995;316.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;1996;296.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;1997;479.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;1998;357.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;1999;37.0;NSI;;;;No;;Yes;t
NL33;Winter barley;2000;409.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2001;746.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2002;245.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2003;195.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2004;305.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2005;236.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2006;146.0;NSI;;;;No;;Yes;t
NL33;Winter barley;2007;90.0;NSI;;;;No;;Yes;t
NL33;Winter barley;2008;383.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2009;339.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2010;669.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2011;259.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2012;389.0;NSI;;;;No;;Yes;t
NL33;Winter barley;2013;477.0;NSI;;;;No;;Yes;t
NL33;Winter barley;2014;1827.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2015;4581.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2016;5497.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2017;6249.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2018;3694.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2019;4585.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2020;3786.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2021;3046.0;NSI;;;;Yes;;Yes;t
NL33;Winter barley;2022;3309.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2000;122.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2001;471.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2002;504.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2003;562.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2004;119.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2005;343.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2006;43.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2007;190.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2008;98.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2009;415.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2010;274.0;NSI;;;;No;;Yes;t
LT029;Winter barley;2011;542.0;NSI;;;;No;;Yes;t
LT029;Winter barley;2012;78.0;NSI;;;;No;;Yes;t
LT029;Winter barley;2013;492.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2014;276.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2015;111.0;NSI;;;;No;;Yes;t
LT029;Winter barley;2016;194.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2019;1561.0;NSI;;;;Yes;;Yes;t
LT029;Winter barley;2020;4700.0;NSI;;;;Yes;;Yes;t
ITC47;Winter barley;2020;6.01;Mixed;;;Yes;Yes;;Yes;t/ha
DE21N;Spring barley;1999;133.0;NSI;;;;Yes;;Yes;ha
DE21N;Spring barley;2003;136.0;NSI;;;;Yes;;Yes;ha
DE21N;Spring barley;2007;115.0;NSI;;;;Yes;;Yes;ha
DE21N;Spring barley;2010;116.72;NSI;;;;Yes;;Yes;ha
DE21N;Spring barley;2016;113.93;NSI;;;;Yes;;Yes;ha
DE21N;Spring barley;1999;533.33;NSI;;;;Yes;;Yes;t
DE21N;Spring barley;2003;660.96;NSI;;;;Yes;;Yes;t
DE21N;Spring barley;2007;500.25;NSI;;;;Yes;;Yes;t
DE21N;Spring barley;2010;483.22;NSI;;;Yes;Yes;;Yes;t
DE21N;Spring barley;2016;608.36;NSI;;;Yes;Yes;;Yes;t
DE21N;Spring barley;1999;4.01;NSI;;;;Yes;;Yes;t/ha
DE21N;Spring barley;2000;4.33;NSI;;;;;;;t/ha
DE21N;Spring barley;2001;4.02;NSI;;;;;;;t/ha
DE21N;Spring barley;2002;3.77;NSI;;;;;;;t/ha
DE21N;Spring barley;2003;4.86;NSI;;;;Yes;;Yes;t/ha
DE21N;Spring barley;2004;4.44;NSI;;;;;;;t/ha
DE21N;Spring barley;2005;4.35;NSI;;;;;;;t/ha
DE21N;Spring barley;2006;3.71;NSI;;;;;;;t/ha
DE21N;Spring barley;2007;4.35;NSI;;;;Yes;;Yes;t/ha
DE21N;Spring barley;2008;4.66;NSI;;;;;;;t/ha
DE21N;Spring barley;2009;4.77;NSI;;;;;;;t/ha
DE21N;Spring barley;2010;4.14;NSI;;;;Yes;;Yes;t/ha
DE21N;Spring barley;2011;4.67;NSI;;;;;;;t/ha
DE21N;Spring barley;2012;4.59;NSI;;;;;;;t/ha
DE21N;Spring barley;2013;4.78;NSI;;;;;;;t/ha
DE21N;Spring barley;2014;6.29;NSI;;;;;;;t/ha
DE21N;Spring barley;2015;4.61;NSI;;;;;;;t/ha
DE21N;Spring barley;2016;5.34;NSI;;;;Yes;;Yes;t/ha
DE221;Total wheat;1999;629.0;NSI;;;;;;;ha
DE221;Total wheat;2003;653.0;NSI;;;;;;;ha
DE221;Total wheat;2007;658.0;NSI;;;;;;;ha
DE221;Total wheat;2010;778.0;NSI;;;;;;;ha
DE221;Total wheat;2016;687.0;NSI;;;;;;;ha
DE221;Total wheat;2020;644.0;NSI;;;;;;;ha
DE221;Soft wheat;1999;620.92;NSI;;Yes;Yes;Yes;;;ha
DE221;Soft wheat;2003;644.61;NSI;;Yes;Yes;Yes;;;ha
DE221;Soft wheat;2007;649.54;NSI;;Yes;Yes;Yes;;;ha
DE221;Soft wheat;2010;768.0;NSI;;Yes;;Yes;;;ha
DE221;Soft wheat;1999;4098.04;NSI;;;Yes;Yes;;;t
DE221;Soft wheat;2003;3693.6;NSI;;;Yes;Yes;;;t
DE221;Soft wheat;2007;4273.99;NSI;;;Yes;Yes;;;t
DE221;Soft wheat;2010;4953.6;NSI;;Yes;;Yes;;;t
DE221;Soft wheat;1999;6.6;NSI;;Yes;;Yes;;;t/ha
DE221;Soft wheat;2000;6.11;NSI;;Yes;;;;;t/ha
DE221;Soft wheat;2001;5.89;NSI;;Yes;;;;;t/ha
DE221;Soft wheat;2002;6.55;NSI;;Yes;;;;;t/ha
DE221;Soft wheat;2003;5.73;NSI;;Yes;;Yes;;;t/ha
DE221;Soft wheat;2004;7.74;NSI;;Yes;;;;;t/ha
DE221;Soft wheat;2005;7.08;NSI;;Yes;;;;;t/ha
DE221;Soft wheat;2006;6.4;NSI;;Yes;;;;;t/ha
DE221;Soft wheat;2007;6.58;NSI;;Yes;;Yes;;;t/ha
DE221;Soft wheat;2008;6.19;NSI;;Yes;;;;;t/ha
DE221;Soft wheat;2009;5.36;NSI;;Yes;;;;;t/ha
DE221;Soft wheat;2010;6.45;NSI;;Yes;;Yes;;;t/ha
