cntr,year,hdd_calendar,hdd_octmar,cdd_jja
PL,1977,3768.49,2822.65,31.23
PL,1978,4077.42,2891.58,32.1
PL,1979,4062.42,3213.51,43.38
PL,1980,4272.46,3182.34,13.12
PL,1981,3884.26,2971.96,47.88
PL,1982,3742.81,3097.95,72.44
PL,1983,3536.35,2674.89,78.24
PL,1984,3873.53,3004.56,35.3
PL,1985,4249.8,3338.31,37.03
PL,1986,3998.81,3193,58.54
PL,1987,4284.64,3347.76,34.55
PL,1988,3712.24,2787.08,52.67
PL,1989,3354.87,2686.82,63.6
PL,1990,3377.33,2491.1,48.34
PL,1991,3849.84,2855.77,53.98
PL,1992,3665.32,2869.98,133.95
PL,1993,3863.3,3000.96,40.46
PL,1994,3552.41,2884.56,131.21
PL,1995,3806.32,2784.36,91.55
PL,1996,4339.34,3509.22,45.6
PL,1997,3889.65,3005.26,47.25
PL,1998,3720.46,2815.27,53.62
PL,1999,3535.74,3028.91,65.88
PL,2000,3313.6,2839.42,59.41
PL,2001,3741.24,2633.56,65.28
PL,2002,3530.05,2752.13,101.31
PL,2003,3812.13,3247.89,93.1
PL,2004,3709.82,2994.87,49.72
PL,2005,3782.4,2890.69,62.78
PL,2006,3692.92,3263.59,124.27
PL,2007,3407.53,2374.19,85.89
PL,2008,3378.1,2776.02,74.11
PL,2009,3658.57,2844.93,62.48
PL,2010,4067.42,3128.12,113.36
PL,2011,3549.14,3133.77,60.11
PL,2012,3744.55,2946.96,93.37
PL,2013,3707.73,3119.38,93.25
PL,2014,3285.87,2543.55,87.39
PL,2015,3292.14,2588.91,142.76
PL,2016,3483.81,2641.02,78.25
PL,2017,3491.84,2881.33,76.72
PL,2018,3327.4,2829.59,125.87
PL,2019,3144.39,2592.85,143.9
PL,2020,3186.53,2388.97,85.17
PL,2021,3657.83,2731.43,101.05
PL,2022,3362.06,2664.35,125.25
PL,2023,3159.68,2531.63,103.78
PL,2024,2939.54,2414.36,125.48
PT,1950,1403.22,,140.32
PT,1951,1549.88,1190.44,117.51
PT,1952,1483.25,1155.69,139.29
PT,1953,1363.32,1153.45,166.46
PT,1954,1556.38,1166.39,116.76
PT,1955,1207.67,991.1,145.29
PT,1956,1738.49,1202.54,107.63
PT,1957,1533.31,1224.27,167.66
PT,1958,1454.96,1202.71,123.72
PT,1959,1403.03,1089.98,174.12
PT,1960,1489.84,1138.68,138.24
PT,1961,1275.61,1094.63,223.43
PT,1962,1521.25,1136.76,182.97
PT,1963,1543.53,1254.3,129.22
PT,1964,1542.15,1140.71,178.8
PT,1965,1533.71,1300.88,141.18
PT,1966,1434.55,1000.38,148.76
PT,1967,1540.42,1244.91,141.2
PT,1968,1476.89,1217.89,158.21
PT,1969,1609.63,1097.94,195.98
PT,1970,1623.27,1245.68,124.98
PT,1971,1644.45,1284.48,103.15
PT,1972,1728.83,1284.9,95.66
PT,1973,1545.53,1215.66,144.1
PT,1974,1635.08,1171.3,170.05
PT,1975,1582.83,1224.28,147.05
PT,1976,1580.15,1239.94,189.62
PT,1977,1478.69,1188.5,68.57
PT,1978,1485.65,1080.79,123.34
PT,1979,1526.71,1081.95,166.46
PT,1980,1508.91,1128.64,124.22
PT,1981,1331.61,1171.6,196.16
PT,1982,1402.42,933.59,106.98
PT,1983,1373.07,1175.74,94.53
PT,1984,1547.45,1094.36,136.21
PT,1985,1462.69,1137.03,125.31
PT,1986,1574.3,1169.86,127.2
PT,1987,1301.31,1095.22,181.66
PT,1988,1385.91,1034.67,99.28
PT,1989,1198.94,1022.3,208.46
PT,1990,1325.18,854.55,200.39
PT,1991,1503.39,1218.67,202.7
PT,1992,1441.2,1171.43,147.67
PT,1993,1517.51,1079.45,162.19
PT,1994,1339.75,1137.15,127.41
PT,1995,1112.64,923.82,183.36
PT,1996,1375.43,962.03,162.31
PT,1997,1041.65,937.34,114.79
PT,1998,1237.61,803.45,183.63
PT,1999,1386.75,1127.94,150.5
PT,2000,1378.49,1097.04,161.12
PT,2001,1346.04,975.92,137.41
PT,2002,1243.26,1068.03,131.8
PT,2003,1315.18,982.79,208.84
PT,2004,1395.7,1077.42,184.79
PT,2005,1432.95,1212.98,228.18
PT,2006,1284.77,1170.69,227.05
PT,2007,1382.8,978.27,122.7
PT,2008,1353.19,988.88,136.66
PT,2009,1314.06,1171.42,169.39
PT,2010,1353.03,1041.38,249.92
PT,2011,1153.11,1078.85,187.75
PT,2012,1340.35,1035.23,190.79
PT,2013,1463.11,1112.6,241.12
PT,2014,1262.74,1074.11,146.51
PT,2015,1259.14,1118.99,216.69
PT,2016,1339.97,946.38,274.88
PT,2017,1256.73,1044.26,245.07
PT,2018,1389.95,1113.33,198.1
PT,2019,1273.82,1012.5,150.45
PT,2020,1165.57,910.03,249.85
PT,2021,1364.79,1047.02,167.64
PT,2022,1180.3,1036.04,260.95
PT,2023,1241.33,931.45,264.69
PT,2024,1184.21,920.09,218.62
RO,1950,3000.29,,284.03
RO,1951,2899.08,2424.46,259.14
RO,1952,3157.69,2720.81,305.56
RO,1953,3305.04,2699,263.72
RO,1954,3663.05,3320.04,234.68
RO,1955,3262.2,2705.78,130.84
RO,1956,3725.98,2995.43,193.44
RO,1957,3164.37,2753.47,229.23
RO,1958,3041.53,2708.99,210.78
RO,1959,3253.48,2620.99,181.35
RO,1960,2904.45,2761.56,169.43
RO,1961,3296.75,2341.77,133.9
RO,1962,3549.58,2884.98,175.56
RO,1963,3731.38,3200.95,208.49
RO,1964,3645.52,3129.68,149.63
RO,1965,3702.26,2844.91,131.51
RO,1966,3143.33,2760.58,126.97
RO,1967,3399.47,2806.16,143.81
RO,1968,3368.89,2774.04,126.64
RO,1969,3684.46,3161.79,86.81
RO,1970,3425.81,2753.67,114.12
RO,1971,3444.39,2763.58,124.36
RO,1972,3451.34,2838.07,145.47
RO,1973,3634.76,2915.94,95.12
RO,1974,3458.12,2925.75,120.21
RO,1975,3296.59,2673.98,118.81
RO,1976,3717.03,3107.69,71.36
RO,1977,3390.01,2613.63,115.41
RO,1978,3624.63,2879.94,87.93
RO,1979,3375.01,2870.34,105.41
RO,1980,3784.88,2988.2,99.6
RO,1981,3467.6,2817.63,141.08
RO,1982,3509.88,2975.49,114.21
RO,1983,3350.71,2574.64,115.34
RO,1984,3534.7,3019.95,85.01
RO,1985,3888.57,3280.95,135.17
RO,1986,3530.37,2897.71,143.6
RO,1987,3768.59,3254.05,178.27
RO,1988,3549.82,2726.96,181.58
RO,1989,3168.34,2821.76,133.82
RO,1990,3156.36,2604.7,158.46
RO,1991,3596.56,2745.99,120.74
RO,1992,3458.27,2936.51,193.66
RO,1993,3633.03,2965.57,160.01
RO,1994,3079.51,2647.5,186.78
RO,1995,3472.68,2711.37,158.4
RO,1996,3705.11,3308.82,156.93
RO,1997,3629.88,2790.74,101.67
RO,1998,3474.88,2783.45,194.83
RO,1999,3248.34,2940.6,186.22
RO,2000,3198.16,2879.34,239.96
RO,2001,3325.14,2426.96,188.71
RO,2002,3199.59,2744.45,182.68
RO,2003,3593.6,3095.44,221.42
RO,2004,3342.17,2882.27,132.05
RO,2005,3473.71,2785.8,119.03
RO,2006,3413.38,2984.46,166.43
RO,2007,3049.15,2346.64,279.86
RO,2008,3117.56,2775.17,207.54
RO,2009,3118.45,2629.24,196.25
RO,2010,3310.32,2740.24,210.89
RO,2011,3453.06,2849.75,187.65
RO,2012,3357.52,3047.31,323.66
RO,2013,3141.46,2716.6,201.85
RO,2014,3042.16,2468.03,159.35
RO,2015,3034.53,2627.81,254.15
RO,2016,3168.02,2474.01,212.63
RO,2017,3189.02,2859.57,239.07
RO,2018,3055.09,2642.86,194.36
RO,2019,2841.84,2568.63,231.34
RO,2020,2894.65,2291.41,207.23
RO,2021,3222.42,2491.94,228.61
RO,2022,2973.64,2597.71,265.6
RO,2023,2716.42,2270.78,255.21
RO,2024,2687.03,2162.71,357.6
RS,1950,2822.01,,321.11
RS,1951,2690.51,2245.95,190.99
RS,1952,2947.98,2528.4,318.93
RS,1953,3118.91,2509.83,193.19
RS,1954,3382.85,3058.4,176.99
RS,1955,2973.01,2431.09,103.15
RS,1956,3538.98,2808.71,174.91
RS,1957,2930.84,2584.53,185
RS,1958,2930.33,2568.28,205.89
RS,1959,3043.11,2418.76,123.23
RS,1960,2844.95,2586.42,147.5
RS,1961,2879.09,2155.97,155.17
RS,1962,3251.46,2592.31,188.07
RS,1963,3318.39,2942.66,235.86
RS,1964,3293.43,2843.87,165.86
RS,1965,3260.18,2558.07,153.91
RS,1966,2844.42,2538.48,122.49
RS,1967,3055.35,2437.25,169.34
RS,1968,2999.75,2531.97,131.51
RS,1969,3267.67,2771.98,93.27
RS,1970,3134.54,2571,124.35
RS,1971,3113.25,2552.81,154.22
RS,1972,3032.11,2523.79,151.45
RS,1973,3234.25,2630.8,126.8
RS,1974,3005.92,2518.4,130.74
RS,1975,2927.11,2441.08,95.97
RS,1976,3303.52,2809.77,73.9
RS,1977,2974.54,2216.74,117.58
RS,1978,3308.85,2600.49,90.25
RS,1979,2999.88,2608.4,105.85
RS,1980,3421.86,2630.41,100.24
RS,1981,3119.88,2628.94,134.05
RS,1982,3067.06,2684.73,126.15
RS,1983,3013.28,2301.34,153.8
RS,1984,3176.55,2730.8,104.79
RS,1985,3443.73,2915.62,153.79
RS,1986,3207.73,2647.6,132.61
RS,1987,3299.84,2934.73,194.37
RS,1988,3144.96,2358.63,213.93
RS,1989,2953.58,2600.12,127.05
RS,1990,2838.14,2398.58,170.8
RS,1991,3300.87,2505,136.68
RS,1992,2987.02,2650.96,232.47
RS,1993,3218.9,2717.31,224.46
RS,1994,2766.69,2341.48,226.52
RS,1995,3107.62,2473.34,166.38
RS,1996,3292.65,2932.48,173.24
RS,1997,3202.71,2477.48,128.3
RS,1998,3055.02,2465.98,229.82
RS,1999,2920.9,2653.01,158.37
RS,2000,2681.08,2598.19,308.38
RS,2001,2886.4,2009.41,199.62
RS,2002,2681.53,2453.79,202.21
RS,2003,3103.64,2654.15,303.57
RS,2004,2968.58,2579.01,174.66
RS,2005,3170.9,2571.45,136.33
RS,2006,2968.77,2628.18,192.41
RS,2007,2697.04,2046.24,310.31
RS,2008,2700.19,2490.02,240.71
RS,2009,2756.76,2386.61,212.53
RS,2010,2869.45,2380.2,212.73
RS,2011,3035.93,2524.39,232.51
RS,2012,2943.52,2725.06,343.52
RS,2013,2722.87,2351.08,255.79
RS,2014,2499.41,2068.44,160.61
RS,2015,2689.49,2260.17,309.75
RS,2016,2808.06,2223.5,196.46
RS,2017,2835.3,2584.58,328.37
RS,2018,2539.04,2346.21,206.82
RS,2019,2458.76,2237.72,276.73
RS,2020,2580.18,2038.14,196.38
RS,2021,2850.36,2223.42,306.57
RS,2022,2503.82,2333.76,316.9
RS,2023,2289.9,1922.31,249.91
RS,2024,2253.86,1783.4,420.56
SE,1950,4312.04,,13.7
SE,1951,4346.04,3374.38,8.54
SE,1952,4742.47,3136.31,11.1
SE,1953,4040.16,3368.77,29.11
SE,1954,4515.45,3168.47,4.15
SE,1955,4782.12,3411.72,57.8
SE,1956,4931.49,3599.06,6.54
SE,1957,4399.04,3236.34,11.25
SE,1958,4707.1,3498.09,11.57
SE,1959,4126.15,3078.21,47.95
SE,1960,4480.67,3288.86,11.09
SE,1961,4077.99,3012.11,10.18
SE,1962,4758.73,3243.68,1.01
SE,1963,4758.92,3729.23,13.87
SE,1964,4443.24,3287.23,8.59
SE,1965,4734.77,3257.96,2.94
SE,1966,4826.7,3791.46,25.47
SE,1967,4295.5,3167.68,10.62
SE,1968,4615.95,3360.67,30.67
SE,1969,4712.04,3567.7,54.94
SE,1970,4871.53,3735.73,22.02
SE,1971,4366.71,3245.72,19.57
SE,1972,4280.66,3198.56,28.51
SE,1973,4346.67,2828.03,43.37
SE,1974,4064.6,3190.16,3.44
SE,1975,3962.56,2953.37,55.84
SE,1976,4684.42,3262.88,25.91
SE,1977,4487.38,3342.26,12.05
SE,1978,4685.55,3207.57,17.73
SE,1979,4779.59,3581.77,13.09
SE,1980,4745.37,3571.03,18.59
SE,1981,4659.18,3399.84,8.63
SE,1982,4372.82,3564.43,49.25
SE,1983,4190.71,2975.9,35.56
SE,1984,4226.63,3278.78,7.85
SE,1985,5059.01,3501.34,6.99
SE,1986,4631.35,3553.83,16.62
SE,1987,4951.74,3561.17,3.96
SE,1988,4270.98,3064.42,14.17
SE,1989,3823.05,2900.83,32.18
SE,1990,3776.42,2768.17,9.25
SE,1991,4165.25,3053.81,23.65
SE,1992,4030.5,2840.32,25.54
SE,1993,4319.14,3083.48,2.16
SE,1994,4255.19,3348.53,64.04
SE,1995,4326.29,2969.8,36.29
SE,1996,4676.96,3538.96,16.1
SE,1997,4211.89,3118,52.06
SE,1998,4305.9,3071.88,1.31
SE,1999,4066.04,3248.87,31.14
SE,2000,3782.84,2966.14,5.03
SE,2001,4240.74,2916.66,28.51
SE,2002,4097.82,2922.73,48.76
SE,2003,4175.54,3451.54,34.87
SE,2004,4172.31,3165.92,17.13
SE,2005,4062.63,3097.94,24.21
SE,2006,3960.32,3260.95,56.98
SE,2007,3900.17,2667.23,21.63
SE,2008,3850.59,2844.09,32.31
SE,2009,4138.37,3082.16,26.08
SE,2010,4832.46,3494.46,35.24
SE,2011,3872.43,3567.37,22.31
SE,2012,4258.28,2873.19,5.58
SE,2013,4133.56,3386.65,18.73
SE,2014,3705.79,2720.86,51.35
SE,2015,3756.63,2736.41,13.93
SE,2016,3984.2,2917.76,19.55
SE,2017,3961.46,2941.92,3.11
SE,2018,3921.01,3137.12,89.44
SE,2019,3831.77,2875.8,37.36
SE,2020,3471.56,2677.33,43.69
SE,2021,4069.46,2816.47,42.96
SE,2022,3792.62,2879.22,44.7
SE,2023,3974.92,2869.18,21.51
SE,2024,3780,3158.38,18.53
SI,1950,3302.54,,158.52
SI,1951,3156.83,2638.97,78.54
SI,1952,3604.29,2826.39,143.7
SI,1953,3427.42,2880.78,58.46
SI,1954,3691.77,2942.28,46.92
SI,1955,3568.96,2718.29,37.6
SI,1956,3840.39,3000.44,52.92
SI,1957,3345.74,2721.94,93.54
SI,1958,3354.23,2758.42,83.91
SI,1959,3265.67,2504.81,54.85
SI,1960,3323.47,2694.23,47.5
SI,1961,3306.21,2488.36,64.72
SI,1962,3900.15,2833.02,73.12
SI,1963,3774.86,3264.01,87.77
SI,1964,3686.73,2989.55,63.34
SI,1965,3767.86,2837.67,57
SI,1966,3321.55,2745.59,40.34
SI,1967,3461.62,2673.46,80.47
SI,1968,3581.74,2747.49,51.64
SI,1969,3747.11,2975.67,51.05
SI,1970,3694.39,2895.69,73.66
SI,1971,3648.01,2838.79,75.77
SI,1972,3684.46,2779.25,57.11
SI,1973,3710.11,2868.81,46.1
SI,1974,3431.07,2662.44,67.57
SI,1975,3386.85,2662.21,38.51
SI,1976,3682.15,2937.48,54.87
SI,1977,3382.98,2489.85,44.26
SI,1978,3796.52,2693.26,32.11
SI,1979,3562.85,2887.46,53.99
SI,1980,3861.65,2763.89,43.04
SI,1981,3556.58,2944.18,64.27
SI,1982,3461.07,2875.25,62.2
SI,1983,3460.46,2589.3,98.68
SI,1984,3702.84,2950.95,39.6
SI,1985,3793.08,2975.44,70.1
SI,1986,3718.77,2963.29,70.67
SI,1987,3688.71,3063.91,62.77
SI,1988,3439.36,2576.73,96.82
SI,1989,3289.47,2648.2,46.67
SI,1990,3276.47,2491.56,71.63
SI,1991,3636.52,2728.1,83.55
SI,1992,3252.07,2761.88,127.47
SI,1993,3402.34,2706.69,101.87
SI,1994,3023.41,2492.26,125.61
SI,1995,3390.88,2590.42,70.56
SI,1996,3697.46,2921.76,54.8
SI,1997,3390.23,2635.65,48.49
SI,1998,3323.77,2545.71,114.71
SI,1999,3259.32,2787.25,63.21
SI,2000,2965.05,2719.39,123.24
SI,2001,3218.34,2206.63,114.49
SI,2002,2990.62,2565.75,93.72
SI,2003,3347.19,2644.05,220.99
SI,2004,3431.59,2749.29,81.51
SI,2005,3521.87,2721.65,73.76
SI,2006,3274.23,2885.64,129.61
SI,2007,3028.46,2142.51,125.7
SI,2008,3102.7,2620.31,105.15
SI,2009,3148.54,2620.37,107.25
SI,2010,3454.31,2694.33,121.98
SI,2011,3186.69,2674.74,116.72
SI,2012,3161.54,2693.15,176.65
SI,2013,3238.32,2658.76,169.98
SI,2014,2744.03,2221.81,74.18
SI,2015,3019.96,2335.23,174.38
SI,2016,3107.09,2422.58,109.61
SI,2017,3162.8,2616.75,179.9
SI,2018,2953.58,2638.42,132.28
SI,2019,2915.72,2364.59,165.03
SI,2020,3014.77,2267.13,105.08
SI,2021,3299.8,2509.81,156.84
SI,2022,2918.14,2591.28,187.93
SI,2023,2789.78,2257.52,133.24
SI,2024,2625.26,2044.39,211.41
SK,1950,3660.47,,122.02
SK,1951,3500.61,2776.09,80.57
SK,1952,4057.72,3037.81,130.96
SK,1953,3786.61,3065.3,68.38
SK,1954,4163.33,3256.83,59.77
SK,1955,4085.9,3078.19,43.39
SK,1956,4377.6,3287.6,60.59
SK,1957,3801.34,3038.22,88.71
SK,1958,3848.2,3046.81,60.93
SK,1959,3768.53,2830.7,63.74
SK,1960,3758.48,2965.75,49.09
SK,1961,3697.44,2660.3,76.7
SK,1962,4194.37,3069.22,76.26
SK,1963,4200.47,3511.63,102.08
SK,1964,4131.48,3352.62,94.72
SK,1965,4240.27,3083.89,45.52
SK,1966,3658.27,3079.96,50.79
SK,1967,3786.09,2869.78,99.52
SK,1968,3893.01,3004.54,80.04
SK,1969,4042.87,3197.05,58.48
SK,1970,4025.29,3141.11,63
SK,1971,3903.17,2997.42,80.15
SK,1972,3824.02,2857.55,74.92
SK,1973,3950.8,2970.9,66.16
SK,1974,3679.01,2851.77,63.62
SK,1975,3650.17,2848.85,59.88
SK,1976,3981.8,3174.01,71.44
SK,1977,3783.08,2699.71,51.7
SK,1978,4085.62,2967.03,35.03
SK,1979,3863.93,3061.89,56.24
SK,1980,4282.5,3071.11,30.8
SK,1981,3872.28,3079.28,74.49
SK,1982,3824.09,3174.02,72.32
SK,1983,3697.04,2728.58,106.24
SK,1984,3929.95,3129.2,47.23
SK,1985,4220,3270.41,59.55
SK,1986,3993.09,3142.82,86.09
SK,1987,4128.17,3394.17,76.02
SK,1988,3832.58,2799.52,90.17
SK,1989,3604.12,2936.93,66.33
SK,1990,3612.82,2737.26,85.34
SK,1991,3954.27,2940.63,82.77
SK,1992,3697.09,3003.28,160.63
SK,1993,3852.45,3108.54,89.45
SK,1994,3459.95,2735.05,150.33
SK,1995,3768,2850.98,98.55
SK,1996,4081.15,3292.06,63.85
SK,1997,3891.61,2985.3,64.66
SK,1998,3684.67,2804.17,112.33
SK,1999,3597.8,3047.97,68.73
SK,2000,3391.66,3008.2,119.79
SK,2001,3705.57,2539.03,96.31
SK,2002,3499.33,2898.8,116.78
SK,2003,3792.42,3112.48,153.92
SK,2004,3760.07,3036.22,69.19
SK,2005,3867.49,3005.82,70.92
SK,2006,3695.57,3208.41,122.43
SK,2007,3392.75,2394.27,147.14
SK,2008,3343.9,2874.9,95.04
SK,2009,3514.77,2790.26,105.59
SK,2010,3783.66,2926.84,115.15
SK,2011,3575.28,2984,94.44
SK,2012,3590.45,3002.3,160.96
SK,2013,3561.52,2940.19,151.87
SK,2014,3040.12,2423.8,89.67
SK,2015,3326.64,2569.96,198.01
SK,2016,3476.96,2630.47,105.83
SK,2017,3556.52,2972.18,159.7
SK,2018,3220.59,2846.72,149.29
SK,2019,3174.41,2617.03,166.56
SK,2020,3300.01,2486.28,106.49
SK,2021,3617.56,2703.74,140.91
SK,2022,3269.08,2722.74,168.92
SK,2023,3095.97,2465.77,124.58
SK,2024,2893.72,2300.22,191.88
UK,1950,3393.03,,1.19
UK,1951,3516.45,2534.49,0
UK,1952,3545.81,2269.21,0
UK,1953,3183.73,2339.93,0.18
UK,1954,3439.04,2178.63,0
UK,1955,3378.51,2366.74,7.7
UK,1956,3392.51,2255.85,0
UK,1957,3195.89,2044.17,1.34
UK,1958,3324.75,2263.11,0
UK,1959,3099.91,2172.87,0.41
UK,1960,3330.37,2181.42,0.01
UK,1961,3311.77,2149.17,0
UK,1962,3559.23,2387.26,0
UK,1963,3620.68,2441.66,0.16
UK,1964,3312.59,2228.33,0
UK,1965,3573.41,2349.8,0
UK,1966,3358.75,2239.12,0.06
UK,1967,3374.1,2246.81,0
UK,1968,3403.54,2327.29,0.2
UK,1969,3485.66,2334.85,0.96
UK,1970,3399.61,2327.92,1.29
UK,1971,3217.85,2209.63,0.18
UK,1972,3632.15,2184.72,1.88
UK,1973,3373.95,2205.57,2.24
UK,1974,3463.19,2210.43,0
UK,1975,3262.82,2247.58,3.8
UK,1976,3376.44,2158.87,11.53
UK,1977,3468.95,2425.16,2.29
UK,1978,3381.52,2280.19,0
UK,1979,3706.78,2379.78,0
UK,1980,3406.18,2297.2,0
UK,1981,3427.64,2173.06,0
UK,1982,3356.79,2391.21,0.99
UK,1983,3257.56,2274.67,11.01
UK,1984,3424.11,2254.28,2.3
UK,1985,3609.87,2424.97,0
UK,1986,3709.76,2426.23,0.16
UK,1987,3482.16,2307.05,0.06
UK,1988,3295.03,2272.29,0.01
UK,1989,3239.3,2082.11,11.29
UK,1990,3201.83,2126.28,2.07
UK,1991,3350.78,2296.88,0.9
UK,1992,3389.61,2173.38,0.04
UK,1993,3421.73,2249.63,0
UK,1994,3329.72,2364.58,0
UK,1995,3179.61,2126.87,18.48
UK,1996,3448.12,2229.51,0.68
UK,1997,3042.35,2185.14,0.13
UK,1998,3119.19,1968.48,0
UK,1999,3133.59,2144.31,2.49
UK,2000,3270.45,2131.58,0.58
UK,2001,3295.87,2370.04,0.33
UK,2002,3167.26,2025.35,0.09
UK,2003,3159.93,2204.92,3.4
UK,2004,3131.69,2223.29,0.07
UK,2005,3064.72,2086.7,2.28
UK,2006,3062.59,2182.8,10.41
UK,2007,2980.29,2060.32,0.84
UK,2008,3284.54,2054.29,0.08
UK,2009,3248.55,2298.07,0.55
UK,2010,3627.06,2415.34,0.05
UK,2011,3078.76,2444.8,0
UK,2012,3259.82,1892.59,0.06
UK,2013,3268.7,2377.04,7.75
UK,2014,3074.45,2108.43,2.81
UK,2015,3327.55,2213.54,0.13
UK,2016,3164.33,2085.67,1.25
UK,2017,3001.26,2076.24,0.21
UK,2018,3192.68,2223.14,7.87
UK,2019,3112.52,2014.53,0.2
UK,2020,3159.57,2202.26,0.18
UK,2021,3059.75,2182.87,10.7
UK,2022,2970.7,1956.44,7.14
UK,2023,2853.8,2061.77,1.35
UK,2024,3030.6,2022.63,0
