branch,model,bin_id,component,crop,n,mean,sd,lo,hi,central
crop_gddwin,EC-Earth3,-2.5,precip2,Soft wheat,17,-0.0422291855103547,0.0385939067351487,-0.115104752410367,0.0340223715898701,-0.0294580910554134
crop_gddwin,EC-Earth3,-2.5,frost,Spring barley,17,0.000634733425916846,0.00204465381818227,-0.00242546592562368,0.0047527334404888,5.17916841363547e-05
crop_gddwin,EC-Earth3,-2.5,gdd,Spring barley,17,-0.000204145048006293,0.000162605358114721,-0.00056261697768416,3.99467727376172e-05,-0.000187664813098126
crop_gddwin,EC-Earth3,-2.5,heat,Spring barley,17,-0.0261259166075839,0.0227441492604427,-0.0720316073219649,0.0143049357846813,-0.0193650103238562
crop_gddwin,EC-Earth3,-2.5,precip,Spring barley,17,0.0476732344309156,0.0464786817836167,-0.0284332241707194,0.127050213172112,0.0450615405702834
crop_gddwin,EC-Earth3,-2.5,precip2,Spring barley,17,-0.0480611727368659,0.034487543631296,-0.10471960948643,0.00430036113983305,-0.0337285798514239
crop_gddwin,EC-Earth3,-2.5,frost,Winter barley,17,-0.000181155846226989,0.00242311545343252,-0.00295164992642362,0.00537997305381381,-0.000399882751999464
crop_gddwin,EC-Earth3,-2.5,gdd,Winter barley,17,2.30788186255795e-05,3.50421866698916e-05,-3.02493467198911e-05,0.000120064744523246,2.45508593702893e-05
crop_gddwin,EC-Earth3,-2.5,heat,Winter barley,17,-0.000448622861896282,0.00035766106591773,-0.00123255531385844,0.00012793022606659,-0.000353251425104681
crop_gddwin,EC-Earth3,-2.5,precip,Winter barley,17,0.028859425765208,0.0493985208560799,-0.0725422858286018,0.0947920319644675,0.0277826600014984
crop_gddwin,EC-Earth3,-2.5,precip2,Winter barley,17,-0.0362374996484692,0.0421443589782711,-0.106466385147683,0.0418593838393047,-0.0246730000622626
crop_gddwin,EC-Earth3,-1.5,frost,ALL,7,-0.000827032440039371,0.00111379397104728,-0.00272292436549213,0.000558465664995626,-0.00106619942368248
crop_gddwin,EC-Earth3,-1.5,gdd,ALL,7,0.000111904547292657,5.80197386215268e-05,3.98467815145869e-05,0.000217162315074491,8.0255073086203e-05
crop_gddwin,EC-Earth3,-1.5,heat,ALL,7,-0.0151739790987559,0.00619996461001715,-0.023183013923406,-0.00431894802613086,-0.0120818197216649
crop_gddwin,EC-Earth3,-1.5,precip,ALL,7,0.00441323825231873,0.0410056161873146,-0.0660042972298893,0.0495143893534902,0.00282477345936291
