model,bin_id,component,dsv_amoc,n_amoc,dln_amoc,dsv_isimip,n_isimip,dln_isimip,branch,fuel,dln_residual,pct_amoc,pct_isimip,pct_residual
EC-Earth3,-4.5,frost_mj,-4.5495,8,-0.0313944836482179,-4.5546,8,0.0409443311344375,crop (spec A),,0.0723388147826554,-3.09067937612082,4.17941084350115,7.50195148703847
EC-Earth3,-4.5,gdd_mj,-4.5495,8,0.0709814727678452,-4.5546,8,-0.260000308413263,crop (spec A),,-0.330981781181108,7.35613355640055,-22.8948651998933,-28.1781745990332
EC-Earth3,-4.5,heat_mj,-4.5495,8,0.00478020554008864,-4.5546,8,-0.0673696091298785,crop (spec A),,-0.0721498146699671,0.479164894927497,-6.51503914767923,-6.96085009257457
EC-Earth3,-4.5,precip_mj,-4.5495,8,-0.0417584538685695,-4.5546,8,-0.00432638387570595,crop (spec A),,0.0374320699928636,-4.08985801668151,-0.431703855898602,3.81414737288073
EC-Earth3,-4.5,precip_mj2,-4.5495,8,0.0322646402763554,-4.5546,8,-0.00285505914418295,crop (spec A),,-0.0351196994205384,3.27907871821649,-0.285098733882805,-3.45101592339305
IPSL-CM6A-LR,-2.5,frost_mj,-2.5669,9,-0.00904749983742773,-2.2964,6,0.029925510868588,crop (spec A),,0.0389730107060157,-0.900669436600032,3.0377779149058,3.97424213575908
IPSL-CM6A-LR,-2.5,gdd_mj,-2.5669,9,0.0318619078136256,-2.2964,6,-0.180279738302243,crop (spec A),,-0.212141646115869,3.23749325496594,-16.4963412981213,-19.1149881025787
IPSL-CM6A-LR,-2.5,heat_mj,-2.5669,9,0.00466603094944814,-2.2964,6,-0.0451936172295116,crop (spec A),,-0.0498596481789597,0.467693382297796,-4.41875978328684,-4.86370593479319
IPSL-CM6A-LR,-2.5,precip_mj,-2.5669,9,-0.0264909203481779,-2.2964,6,-0.0083380134472656,crop (spec A),,0.0181529069009123,-2.61431139231572,-0.830334862529958,1.8318672438334
IPSL-CM6A-LR,-2.5,precip_mj2,-2.5669,9,0.0229878503394942,-2.2964,6,0.0056734122498426,crop (spec A),,-0.0173144380896516,2.3254107281679,0.568953653193183,-1.71654045898807
IPSL-CM6A-LR,-3.5,frost_mj,-3.4644,8,-0.0250722871731702,-3.5013,7,0.0296267868814209,crop (spec A),,0.0546990740545911,-2.47605878200247,3.00700265594109,5.62227220256322
IPSL-CM6A-LR,-3.5,gdd_mj,-3.4644,8,0.0621874222225396,-3.5013,7,-0.218743544589769,crop (spec A),,-0.280930966812309,6.41617736034987,-19.6472239226354,-24.4919540707881
IPSL-CM6A-LR,-3.5,heat_mj,-3.4644,8,0.00371762402381238,-3.5013,7,-0.0583217152798385,crop (spec A),,-0.0620393393036509,0.37245429593471,-5.66535903411221,-6.0154086819928
IPSL-CM6A-LR,-3.5,precip_mj,-3.4644,8,-0.0222532798320608,-3.5013,7,-0.00944954968899106,crop (spec A),,0.0128037301430697,-2.20075020965029,-0.940504299406142,1.28860488495128
IPSL-CM6A-LR,-3.5,precip_mj2,-3.4644,8,0.0161813501842527,-3.5013,7,0.00635200876517339,crop (spec A),,-0.00982934141907931,1.63129772405917,0.637222555592576,-0.978119133306377
IPSL-CM6A-LR,-4.5,frost_mj,-4.3507,11,-0.0318744051216611,-4.3046,12,0.03636506217249,crop (spec A),,0.0682394672941511,-3.13717708154889,3.70343594125393,7.0621656655226
IPSL-CM6A-LR,-4.5,gdd_mj,-4.3507,11,0.0620281589888157,-4.3046,12,-0.223487297090882,crop (spec A),,-0.285515456079698,6.39923052536262,-20.0274949362289,-24.8373276113986
IPSL-CM6A-LR,-4.5,heat_mj,-4.3507,11,0.002325408724447,-4.3046,12,-0.0596241625821872,crop (spec A),,-0.0619495713066342,0.232811458431836,-5.78814495430349,-6.00697149479071
IPSL-CM6A-LR,-4.5,precip_mj,-4.3507,11,-0.0221107076479519,-4.3046,12,-0.026862782626774,crop (spec A),,-0.0047520749788221,-2.18680576298198,-2.65051872389637,-0.474080173468972
