Country,Year,Fuel,Energy_Use_Household_ktoe
Serbia,1995,Total,2564.709
Serbia,1996,Total,2909.026
Serbia,1997,Total,2965.611
Serbia,1998,Total,2983.282
Serbia,1999,Total,2728.396
Serbia,2000,Total,3127.362
Serbia,2001,Total,3158.978
Serbia,2002,Total,3209.209
Serbia,2003,Total,3251.924
Serbia,2004,Total,3121.022
Serbia,2005,Total,3096.321
Serbia,2006,Total,2822.805
Serbia,2007,Total,3233.297
Serbia,2008,Total,2896.407
Serbia,2009,Total,3043.422
Serbia,2010,Total,3078.701
Serbia,2011,Total,3134.547
Serbia,2012,Total,3122.404
Serbia,2013,Total,2846.752
Serbia,2014,Total,2752.802
Serbia,2015,Total,2826.152
Serbia,2016,Total,2924.237
Serbia,2017,Total,2853.554
Serbia,2018,Total,2838.427
Serbia,2019,Total,2854.671
Serbia,2020,Total,3488.068
Serbia,2021,Total,3555.492
Serbia,2022,Total,3426.41
Serbia,2023,Total,3388.771
Serbia,2024,Total,3348.074
Sweden,1990,Total,6556.181
Sweden,1991,Total,7171.756
Sweden,1992,Total,7838.246
Sweden,1993,Total,7939.297
Sweden,1994,Total,8046.69
Sweden,1995,Total,7747.975
Sweden,1996,Total,8201.81
Sweden,1997,Total,7930.794
Sweden,1998,Total,7874.047
Sweden,1999,Total,7449.759
Sweden,2000,Total,7302.169
Sweden,2001,Total,7513.896
Sweden,2002,Total,7338.144
Sweden,2003,Total,7384.499
Sweden,2004,Total,7148.405
Sweden,2005,Total,7640.433
Sweden,2006,Total,7316.724
Sweden,2007,Total,7052.974
Sweden,2008,Total,6947.482
Sweden,2009,Total,7232.548
Sweden,2010,Total,8282.685
Sweden,2011,Total,7681.81
Sweden,2012,Total,8053.653
Sweden,2013,Total,7694.262
Sweden,2014,Total,7229.333
Sweden,2015,Total,7411.176
Sweden,2016,Total,7659.147
Sweden,2017,Total,7696.829
Sweden,2018,Total,7490.34
Sweden,2019,Total,7363.914
Sweden,2020,Total,7182.148
Sweden,2021,Total,7878.771
Sweden,2022,Total,7062.293
Sweden,2023,Total,7050.024
Sweden,2024,Total,6995.723
Slovenia,1990,Total,953.347
Slovenia,1991,Total,1134.819
Slovenia,1992,Total,1011.722
Slovenia,1993,Total,1101.065
Slovenia,1994,Total,1093.883
Slovenia,1995,Total,1163.921
Slovenia,1996,Total,1033.136
Slovenia,1997,Total,1070.152
Slovenia,1998,Total,1030.235
Slovenia,1999,Total,1054.162
Slovenia,2000,Total,1242.439
Slovenia,2001,Total,1329.405
Slovenia,2002,Total,1287.778
Slovenia,2003,Total,1407.539
Slovenia,2004,Total,1381.173
Slovenia,2005,Total,1428.841
Slovenia,2006,Total,1334.128
Slovenia,2007,Total,1301.505
Slovenia,2008,Total,1354.045
Slovenia,2009,Total,1320.196
Slovenia,2010,Total,1363.866
Slovenia,2011,Total,1299.105
Slovenia,2012,Total,1251.763
Slovenia,2013,Total,1238.44
Slovenia,2014,Total,1060.348
Slovenia,2015,Total,1172.476
Slovenia,2016,Total,1196.324
Slovenia,2017,Total,1171.381
Slovenia,2018,Total,1101.397
Slovenia,2019,Total,1076.85
Slovenia,2020,Total,1091.333
Slovenia,2021,Total,1162.089
Slovenia,2022,Total,1052.349
Slovenia,2023,Total,1040.915
Slovenia,2024,Total,1033.167
Slovakia,1990,Total,2246.498
Slovakia,1991,Total,1888.877
Slovakia,1992,Total,1767.102
Slovakia,1993,Total,1720.807
Slovakia,1994,Total,1771.655
Slovakia,1995,Total,1976.756
Slovakia,1996,Total,2232.746
Slovakia,1997,Total,2362.268
Slovakia,1998,Total,2448.105
Slovakia,1999,Total,2568.717
Slovakia,2000,Total,2586.241
Slovakia,2001,Total,3082.644
Slovakia,2002,Total,2997.922
Slovakia,2003,Total,2839.583
Slovakia,2004,Total,2666.506
Slovakia,2005,Total,2540.462
Slovakia,2006,Total,2310.145
Slovakia,2007,Total,2080.702
Slovakia,2008,Total,2130.687
Slovakia,2009,Total,2147.493
Slovakia,2010,Total,3028.239
Slovakia,2011,Total,2790.822
Slovakia,2012,Total,2820.587
Slovakia,2013,Total,2842.735
Slovakia,2014,Total,2325.037
Slovakia,2015,Total,2573.288
Slovakia,2016,Total,2688.692
Slovakia,2017,Total,2744.162
Slovakia,2018,Total,2546.007
Slovakia,2019,Total,2637.679
Slovakia,2020,Total,2744.571
Slovakia,2021,Total,2966.314
Slovakia,2022,Total,2686.513
Slovakia,2023,Total,2425.468
Slovakia,2024,Total,2299.882
Türkiye,1990,Total,14627.319
Türkiye,1991,Total,14942.931
Türkiye,1992,Total,15702.925
Türkiye,1993,Total,15763.148
Türkiye,1994,Total,14946.096
Türkiye,1995,Total,16329.111
Türkiye,1996,Total,16805.932
Türkiye,1997,Total,17504.025
Türkiye,1998,Total,17103.364
Türkiye,1999,Total,17190.783
Türkiye,2000,Total,17432.721
Türkiye,2001,Total,16297.243
Türkiye,2002,Total,16516.428
Türkiye,2003,Total,17303.902
Türkiye,2004,Total,17838.356
Türkiye,2005,Total,19129.282
Türkiye,2006,Total,19457.33
Türkiye,2007,Total,20224.067
Türkiye,2008,Total,20217.788
Türkiye,2009,Total,18864.658
Türkiye,2010,Total,19414.937
Türkiye,2011,Total,20809.776
Türkiye,2012,Total,20187.463
Türkiye,2013,Total,19807.984
Türkiye,2014,Total,19166.344
Türkiye,2015,Total,20153.33
Türkiye,2016,Total,20710.961
Türkiye,2017,Total,23456.794
Türkiye,2018,Total,21687.504
Türkiye,2019,Total,23666.094
Türkiye,2020,Total,26034.742
Türkiye,2021,Total,26422.866
Türkiye,2022,Total,26948.909
Türkiye,2023,Total,25697.599
Türkiye,2024,Total,28979.219
Ukraine,1990,Total,33141.12
Ukraine,1991,Total,30605.254
Ukraine,1992,Total,32444.561
Ukraine,1993,Total,32040.201
Ukraine,1994,Total,31057.982
Ukraine,1995,Total,30261.577
Ukraine,1996,Total,31918.924
Ukraine,1997,Total,28039.081
Ukraine,1998,Total,24898.08
Ukraine,1999,Total,25927.088
Ukraine,2000,Total,24452.916
Ukraine,2001,Total,23571.817
Ukraine,2002,Total,24041.095
Ukraine,2003,Total,23404.192
Ukraine,2004,Total,23055.435
Ukraine,2005,Total,23351.043
Ukraine,2006,Total,24572.857
Ukraine,2007,Total,22393.256
Ukraine,2008,Total,22876.226
Ukraine,2009,Total,22120.183
Ukraine,2010,Total,23838.511
Ukraine,2011,Total,23587.848
Ukraine,2012,Total,23454.289
Ukraine,2013,Total,23446.497
Ukraine,2014,Total,20357.427
Ukraine,2015,Total,16551.87
Ukraine,2016,Total,17348.751
Ukraine,2017,Total,16483.165
Ukraine,2018,Total,15986.088
Ukraine,2019,Total,14015.7
Ukraine,2020,Total,13654.325
United Kingdom,1990,Total,37317.942
United Kingdom,1991,Total,40815.072
United Kingdom,1992,Total,40210.237
United Kingdom,1993,Total,41658.464
United Kingdom,1994,Total,40309.277
United Kingdom,1995,Total,39335.159
United Kingdom,1996,Total,44132.057
United Kingdom,1997,Total,41134.181
United Kingdom,1998,Total,42348.175
United Kingdom,1999,Total,42341.941
United Kingdom,2000,Total,43090.418
United Kingdom,2001,Total,44339.756
United Kingdom,2002,Total,43544.334
United Kingdom,2003,Total,44746.489
United Kingdom,2004,Total,45641.737
United Kingdom,2005,Total,44249.26
United Kingdom,2006,Total,43129.787
United Kingdom,2007,Total,41614.951
United Kingdom,2008,Total,42527.44
United Kingdom,2009,Total,41324.922
United Kingdom,2010,Total,45512.575
United Kingdom,2011,Total,37786.091
United Kingdom,2012,Total,40957.945
United Kingdom,2013,Total,41458.259
United Kingdom,2014,Total,35813.099
United Kingdom,2015,Total,37257.018
United Kingdom,2016,Total,37970.686
United Kingdom,2017,Total,36772.29
United Kingdom,2018,Total,38307.568
United Kingdom,2019,Total,38134.984
Kosovo*,2000,Total,277.042
Kosovo*,2001,Total,322.635
Kosovo*,2002,Total,322.076
Kosovo*,2003,Total,318.837
Kosovo*,2004,Total,326.728
Kosovo*,2005,Total,344.952
Kosovo*,2006,Total,352.504
Kosovo*,2007,Total,337.844
Kosovo*,2008,Total,461.301
Kosovo*,2009,Total,455.628
Kosovo*,2010,Total,461.84
Kosovo*,2011,Total,491.178
Kosovo*,2012,Total,474.234
Kosovo*,2013,Total,494.163
Kosovo*,2014,Total,479.943
Kosovo*,2015,Total,476.388
Kosovo*,2016,Total,549.413
Kosovo*,2017,Total,571.465
Kosovo*,2018,Total,573.404
Kosovo*,2019,Total,586.881
Kosovo*,2020,Total,608.818
Kosovo*,2021,Total,655.497
Kosovo*,2022,Total,554.853
Kosovo*,2023,Total,530.47
Kosovo*,2024,Total,477.211
